

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

     1.00000  0.000000E+00  0.000000E+00  0.244186E-07  0.000000E+00  0.857626E-01   -165.996      0.000     78.275       1
     2.00000  0.000000E+00  0.000000E+00  0.351197E-07  0.000000E+00  0.160487E+00   -165.536      0.000     78.000       2
     3.00000  0.000000E+00  0.000000E+00  0.407149E-07  0.000000E+00  0.227961E+00   -165.171      0.000     77.650       3
     4.00000  0.000000E+00  0.000000E+00  0.444984E-07  0.000000E+00  0.292075E+00   -164.852      0.000     77.758       4
     5.00000  0.000000E+00  0.000000E+00  0.301575E-07  0.000000E+00  0.352304E+00   -164.569      0.000     77.783       5
     6.00000  0.000000E+00  0.000000E+00  0.403729E-07  0.000000E+00  0.409447E+00   -164.304      0.000     77.708       6
     7.00000  0.000000E+00  0.000000E+00  0.307395E-07  0.000000E+00  0.464759E+00   -164.054      0.000     77.833       7
     8.00000  0.388446E-02  0.000000E+00  0.388450E-02  0.000000E+00  0.519749E+00   -166.389      0.000     78.283       8
     9.00000  0.152732E-01  0.000000E+00  0.152732E-01  0.000000E+00  0.569055E+00   -172.380      0.000     77.433       9
    10.00000  0.333899E-01  0.000000E+00  0.333899E-01  0.000000E+00  0.615838E+00   -180.342      0.000     77.208      10
    11.00000  0.570001E-01  0.000000E+00  0.570001E-01  0.000000E+00  0.657819E+00   -189.656      0.000     76.358      11
    12.00000  0.844947E-01  0.000000E+00  0.844947E-01  0.000000E+00  0.698563E+00   -199.703      0.000     76.283      12
    13.00000  0.114000E+00  0.000000E+00  0.114000E+00  0.000000E+00  0.737728E+00   -209.230      0.000     76.108      13
    14.00000  0.143505E+00  0.000000E+00  0.143506E+00  0.000000E+00  0.775960E+00   -217.158      0.000     76.092      14
    15.00000  0.171000E+00  0.000000E+00  0.171000E+00  0.000000E+00  0.813451E+00   -222.338      0.000     76.117      15
    16.00000  0.194610E+00  0.000000E+00  0.194610E+00  0.000000E+00  0.849473E+00   -224.074      0.000     75.967      16
    17.00000  0.212727E+00  0.000000E+00  0.212727E+00  0.000000E+00  0.885343E+00   -221.901      0.000     76.117      17
    18.00000  0.224116E+00  0.000000E+00  0.224116E+00  0.000000E+00  0.921933E+00   -216.024      0.000     76.492      18
    19.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.956752E+00   -207.084      0.000     76.292      19
    20.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.990655E+00   -199.401      0.000     76.267      20
    21.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.102434E+01   -194.857      0.000     76.392      21
    22.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.105531E+01   -191.600      0.000     75.908      22
    23.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.108597E+01   -189.137      0.000     75.958      23
    24.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.111490E+01   -187.017      0.000     75.658      24
    25.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.114441E+01   -185.189      0.000     75.908      25
    26.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.117229E+01   -183.569      0.000     75.633      26
    27.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.120033E+01   -182.120      0.000     75.783      27
    28.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.122710E+01   -180.807      0.000     75.583      28
    29.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.125464E+01   -179.606      0.000     75.875      29
    30.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.128036E+01   -178.498      0.000     75.550      30
    31.00000  0.228000E+00  0.000000E+00  0.228000E+00  0.000000E+00  0.130661E+01   -177.468      0.000     75.775      31
    32.00000  0.232157E+00  0.000000E+00  0.232157E+00  0.000000E+00  0.133298E+01   -179.474      0.000     75.917      32
    33.00000  0.244345E+00  0.000000E+00  0.244345E+00  0.000000E+00  0.135715E+01   -185.759      0.000     75.492      33
    34.00000  0.263733E+00  0.000000E+00  0.263733E+00  0.000000E+00  0.137933E+01   -194.551      0.000     75.067      34
    35.00000  0.289000E+00  0.000000E+00  0.289000E+00  0.000000E+00  0.139864E+01   -205.333      0.000     74.367      35
    36.00000  0.318424E+00  0.000000E+00  0.318424E+00  0.000000E+00  0.141692E+01   -216.720      0.000     74.067      36
    37.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.143500E+01   -227.476      0.000     73.967      37
    38.00000  0.381576E+00  0.000000E+00  0.381576E+00  0.000000E+00  0.145318E+01   -236.413      0.000     73.967      38
    39.00000  0.411000E+00  0.000000E+00  0.411000E+00  0.000000E+00  0.147168E+01   -242.262      0.000     74.042      39
    40.00000  0.436267E+00  0.000000E+00  0.436267E+00  0.000000E+00  0.149050E+01   -243.906      0.000     74.142      40
    41.00000  0.455655E+00  0.000000E+00  0.455655E+00  0.000000E+00  0.150907E+01   -240.634      0.000     74.117      41
    42.00000  0.467843E+00  0.000000E+00  0.467843E+00  0.000000E+00  0.152670E+01   -233.161      0.000     73.917      42
    43.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.154404E+01   -222.115      0.000     73.858      43
    44.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.156123E+01   -212.658      0.000     73.833      44
    45.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.157834E+01   -206.726      0.000     73.833      45
    46.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.159557E+01   -202.190      0.000     73.883      46
    47.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.161247E+01   -198.640      0.000     73.833      47
    48.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.162845E+01   -195.711      0.000     73.633      48
    49.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.164442E+01   -193.251      0.000     73.633      49
    50.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.166004E+01   -191.154      0.000     73.558      50
    51.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.167533E+01   -189.276      0.000     73.483      51
    52.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.169100E+01   -187.520      0.000     73.583      52
    53.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.170558E+01   -185.888      0.000     73.333      53
    54.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.171981E+01   -184.361      0.000     73.242      54
    55.00000  0.472000E+00  0.000000E+00  0.472000E+00  0.000000E+00  0.173529E+01   -182.929      0.000     73.542      55
    56.00000  0.476736E+00  0.000000E+00  0.476737E+00  0.000000E+00  0.175034E+01   -185.082      0.000     73.467      56
    57.00000  0.490623E+00  0.000000E+00  0.490623E+00  0.000000E+00  0.176488E+01   -192.340      0.000     73.367      57
    58.00000  0.512712E+00  0.000000E+00  0.512712E+00  0.000000E+00  0.177860E+01   -202.984      0.000     73.167      58
    59.00000  0.541500E+00  0.000000E+00  0.541500E+00  0.000000E+00  0.178916E+01   -215.822      0.000     72.367      59
    60.00000  0.575024E+00  0.000000E+00  0.575024E+00  0.000000E+00  0.180084E+01   -229.496      0.000     72.550      60
    61.00000  0.611000E+00  0.000000E+00  0.611000E+00  0.000000E+00  0.181007E+01   -242.823      0.000     71.883      61
    62.00000  0.646976E+00  0.000000E+00  0.646976E+00  0.000000E+00  0.182161E+01   -254.372      0.000     72.358      62
    63.00000  0.680500E+00  0.000000E+00  0.680500E+00  0.000000E+00  0.183362E+01   -261.611      0.000     72.442      63
    64.00000  0.709288E+00  0.000000E+00  0.709288E+00  0.000000E+00  0.184666E+01   -263.468      0.000     72.700      64
    65.00000  0.731377E+00  0.000000E+00  0.731378E+00  0.000000E+00  0.185924E+01   -259.229      0.000     72.608      65
    66.00000  0.745264E+00  0.000000E+00  0.745264E+00  0.000000E+00  0.187220E+01   -249.300      0.000     72.717      66
    67.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.188574E+01   -235.284      0.000     72.875      67
    68.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.190148E+01   -223.770      0.000     73.458      68
    69.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.191814E+01   -216.392      0.000     73.783      69
    70.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.193359E+01   -210.751      0.000     73.600      70
    71.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.194862E+01   -206.298      0.000     73.558      71
    72.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.196670E+01   -202.552      0.000     74.367      72
    73.00000  0.750000E+00  0.000000E+00  0.750000E+00  0.000000E+00  0.198459E+01   -199.365      0.000     74.450      73
    74.00000  0.739000E+00  0.000000E+00  0.739000E+00  0.000000E+00  0.200441E+01   -187.054      0.000     74.983      74
    75.00000  0.685000E+00  0.000000E+00  0.685000E+00  0.000000E+00  0.202506E+01   -151.318      0.000     75.367      75
    76.00000  0.685000E+00  0.000000E+00  0.685000E+00  0.000000E+00  0.204427E+01   -170.516      0.000     75.225      76
    77.00000  0.685000E+00  0.000000E+00  0.685000E+00  0.000000E+00  0.206729E+01   -173.367      0.000     76.258      77
    78.00000  0.641000E+00  0.000000E+00  0.641000E+00  0.000000E+00  0.209181E+01   -144.940      0.000     76.833      78
    79.00000  0.552000E+00  0.000000E+00  0.552000E+00  0.000000E+00  0.211659E+01   -113.760      0.000     77.167      79
    80.00000  0.554658E+00  0.000000E+00  0.554658E+00  0.000000E+00  0.214115E+01   -141.679      0.000     77.367      80
    81.00000  0.316450E+00  0.000000E+00  0.316450E+00  0.000000E+00  0.216570E+01    -62.504      0.000     77.567      81
    82.00000  0.328846E+00  0.000000E+00  0.328846E+00  0.000000E+00  0.218754E+01   -108.962      0.000     77.117      82
    83.00000  0.345000E+00  0.000000E+00  0.345000E+00  0.000000E+00  0.221053E+01   -123.843      0.000     77.492      83
    84.00000  0.363812E+00  0.000000E+00  0.363812E+00  0.000000E+00  0.223269E+01   -135.181      0.000     77.433      84
    85.00000  0.384000E+00  0.000000E+00  0.384000E+00  0.000000E+00  0.225137E+01   -143.633      0.000     76.683      85
    86.00000  0.404188E+00  0.000000E+00  0.404188E+00  0.000000E+00  0.226646E+01   -150.458      0.000     75.783      86
    87.00000  0.423000E+00  0.000000E+00  0.423000E+00  0.000000E+00  0.228128E+01   -155.575      0.000     75.633      87
    88.00000  0.439154E+00  0.000000E+00  0.439155E+00  0.000000E+00  0.229449E+01   -158.663      0.000     75.158      88
    89.00000  0.451550E+00  0.000000E+00  0.451550E+00  0.000000E+00  0.230820E+01   -159.725      0.000     75.208      89
    90.00000  0.459342E+00  0.000000E+00  0.459343E+00  0.000000E+00  0.231995E+01   -158.765      0.000     74.658      90
    91.00000  0.462000E+00  0.000000E+00  0.462000E+00  0.000000E+00  0.233093E+01   -156.099      0.000     74.383      91
    92.00000  0.462000E+00  0.000000E+00  0.462000E+00  0.000000E+00  0.234472E+01   -153.753      0.000     75.000      92
    93.00000  0.462000E+00  0.000000E+00  0.462000E+00  0.000000E+00  0.235601E+01   -152.647      0.000     74.375      93
    94.00000  0.423000E+00  0.000000E+00  0.423000E+00  0.000000E+00  0.236533E+01   -130.144      0.000     73.875      94
    95.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.237776E+01   -114.226      0.000     74.475      95
    96.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.238609E+01   -130.473      0.000     73.525      96
    97.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.239567E+01   -134.274      0.000     73.675      97
    98.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.240515E+01   -136.301      0.000     73.600      98
    99.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.241592E+01   -137.460      0.000     73.875      99
   100.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.242530E+01   -138.327      0.000     73.525     100
   101.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.243557E+01   -138.940      0.000     73.725     101
   102.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.244616E+01   -139.398      0.000     73.800     102
   103.00000  0.368000E+00  0.000000E+00  0.368000E+00  0.000000E+00  0.245659E+01   -139.735      0.000     73.775     103
   104.00000  0.371135E+00  0.000000E+00  0.371135E+00  0.000000E+00  0.246746E+01   -141.636      0.000     73.900     104
   105.00000  0.371326E+00  0.000000E+00  0.371326E+00  0.000000E+00  0.247869E+01   -140.937      0.000     74.017     105
   106.00000  0.385946E+00  0.000000E+00  0.385947E+00  0.000000E+00  0.248755E+01   -148.939      0.000     73.458     106
   107.00000  0.398000E+00  0.000000E+00  0.398000E+00  0.000000E+00  0.249504E+01   -150.856      0.000     73.083     107
   108.00000  0.406189E+00  0.000000E+00  0.406189E+00  0.000000E+00  0.250286E+01   -151.359      0.000     73.100     108
   109.00000  0.430000E+00  0.000000E+00  0.430000E+00  0.000000E+00  0.250866E+01   -161.875      0.000     72.550     109
   110.00000  0.453812E+00  0.000000E+00  0.453812E+00  0.000000E+00  0.251385E+01   -167.384      0.000     72.317     110
   111.00000  0.476000E+00  0.000000E+00  0.476000E+00  0.000000E+00  0.251772E+01   -171.471      0.000     71.892     111
   112.00000  0.495054E+00  0.000000E+00  0.495054E+00  0.000000E+00  0.252143E+01   -172.952      0.000     71.742     112
   113.00000  0.509674E+00  0.000000E+00  0.509675E+00  0.000000E+00  0.252395E+01   -172.197      0.000     71.342     113
   114.00000  0.518865E+00  0.000000E+00  0.518866E+00  0.000000E+00  0.252554E+01   -169.205      0.000     70.992     114
   115.00000  0.340000E+00  0.000000E+00  0.340000E+00  0.000000E+00  0.252793E+01    -82.726      0.000     71.092     115
   116.00000  0.264000E+00  0.000000E+00  0.264000E+00  0.000000E+00  0.253124E+01    -89.529      0.000     71.217     116
   117.00000  0.264000E+00  0.000000E+00  0.264000E+00  0.000000E+00  0.253476E+01   -110.817      0.000     71.217     117
   118.00000  0.264000E+00  0.000000E+00  0.264000E+00  0.000000E+00  0.253972E+01   -116.867      0.000     71.517     118
   119.00000  0.264000E+00  0.000000E+00  0.264000E+00  0.000000E+00  0.254378E+01   -120.403      0.000     71.317     119
   120.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.254807E+01   -119.234      0.000     71.342     120
   121.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.255249E+01   -123.095      0.000     71.350     121
   122.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.255937E+01   -124.860      0.000     71.925     122
   123.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.256477E+01   -126.145      0.000     71.650     123
   124.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.257098E+01   -127.080      0.000     71.850     124
   125.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.257537E+01   -127.861      0.000     71.425     125
   126.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.258006E+01   -128.495      0.000     71.475     126
   127.00000  0.256000E+00  0.000000E+00  0.256000E+00  0.000000E+00  0.258681E+01   -129.024      0.000     71.975     127
   128.00000  0.258181E+00  0.000000E+00  0.258181E+00  0.000000E+00  0.259407E+01   -130.530      0.000     72.158     128
   129.00000  0.264575E+00  0.000000E+00  0.264575E+00  0.000000E+00  0.260143E+01   -133.443      0.000     72.258     129
   130.00000  0.274745E+00  0.000000E+00  0.274746E+00  0.000000E+00  0.260506E+01   -137.006      0.000     71.383     130
   131.00000  0.288000E+00  0.000000E+00  0.288000E+00  0.000000E+00  0.261038E+01   -140.913      0.000     71.758     131
   132.00000  0.303436E+00  0.000000E+00  0.303436E+00  0.000000E+00  0.261464E+01   -144.794      0.000     71.492     132
   133.00000  0.320000E+00  0.000000E+00  0.320000E+00  0.000000E+00  0.261912E+01   -148.320      0.000     71.542     133
   134.00000  0.336565E+00  0.000000E+00  0.336565E+00  0.000000E+00  0.262346E+01   -151.163      0.000     71.500     134
   135.00000  0.352000E+00  0.000000E+00  0.352000E+00  0.000000E+00  0.262808E+01   -153.067      0.000     71.575     135
   136.00000  0.365255E+00  0.000000E+00  0.365255E+00  0.000000E+00  0.263497E+01   -153.747      0.000     72.158     136
   137.00000  0.375426E+00  0.000000E+00  0.375426E+00  0.000000E+00  0.264358E+01   -153.126      0.000     72.675     137
   138.00000  0.381819E+00  0.000000E+00  0.381820E+00  0.000000E+00  0.265185E+01   -151.272      0.000     72.725     138
   139.00000  0.351000E+00  0.000000E+00  0.351000E+00  0.000000E+00  0.265886E+01   -129.847      0.000     72.500     139
   140.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.266428E+01   -133.118      0.000     72.175     140
   141.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.266883E+01   -135.999      0.000     71.967     141
   142.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.267428E+01   -136.447      0.000     72.167     142
   143.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.267892E+01   -136.536      0.000     72.008     143
   144.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.268045E+01   -136.480      0.000     71.233     144
   145.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.268398E+01   -136.386      0.000     71.658     145
   146.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.268598E+01   -136.266      0.000     71.258     146
   147.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.268778E+01   -136.136      0.000     71.175     147
   148.00000  0.343000E+00  0.000000E+00  0.343000E+00  0.000000E+00  0.268939E+01   -136.002      0.000     71.075     148
   149.00000  0.331000E+00  0.000000E+00  0.331000E+00  0.000000E+00  0.269142E+01   -129.504      0.000     71.150     149
   150.00000  0.198000E+00  0.000000E+00  0.198000E+00  0.000000E+00  0.269365E+01    -81.240      0.000     71.175     150
   151.00000  0.164000E+00  0.000000E+00  0.164000E+00  0.000000E+00  0.269729E+01    -95.407      0.000     71.492     151
   152.00000  0.154617E+00  0.000000E+00  0.154617E+00  0.000000E+00  0.269909E+01   -104.764      0.000     71.108     152
   153.00000  0.168154E+00  0.000000E+00  0.168154E+00  0.000000E+00  0.269868E+01   -116.849      0.000     70.533     153
   154.00000  0.189687E+00  0.000000E+00  0.189687E+00  0.000000E+00  0.269687E+01   -126.477      0.000     70.075     154
   155.00000  0.217750E+00  0.000000E+00  0.217750E+00  0.000000E+00  0.269485E+01   -136.435      0.000     69.892     155
   156.00000  0.250430E+00  0.000000E+00  0.250430E+00  0.000000E+00  0.269257E+01   -145.927      0.000     69.692     156
   157.00000  0.285500E+00  0.000000E+00  0.285500E+00  0.000000E+00  0.268785E+01   -154.817      0.000     68.983     157
   158.00000  0.320570E+00  0.000000E+00  0.320570E+00  0.000000E+00  0.268208E+01   -162.514      0.000     68.558     158
   159.00000  0.353250E+00  0.000000E+00  0.353250E+00  0.000000E+00  0.267835E+01   -167.925      0.000     68.883     159
   160.00000  0.381313E+00  0.000000E+00  0.381313E+00  0.000000E+00  0.267373E+01   -170.360      0.000     68.558     160
   161.00000  0.402847E+00  0.000000E+00  0.402847E+00  0.000000E+00  0.266834E+01   -169.544      0.000     68.258     161
   162.00000  0.416383E+00  0.000000E+00  0.416383E+00  0.000000E+00  0.266239E+01   -165.592      0.000     67.983     162
   163.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.265730E+01   -159.029      0.000     68.058     163
   164.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.265191E+01   -153.511      0.000     67.883     164
   165.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.264851E+01   -150.581      0.000     68.275     165
   166.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.264488E+01   -148.377      0.000     68.175     166
   167.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.264101E+01   -146.747      0.000     68.075     167
   168.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.263779E+01   -145.409      0.000     68.175     168
   169.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.263508E+01   -144.308      0.000     68.258     169
   170.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.263216E+01   -143.372      0.000     68.183     170
   171.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.262848E+01   -142.568      0.000     67.958     171
   172.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.262530E+01   -141.866      0.000     68.017     172
   173.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.262302E+01   -141.248      0.000     68.192     173
   174.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.262187E+01   -140.700      0.000     68.450     174
   175.00000  0.421000E+00  0.000000E+00  0.421000E+00  0.000000E+00  0.262239E+01   -140.209      0.000     68.875     175
   176.00000  0.423334E+00  0.000000E+00  0.423335E+00  0.000000E+00  0.262391E+01   -140.993      0.000     69.175     176
   177.00000  0.430177E+00  0.000000E+00  0.430178E+00  0.000000E+00  0.262413E+01   -143.503      0.000     68.925     177
   178.00000  0.421063E+00  0.000000E+00  0.421064E+00  0.000000E+00  0.262477E+01   -135.879      0.000     69.033     178
   179.00000  0.378250E+00  0.000000E+00  0.378250E+00  0.000000E+00  0.262357E+01   -116.480      0.000     68.633     179
   180.00000  0.288771E+00  0.000000E+00  0.288771E+00  0.000000E+00  0.262407E+01    -91.837      0.000     68.967     180
   181.00000  0.281500E+00  0.000000E+00  0.281500E+00  0.000000E+00  0.262513E+01   -110.245      0.000     69.125     181
   182.00000  0.299229E+00  0.000000E+00  0.299229E+00  0.000000E+00  0.262765E+01   -124.646      0.000     69.500     182
   183.00000  0.315750E+00  0.000000E+00  0.315750E+00  0.000000E+00  0.262932E+01   -131.172      0.000     69.383     183
   184.00000  0.329937E+00  0.000000E+00  0.329937E+00  0.000000E+00  0.263324E+01   -134.955      0.000     69.933     184
   185.00000  0.340823E+00  0.000000E+00  0.340823E+00  0.000000E+00  0.263767E+01   -136.493      0.000     70.183     185
   186.00000  0.347666E+00  0.000000E+00  0.347666E+00  0.000000E+00  0.264057E+01   -136.550      0.000     69.892     186
   187.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.264656E+01   -135.139      0.000     70.692     187
   188.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.265172E+01   -133.843      0.000     70.600     188
   189.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.265589E+01   -133.318      0.000     70.450     189
   190.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.266031E+01   -132.993      0.000     70.550     190
   191.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.266343E+01   -132.810      0.000     70.275     191
   192.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.266549E+01   -132.684      0.000     70.025     192
   193.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.266844E+01   -132.596      0.000     70.225     193
   194.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.266956E+01   -132.529      0.000     69.783     194
   195.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.267141E+01   -132.477      0.000     69.933     195
   196.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.267313E+01   -132.434      0.000     69.892     196
   197.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.267620E+01   -132.397      0.000     70.225     197
   198.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.267983E+01   -132.365      0.000     70.400     198
   199.00000  0.350000E+00  0.000000E+00  0.350000E+00  0.000000E+00  0.268195E+01   -132.336      0.000     70.083     199
   200.00000  0.348162E+00  0.000000E+00  0.348163E+00  0.000000E+00  0.268709E+01   -131.337      0.000     70.783     200
   201.00000  0.363297E+00  0.000000E+00  0.363297E+00  0.000000E+00  0.269083E+01   -139.927      0.000     70.583     201
   202.00000  0.387373E+00  0.000000E+00  0.387374E+00  0.000000E+00  0.269602E+01   -148.709      0.000     70.967     202
   203.00000  0.418750E+00  0.000000E+00  0.418750E+00  0.000000E+00  0.269861E+01   -159.123      0.000     70.442     203
   204.00000  0.455289E+00  0.000000E+00  0.455289E+00  0.000000E+00  0.270308E+01   -169.741      0.000     70.892     204
   205.00000  0.494500E+00  0.000000E+00  0.494500E+00  0.000000E+00  0.270734E+01   -179.800      0.000     70.900     205
   206.00000  0.533711E+00  0.000000E+00  0.533711E+00  0.000000E+00  0.271158E+01   -188.454      0.000     70.950     206
   207.00000  0.570250E+00  0.000000E+00  0.570250E+00  0.000000E+00  0.271466E+01   -194.402      0.000     70.708     207
   208.00000  0.601627E+00  0.000000E+00  0.601627E+00  0.000000E+00  0.271899E+01   -196.473      0.000     71.033     208
   209.00000  0.625703E+00  0.000000E+00  0.625703E+00  0.000000E+00  0.272242E+01   -194.176      0.000     70.858     209
   210.00000  0.640838E+00  0.000000E+00  0.640838E+00  0.000000E+00  0.272514E+01   -187.888      0.000     70.708     210
   211.00000  0.646000E+00  0.000000E+00  0.646000E+00  0.000000E+00  0.272796E+01   -178.574      0.000     70.733     211
   212.00000  0.480000E+00  0.000000E+00  0.480000E+00  0.000000E+00  0.273037E+01    -90.234      0.000     70.642     212
   213.00000  0.480000E+00  0.000000E+00  0.480000E+00  0.000000E+00  0.273596E+01   -124.153      0.000     71.383     213
   214.00000  0.470000E+00  0.000000E+00  0.470000E+00  0.000000E+00  0.273436E+01   -125.534      0.000     69.833     214
   215.00000  0.470000E+00  0.000000E+00  0.470000E+00  0.000000E+00  0.273450E+01   -130.770      0.000     70.033     215
   216.00000  0.445000E+00  0.000000E+00  0.445000E+00  0.000000E+00  0.273569E+01   -120.035      0.000     70.233     216
   217.00000  0.440000E+00  0.000000E+00  0.440000E+00  0.000000E+00  0.273447E+01   -125.593      0.000     69.667     217
   218.00000  0.440000E+00  0.000000E+00  0.440000E+00  0.000000E+00  0.273312E+01   -128.884      0.000     69.517     218
   219.00000  0.440000E+00  0.000000E+00  0.440000E+00  0.000000E+00  0.273083E+01   -130.222      0.000     69.200     219
   220.00000  0.440000E+00  0.000000E+00  0.440000E+00  0.000000E+00  0.273083E+01   -131.075      0.000     69.633     220
   221.00000  0.313000E+00  0.000000E+00  0.313000E+00  0.000000E+00  0.273149E+01    -82.208      0.000     69.783     221
   222.00000  0.183000E+00  0.000000E+00  0.183000E+00  0.000000E+00  0.273593E+01    -68.067      0.000     70.675     222
   223.00000  0.183000E+00  0.000000E+00  0.183000E+00  0.000000E+00  0.273699E+01    -92.344      0.000     70.017     223
   224.00000  0.106294E+00  0.000000E+00  0.106294E+00  0.000000E+00  0.273867E+01    -76.304      0.000     70.117     224
   225.00000  0.118881E+00  0.000000E+00  0.118881E+00  0.000000E+00  0.273872E+01    -98.044      0.000     69.733     225
   226.00000  0.138905E+00  0.000000E+00  0.138905E+00  0.000000E+00  0.273547E+01   -109.041      0.000     68.875     226
   227.00000  0.165000E+00  0.000000E+00  0.165000E+00  0.000000E+00  0.273220E+01   -119.011      0.000     68.692     227
