"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"1134",469,-112.72,0.4005,0.00776,-80.97,0.3213,-0.00412,-46.97,0.3609,-0.0102
"1135",470,-114.51,0.3996,0.00912,-81.24,0.3211,-0.0038,-47.06,0.3608,-0.00998
"1136",471,-116.17,0.3987,0.00995,-81.54,0.3209,-0.00343,-47.15,0.3607,-0.00976
"1137",472,-117.62,0.398,0.0103,-81.86,0.3206,-0.00304,-47.23,0.3605,-0.00947
"1138",473,-118.73,0.3974,0.01,-82.2,0.3204,-0.00262,-47.3,0.3604,-0.00915
"1139",474,-119.41,0.3971,0.00913,-82.55,0.3202,-0.00222,-47.37,0.3603,-0.00882
"1140",475,-119.59,0.397,0.00768,-82.91,0.3199,-0.00185,-47.44,0.3602,-0.00845
"1141",476,-119.42,0.3971,0.00608,-83.26,0.3197,-0.00151,-47.49,0.3602,-0.00806
"1142",477,-119.09,0.3972,0.00476,-83.6,0.3194,-0.00123,-47.54,0.3601,-0.00765
"1143",478,-118.7,0.3974,0.00373,-83.93,0.3192,-0.00101,-47.59,0.36,-0.00723
"1144",479,-118.34,0.3976,0.00297,-84.23,0.319,-0.000837,-47.62,0.36,-0.00674
"1145",480,-118.02,0.3978,0.00239,-84.51,0.3188,-0.000714,-47.65,0.3599,-0.00624
"1146",481,-117.75,0.3979,0.00197,-84.77,0.3186,-0.00063,-47.67,0.3599,-0.00573
"1147",482,-117.51,0.398,0.00162,-85,0.3185,-0.000575,-47.67,0.3599,-0.00523
"1148",483,-117.32,0.3981,0.00134,-85.21,0.3183,-0.000542,-47.67,0.3599,-0.00471
"1149",484,-117.15,0.3982,0.00111,-85.39,0.3182,-0.000524,-47.66,0.3599,-0.00418
"1150",485,-117.01,0.3983,0.000927,-85.56,0.3181,-0.000514,-47.64,0.3599,-0.00368
"1151",486,-116.89,0.3984,0.000771,-85.71,0.318,-0.000511,-47.62,0.36,-0.00322
"1152",487,-116.79,0.3984,0.000641,-85.85,0.3179,-0.000511,-47.6,0.36,-0.00286
"1153",487.024,-116.79,0.3984,0.000633,-85.85,0.3179,-0.00051,-47.6,0.36,-0.00284
"1154",487.0552,-116.78,0.3984,0.000616,-85.86,0.3179,-0.000511,-47.6,0.36,-0.00283
"1155",487.0958,-116.77,0.3984,0.000551,-85.86,0.3179,-0.00051,-47.59,0.36,-0.00282
"1156",487.1485,-116.75,0.3984,0.000361,-85.87,0.3179,-0.00051,-47.59,0.36,-0.0028
"1157",487.217,-116.69,0.3985,-8.43e-05,-85.88,0.3179,-0.00051,-47.59,0.36,-0.00277
"1158",487.304,-116.55,0.3985,-0.000971,-85.89,0.3179,-0.000511,-47.59,0.36,-0.00274
"1159",487.42,-116.22,0.3987,-0.00268,-85.9,0.3179,-0.000511,-47.59,0.36,-0.0027
"1160",487.565,-115.58,0.399,-0.00542,-85.92,0.3179,-0.000511,-47.58,0.36,-0.00265
"1161",487.7825,-114.18,0.3997,-0.0102,-85.95,0.3178,-0.000512,-47.58,0.36,-0.00258
"1162",488,-112.46,0.4006,-0.0152,-85.98,0.3178,-0.000514,-47.57,0.36,-0.0025
"1163",488.024,-112.3,0.4007,-0.0157,-85.98,0.3178,-0.000514,-47.57,0.36,-0.00249
"1164",488.0552,-112.03,0.4008,-0.0165,-85.98,0.3178,-0.000514,-47.57,0.36,-0.00248
"1165",488.0958,-111.69,0.401,-0.0174,-85.99,0.3178,-0.000514,-47.57,0.36,-0.00247
"1166",488.1485,-111.24,0.4012,-0.0184,-85.99,0.3178,-0.000515,-47.57,0.36,-0.00245
"1167",488.217,-110.66,0.4015,-0.0195,-86,0.3178,-0.000516,-47.57,0.36,-0.00242
"1168",488.304,-109.96,0.4019,-0.0206,-86.01,0.3178,-0.000518,-47.57,0.3601,-0.00239
"1169",488.42,-109.11,0.4023,-0.0215,-86.02,0.3178,-0.000521,-47.56,0.3601,-0.00235
"1170",488.565,-108.16,0.4028,-0.0221,-86.04,0.3178,-0.000528,-47.56,0.3601,-0.0023
"1171",488.7825,-106.95,0.4034,-0.0226,-86.06,0.3178,-0.000545,-47.55,0.3601,-0.00222
"1172",489,-105.89,0.4039,-0.0229,-86.08,0.3177,-0.000571,-47.55,0.3601,-0.00214
"1173",489.25,-105.15,0.4043,-0.0212,-86.1,0.3177,-0.000617,-47.54,0.3601,-0.00205
"1174",489.625,-104.86,0.4045,-0.0175,-86.11,0.3177,-0.000728,-47.53,0.3601,-0.00192
"1175",490,-105.11,0.4043,-0.0135,-86.11,0.3177,-0.000874,-47.51,0.3601,-0.0018
"1176",490.5,-106.02,0.4039,-0.00878,-86.09,0.3177,-0.00112,-47.5,0.3602,-0.00167
"1177",491,-107.17,0.4033,-0.005,-86.04,0.3178,-0.00138,-47.48,0.3602,-0.00155
"1178",491.5,-108.5,0.4026,-0.00179,-85.99,0.3178,-0.00164,-47.47,0.3602,-0.00145
"1179",492,-109.88,0.4019,0.000816,-85.92,0.3179,-0.00187,-47.46,0.3602,-0.00136
"1180",493,-112.74,0.4005,0.00475,-85.8,0.3179,-0.00213,-47.44,0.3602,-0.0013
"1181",493.024,-112.8,0.4004,0.00493,-85.79,0.3179,-0.00215,-47.43,0.3602,-0.00128
"1182",493.0552,-112.89,0.4004,0.00501,-85.79,0.3179,-0.00216,-47.43,0.3602,-0.00128
"1183",493.0958,-113.01,0.4003,0.00514,-85.78,0.3179,-0.00217,-47.43,0.3603,-0.00128
"1184",493.1485,-113.15,0.4003,0.00522,-85.78,0.318,-0.00218,-47.43,0.3603,-0.00128
"1185",493.217,-113.31,0.4002,0.00519,-85.77,0.318,-0.0022,-47.43,0.3603,-0.00127
"1186",493.304,-113.48,0.4001,0.00492,-85.76,0.318,-0.00222,-47.43,0.3603,-0.00127
"1187",493.42,-113.61,0.4,0.00424,-85.74,0.318,-0.00224,-47.43,0.3603,-0.00126
"1188",493.565,-113.65,0.4,0.00307,-85.73,0.318,-0.00226,-47.42,0.3603,-0.00126
"1189",493.7825,-113.46,0.4001,0.00101,-85.7,0.318,-0.00228,-47.42,0.3603,-0.00125
"1190",494,-113.08,0.4003,-0.00112,-85.68,0.318,-0.0023,-47.42,0.3603,-0.00124
"1191",494.25,-112.69,0.4005,-0.00237,-85.66,0.318,-0.0023,-47.41,0.3603,-0.00123
"1192",494.625,-112.34,0.4007,-0.00269,-85.64,0.318,-0.00228,-47.41,0.3603,-0.00122
"1193",495,-112.29,0.4007,-0.00206,-85.62,0.3181,-0.00226,-47.4,0.3603,-0.0012
"1194",495.5,-112.75,0.4005,-0.000117,-85.6,0.3181,-0.00221,-47.39,0.3603,-0.00119
"1195",496,-113.48,0.4001,0.00184,-85.59,0.3181,-0.00216,-47.38,0.3603,-0.00119
"1196",496.5,-114.32,0.3997,0.00334,-85.58,0.3181,-0.00211,-47.37,0.3603,-0.00119
"1197",497,-115.2,0.3992,0.00456,-85.58,0.3181,-0.00205,-47.37,0.3603,-0.00119
"1198",498,-116.51,0.3985,0.00519,-85.6,0.3181,-0.00188,-47.34,0.3604,-0.00116
"1199",499,-117.26,0.3981,0.00471,-85.65,0.318,-0.00168,-47.33,0.3604,-0.00119
"1200",500,-117.52,0.398,0.00364,-85.72,0.318,-0.00146,-47.3,0.3604,-0.0011
"1201",501,-117.54,0.398,0.00271,-85.8,0.3179,-0.00124,-47.28,0.3605,-0.00103
"1202",502,-117.44,0.3981,0.00198,-85.9,0.3179,-0.00104,-47.24,0.3605,-0.000919
"1203",503,-117.32,0.3981,0.00148,-85.99,0.3178,-0.000862,-47.22,0.3606,-0.000894
"1204",504,-117.21,0.3982,0.00113,-86.08,0.3177,-0.000717,-47.2,0.3606,-0.000866
"1205",505,-117.11,0.3983,0.000873,-86.17,0.3177,-6e-04,-47.18,0.3606,-0.000847
"1206",506,-117.02,0.3983,0.000685,-86.25,0.3176,-0.000509,-47.16,0.3606,-0.000864
"1207",507,-116.95,0.3983,0.000543,-86.32,0.3176,-0.000438,-47.15,0.3607,-0.000828
"1208",507.024,-116.94,0.3983,0.000535,-86.32,0.3176,-0.000435,-47.15,0.3607,-0.000832
"1209",507.0552,-116.94,0.3983,0.000529,-86.32,0.3176,-0.000433,-47.15,0.3607,-0.000831
"1210",507.0958,-116.94,0.3983,0.000513,-86.33,0.3176,-0.00043,-47.15,0.3607,-0.000831
"1211",507.1485,-116.93,0.3983,0.000475,-86.33,0.3176,-0.000426,-47.15,0.3607,-0.000829
"1212",507.217,-116.92,0.3983,0.000386,-86.34,0.3176,-0.000422,-47.15,0.3607,-0.000827
"1213",507.304,-116.89,0.3984,0.000214,-86.34,0.3176,-0.000416,-47.15,0.3607,-0.000824
"1214",507.42,-116.82,0.3984,-0.000102,-86.35,0.3176,-0.000409,-47.15,0.3607,-0.00082
"1215",507.565,-116.71,0.3985,-0.000557,-86.36,0.3176,-0.000401,-47.14,0.3607,-0.000813
"1216",507.7825,-116.47,0.3986,-0.00131,-86.37,0.3175,-0.000389,-47.14,0.3607,-0.000801
"1217",508,-116.19,0.3987,-0.00203,-86.39,0.3175,-0.000377,-47.14,0.3607,-0.000787
"1218",508.25,-115.9,0.3989,-0.00247,-86.4,0.3175,-0.000366,-47.14,0.3607,-0.000772
"1219",508.625,-115.58,0.399,-0.0026,-86.42,0.3175,-0.000354,-47.13,0.3607,-0.000759
"1220",509,-115.38,0.3991,-0.00241,-86.44,0.3175,-0.000346,-47.13,0.3607,-0.000755
"1221",509.024,-115.35,0.3991,-0.00243,-86.45,0.3175,-0.000345,-47.13,0.3607,-0.000753
"1222",509.0552,-115.34,0.3991,-0.0024,-86.45,0.3175,-0.000345,-47.13,0.3607,-0.000753
"1223",509.0958,-115.32,0.3992,-0.00237,-86.45,0.3175,-0.000344,-47.13,0.3607,-0.000753
"1224",509.1485,-115.3,0.3992,-0.00233,-86.45,0.3175,-0.000343,-47.13,0.3607,-0.000753
"1225",509.217,-115.27,0.3992,-0.0023,-86.46,0.3175,-0.000343,-47.13,0.3607,-0.000753
"1226",509.304,-115.24,0.3992,-0.00227,-86.46,0.3175,-0.000342,-47.13,0.3607,-0.000754
"1227",509.42,-115.2,0.3992,-0.00226,-86.46,0.3175,-0.000342,-47.12,0.3607,-0.000754
"1228",509.565,-115.14,0.3992,-0.00229,-86.47,0.3175,-0.000342,-47.12,0.3607,-0.000753
"1229",509.7825,-115.04,0.3993,-0.00237,-86.48,0.3175,-0.000345,-47.12,0.3607,-0.000746
"1230",510,-114.94,0.3993,-0.00247,-86.49,0.3175,-0.00035,-47.12,0.3607,-0.000735
"1231",510.024,-114.93,0.3994,-0.00248,-86.49,0.3175,-0.00035,-47.12,0.3607,-0.000734
"1232",510.0552,-114.92,0.3994,-0.0025,-86.49,0.3175,-0.000351,-47.12,0.3607,-0.000732
"1233",510.0958,-114.9,0.3994,-0.00254,-86.49,0.3175,-0.000352,-47.12,0.3607,-0.00073
"1234",510.1485,-114.87,0.3994,-0.00262,-86.49,0.3175,-0.000354,-47.12,0.3607,-0.000726
"1235",510.217,-114.82,0.3994,-0.00281,-86.5,0.3175,-0.000356,-47.12,0.3607,-0.000722
"1236",510.304,-114.73,0.3995,-0.00316,-86.5,0.3175,-0.000359,-47.12,0.3607,-0.000715
"1237",510.42,-114.56,0.3995,-0.00381,-86.5,0.3175,-0.000364,-47.12,0.3607,-0.000704
"1238",510.565,-114.27,0.3997,-0.00481,-86.51,0.3175,-0.00037,-47.12,0.3607,-0.000686
"1239",510.7825,-113.71,0.4,-0.00646,-86.51,0.3174,-0.000381,-47.11,0.3607,-0.000652
"1240",511,-113.04,0.4003,-0.00814,-86.51,0.3174,-0.000394,-47.11,0.3607,-0.000614
"1241",511.024,-112.97,0.4003,-0.00834,-86.51,0.3174,-0.000395,-47.11,0.3607,-0.00061
"1242",511.0552,-112.87,0.4004,-0.00861,-86.52,0.3174,-0.000398,-47.11,0.3607,-0.000604
"1243",511.0958,-112.73,0.4005,-0.00904,-86.52,0.3174,-4e-04,-47.11,0.3607,-0.000596
"1244",511.1485,-112.52,0.4006,-0.00977,-86.52,0.3174,-0.000404,-47.11,0.3607,-0.000586
"1245",511.217,-112.19,0.4007,-0.0111,-86.52,0.3174,-0.000408,-47.11,0.3607,-0.000573
"1246",511.304,-111.63,0.401,-0.0134,-86.52,0.3174,-0.000415,-47.1,0.3607,-0.000556
"1247",511.42,-110.65,0.4015,-0.0173,-86.52,0.3174,-0.000424,-47.1,0.3607,-0.000533
"1248",511.565,-109.06,0.4023,-0.0229,-86.52,0.3174,-0.000436,-47.1,0.3607,-0.000505
"1249",511.7825,-106.09,0.4038,-0.0318,-86.52,0.3174,-0.000459,-47.09,0.3607,-0.000468
"1250",512,-102.78,0.4055,-0.0406,-86.52,0.3174,-0.000489,-47.09,0.3608,-0.000435
"1251",512.024,-102.44,0.4057,-0.0417,-86.52,0.3174,-0.000491,-47.09,0.3608,-0.000431
"1252",512.0552,-101.94,0.4059,-0.0429,-86.52,0.3174,-0.000496,-47.09,0.3608,-0.000426
"1253",512.0958,-101.3,0.4062,-0.0444,-86.52,0.3174,-0.000502,-47.09,0.3608,-0.00042
"1254",512.1485,-100.48,0.4067,-0.0461,-86.52,0.3174,-0.00051,-47.08,0.3608,-0.000413
"1255",512.217,-99.44,0.4072,-0.0478,-86.52,0.3174,-0.000522,-47.08,0.3608,-0.000403
"1256",512.304,-98.19,0.4078,-0.0496,-86.52,0.3174,-0.000539,-47.08,0.3608,-0.000392
"1257",512.42,-96.64,0.4086,-0.0514,-86.51,0.3174,-0.000564,-47.08,0.3608,-0.000376
"1258",512.565,-94.89,0.4095,-0.0532,-86.51,0.3175,-0.000604,-47.07,0.3608,-0.000357
"1259",512.7825,-92.54,0.4108,-0.0555,-86.49,0.3175,-0.000686,-47.07,0.3608,-0.000327
"1260",513,-90.37,0.412,-0.0575,-86.48,0.3175,-0.000794,-47.06,0.3608,-0.000297
"1261",513.024,-90.12,0.4122,-0.0578,-86.47,0.3175,-0.000804,-47.06,0.3608,-0.000294
"1262",513.0552,-89.82,0.4123,-0.0581,-86.47,0.3175,-0.00082,-47.06,0.3608,-0.000289
"1263",513.0958,-89.44,0.4126,-0.0583,-86.47,0.3175,-0.000843,-47.06,0.3608,-0.000284
"1264",513.1485,-88.98,0.4128,-0.0585,-86.46,0.3175,-0.000874,-47.06,0.3608,-0.000276
"1265",513.217,-88.41,0.4131,-0.0585,-86.45,0.3175,-0.000917,-47.06,0.3608,-0.000267
"1266",513.304,-87.76,0.4135,-0.0583,-86.44,0.3175,-0.000978,-47.06,0.3608,-0.000255
"1267",513.42,-86.99,0.4139,-0.0578,-86.42,0.3175,-0.00107,-47.05,0.3608,-0.000241
"1268",513.565,-86.15,0.4144,-0.0571,-86.4,0.3175,-0.0012,-47.05,0.3608,-0.000225
"1269",513.7825,-85.05,0.415,-0.0563,-86.34,0.3176,-0.00144,-47.04,0.3608,-0.000208
"1270",514,-84.05,0.4156,-0.0557,-86.28,0.3176,-0.00172,-47.04,0.3608,-0.000195
"1271",514.024,-83.93,0.4156,-0.0556,-86.27,0.3176,-0.00175,-47.04,0.3608,-0.000193
"1272",514.0552,-83.8,0.4157,-0.0556,-86.26,0.3176,-0.00179,-47.04,0.3608,-0.000192
"1273",514.0958,-83.61,0.4158,-0.0557,-86.25,0.3176,-0.00184,-47.04,0.3608,-0.00019
"1274",514.1485,-83.35,0.416,-0.056,-86.23,0.3176,-0.00192,-47.04,0.3608,-0.000188
"1275",514.217,-82.98,0.4162,-0.0568,-86.21,0.3177,-0.00202,-47.03,0.3608,-0.000185
"1276",514.304,-82.45,0.4165,-0.0581,-86.17,0.3177,-0.00216,-47.03,0.3608,-0.000183
"1277",514.42,-81.67,0.4169,-0.0601,-86.12,0.3177,-0.00235,-47.03,0.3608,-0.00018
"1278",514.565,-80.6,0.4175,-0.0628,-86.05,0.3178,-0.0026,-47.03,0.3608,-0.000179
"1279",514.7825,-78.92,0.4184,-0.0664,-85.94,0.3178,-0.00302,-47.02,0.3608,-0.00018
"1280",515,-77.22,0.4194,-0.0697,-85.81,0.3179,-0.00347,-47.02,0.3609,-0.000184
"1281",515.25,-75.24,0.4205,-0.0734,-85.63,0.318,-0.00403,-47.02,0.3609,-0.000191
"1282",515.625,-72.41,0.4222,-0.0783,-85.33,0.3183,-0.00497,-47.01,0.3609,-0.000212
"1283",516,-69.74,0.4238,-0.0826,-84.97,0.3185,-0.00601,-47.01,0.3609,-0.000241
"1284",516.024,-69.55,0.4239,-0.0829,-84.95,0.3185,-0.00607,-47.01,0.3609,-0.000242
"1285",516.0552,-69.34,0.424,-0.0832,-84.92,0.3185,-0.00616,-47.01,0.3609,-0.000244
"1286",516.0958,-69.07,0.4242,-0.0834,-84.88,0.3186,-0.00628,-47.01,0.3609,-0.000247
"1287",516.1485,-68.74,0.4244,-0.0835,-84.83,0.3186,-0.00643,-47,0.3609,-0.000252
"1288",516.217,-68.34,0.4246,-0.0833,-84.76,0.3187,-0.00664,-47,0.3609,-0.000259
"1289",516.304,-67.89,0.4249,-0.0828,-84.67,0.3187,-0.0069,-47,0.3609,-0.000267
"1290",516.42,-67.37,0.4252,-0.0821,-84.54,0.3188,-0.00727,-47,0.3609,-0.000278
"1291",516.565,-66.78,0.4256,-0.0814,-84.37,0.3189,-0.00775,-47,0.3609,-0.000293
"1292",516.7825,-65.99,0.4261,-0.0806,-84.1,0.3191,-0.00851,-47,0.3609,-0.000317
"1293",517,-65.24,0.4265,-0.0801,-83.8,0.3193,-0.0093,-46.99,0.3609,-0.000343
"1294",517.024,-65.15,0.4266,-0.0802,-83.77,0.3193,-0.00939,-46.99,0.3609,-0.000346
"1295",517.0552,-65,0.4267,-0.0812,-83.73,0.3194,-0.00951,-46.99,0.3609,-0.000349
"1296",517.0958,-64.7,0.4268,-0.0845,-83.67,0.3194,-0.00966,-46.99,0.3609,-0.000354
"1297",517.1485,-64.05,0.4272,-0.0918,-83.6,0.3194,-0.00986,-46.99,0.3609,-0.000361
"1298",517.217,-62.73,0.428,-0.106,-83.5,0.3195,-0.0101,-46.99,0.3609,-0.000369
"1299",517.304,-60.39,0.4294,-0.127,-83.37,0.3196,-0.0105,-46.99,0.3609,-0.00038
"1300",517.42,-56.56,0.4318,-0.157,-83.2,0.3197,-0.0109,-46.99,0.3609,-0.000397
"1301",517.565,-51.31,0.4351,-0.192,-82.97,0.3199,-0.0115,-46.99,0.3609,-0.00042
"1302",517.7825,-43.89,0.4399,-0.236,-82.6,0.3201,-0.0125,-46.98,0.3609,-0.00046
"1303",518,-37.17,0.4443,-0.271,-82.2,0.3204,-0.0136,-46.98,0.3609,-0.000505
"1304",518.024,-36.49,0.4447,-0.272,-82.16,0.3204,-0.0137,-46.98,0.3609,-0.00051
"1305",518.0552,-35.92,0.4451,-0.265,-82.1,0.3205,-0.0139,-46.98,0.3609,-0.000517
"1306",518.0958,-35.57,0.4453,-0.25,-82.02,0.3205,-0.0141,-46.98,0.3609,-0.000526
"1307",518.1485,-35.58,0.4453,-0.228,-81.92,0.3206,-0.0144,-46.98,0.3609,-0.000538
"1308",518.217,-36,0.445,-0.202,-81.78,0.3207,-0.0148,-46.98,0.3609,-0.000554
"1309",518.304,-36.82,0.4445,-0.177,-81.59,0.3208,-0.0154,-46.97,0.3609,-0.000577
"1310",518.42,-38.06,0.4437,-0.153,-81.33,0.321,-0.0162,-46.97,0.3609,-0.00061
"1311",518.565,-39.59,0.4427,-0.132,-80.97,0.3213,-0.0175,-46.97,0.3609,-0.000657
"1312",518.7825,-41.67,0.4413,-0.111,-80.34,0.3217,-0.0196,-46.96,0.3609,-0.000743
"1313",519,-43.52,0.4401,-0.0967,-79.63,0.3222,-0.0221,-46.96,0.3609,-0.000841
"1314",519.024,-43.72,0.44,-0.0957,-79.56,0.3222,-0.0223,-46.96,0.3609,-0.000851
"1315",519.0552,-43.88,0.4399,-0.097,-79.45,0.3223,-0.0227,-46.96,0.3609,-0.000865
"1316",519.0958,-43.89,0.4399,-0.103,-79.31,0.3224,-0.0232,-46.96,0.3609,-0.000884
"1317",519.1485,-43.5,0.4401,-0.116,-79.13,0.3225,-0.0238,-46.96,0.3609,-0.00091
"1318",519.217,-42.39,0.4408,-0.138,-78.88,0.3227,-0.0246,-46.96,0.3609,-0.000945
"1319",519.304,-40.33,0.4422,-0.168,-78.55,0.3229,-0.0257,-46.96,0.3609,-0.00099
"1320",519.42,-37.02,0.4443,-0.205,-78.1,0.3232,-0.0271,-46.95,0.361,-0.00105
"1321",519.565,-32.81,0.4471,-0.244,-77.51,0.3236,-0.0289,-46.95,0.361,-0.00114
"1322",519.7825,-27.26,0.4508,-0.287,-76.58,0.3243,-0.0317,-46.95,0.361,-0.00128
"1323",520,-22.55,0.4538,-0.318,-75.57,0.325,-0.0348,-46.94,0.361,-0.00143
"1324",520.25,-24.99,0.4521,-0.204,-74.3,0.3258,-0.0392,-46.94,0.361,-0.00161
"1325",520.5,-28.73,0.4499,-0.144,-72.88,0.3268,-0.0441,-46.93,0.361,-0.00182
"1326",520.75,-31.86,0.4477,-0.108,-71.37,0.3279,-0.0492,-46.92,0.361,-0.00204
"1327",521,-34.76,0.4458,-0.0875,-69.82,0.329,-0.0539,-46.91,0.361,-0.00229
"1328",521.5,-39.23,0.4428,-0.0656,-67,0.3309,-0.0599,-46.86,0.3611,-0.00271
"1329",522,-43.01,0.4404,-0.0519,-64.63,0.3326,-0.0629,-46.79,0.3612,-0.00312
"1330",522.5,-46.12,0.4384,-0.043,-62.75,0.3339,-0.0635,-46.68,0.3613,-0.0037
"1331",523,-48.86,0.4367,-0.0368,-61.31,0.3349,-0.0625,-46.56,0.3615,-0.0045
"1332",524,-53.1,0.4339,-0.0294,-59.75,0.3361,-0.0584,-46.22,0.362,-0.00685
"1333",524.024,-53.34,0.4339,-0.029,-59.58,0.3361,-0.0582,-46.22,0.362,-0.00683
"1334",524.0552,-53.44,0.4338,-0.0288,-59.56,0.3361,-0.0581,-46.21,0.362,-0.00692
"1335",524.0958,-53.63,0.4337,-0.0286,-59.47,0.3362,-0.0579,-46.2,0.3621,-0.00701
"1336",524.1485,-53.83,0.4336,-0.0285,-59.41,0.3362,-0.0577,-46.18,0.3621,-0.00714
"1337",524.217,-54.09,0.4334,-0.0283,-59.31,0.3363,-0.0573,-46.16,0.3621,-0.00731
"1338",524.304,-54.39,0.4332,-0.0282,-59.2,0.3363,-0.0569,-46.13,0.3622,-0.00754
"1339",524.42,-54.77,0.433,-0.0281,-59.07,0.3364,-0.0563,-46.08,0.3622,-0.00785
"1340",524.565,-55.21,0.4327,-0.028,-58.93,0.3365,-0.0556,-46.03,0.3623,-0.00825
"1341",524.7825,-55.83,0.4323,-0.0276,-58.75,0.3367,-0.0546,-45.94,0.3624,-0.00886
"1342",525,-56.41,0.4319,-0.0272,-58.6,0.3367,-0.0535,-45.86,0.3626,-0.00948
"1343",525.024,-56.47,0.4319,-0.0272,-58.58,0.3368,-0.0534,-45.85,0.3626,-0.00955
"1344",525.0552,-56.55,0.4318,-0.0272,-58.56,0.3368,-0.0532,-45.83,0.3626,-0.00964
"1345",525.0958,-56.64,0.4318,-0.0275,-58.54,0.3368,-0.0531,-45.82,0.3626,-0.00976
"1346",525.1485,-56.73,0.4317,-0.0282,-58.51,0.3368,-0.0528,-45.8,0.3626,-0.00991
"1347",525.217,-56.8,0.4317,-0.0294,-58.47,0.3368,-0.0525,-45.77,0.3627,-0.0101
"1348",525.304,-56.82,0.4317,-0.0313,-58.43,0.3369,-0.0521,-45.73,0.3627,-0.0104
"1349",525.42,-56.77,0.4317,-0.0338,-58.38,0.3369,-0.0515,-45.68,0.3628,-0.0107
"1350",525.565,-56.62,0.4318,-0.0367,-58.33,0.3369,-0.0509,-45.61,0.3629,-0.011
"1351",525.7825,-56.32,0.432,-0.0402,-58.27,0.337,-0.05,-45.5,0.3631,-0.0115
"1352",526,-55.99,0.4322,-0.043,-58.23,0.337,-0.0492,-45.38,0.3633,-0.0119
"1353",526.25,-56.18,0.4321,-0.0399,-58.19,0.337,-0.0483,-45.23,0.3635,-0.0122
"1354",526.625,-56.96,0.4316,-0.0344,-58.15,0.3371,-0.0472,-44.97,0.3638,-0.0124
"1355",527,-58.03,0.4309,-0.029,-58.13,0.3371,-0.0463,-44.68,0.3643,-0.0123
"1356",527.5,-59.5,0.43,-0.0244,-58.13,0.3371,-0.0451,-44.28,0.3649,-0.0126
"1357",528,-60.95,0.4291,-0.021,-58.16,0.337,-0.0438,-43.89,0.3654,-0.0132
"1358",528.5,-62.31,0.4283,-0.0188,-58.23,0.337,-0.0425,-43.53,0.366,-0.0141
"1359",529,-63.59,0.4275,-0.0171,-58.34,0.3369,-0.0412,-43.19,0.3665,-0.0151
"1360",530,-65.81,0.4262,-0.0147,-58.68,0.3367,-0.0386,-42.61,0.3673,-0.0171
"1361",531,-67.82,0.4249,-0.0129,-59.08,0.3364,-0.0361,-42.09,0.3681,-0.0187
"1362",532,-69.63,0.4239,-0.0115,-59.53,0.3361,-0.0339,-41.61,0.3688,-0.0198
"1363",533,-71.29,0.4229,-0.0103,-59.99,0.3358,-0.0318,-41.18,0.3694,-0.0206
"1364",534,-72.81,0.422,-0.00937,-60.48,0.3355,-0.0299,-40.78,0.37,-0.0209
"1365",535,-74.24,0.4211,-0.00854,-60.97,0.3351,-0.0281,-40.4,0.3705,-0.0209
"1366",536,-75.79,0.4202,-0.00696,-61.47,0.3348,-0.0265,-40.05,0.3711,-0.0208
"1367",537,-77.7,0.4191,-0.00428,-61.98,0.3344,-0.0249,-39.72,0.3715,-0.0205
"1368",538,-79.95,0.4179,-0.0011,-62.5,0.3341,-0.0233,-39.43,0.372,-0.0202
"1369",539,-82.47,0.4165,0.00222,-63.05,0.3337,-0.0218,-39.17,0.3723,-0.0198
"1370",540,-85.17,0.415,0.00534,-63.63,0.3333,-0.0201,-38.94,0.3727,-0.0195
"1371",541,-87.92,0.4134,0.00801,-64.24,0.3328,-0.0185,-38.74,0.373,-0.0191
"1372",542,-90.6,0.4119,0.01,-64.88,0.3324,-0.0169,-38.58,0.3732,-0.0188
"1373",543,-93.07,0.4105,0.0113,-65.54,0.3319,-0.0153,-38.45,0.3734,-0.0183
"1374",544,-95.22,0.4093,0.0116,-66.22,0.3315,-0.0138,-38.33,0.3736,-0.0178
"1375",545,-96.93,0.4084,0.0111,-66.9,0.331,-0.0124,-38.24,0.3737,-0.0173
"1376",546,-98.08,0.4078,0.00971,-67.57,0.3305,-0.0111,-38.16,0.3738,-0.0167
"1377",547,-98.62,0.4076,0.0075,-68.22,0.3301,-0.00997,-38.1,0.3739,-0.016
"1378",548,-98.74,0.4075,0.00522,-68.83,0.3297,-0.00901,-38.04,0.374,-0.0152
"1379",549,-98.71,0.4075,0.00348,-69.4,0.3293,-0.00822,-37.99,0.3741,-0.0143
"1380",550,-98.64,0.4076,0.00221,-69.91,0.3289,-0.00758,-37.94,0.3741,-0.0135
"1381",551,-98.62,0.4076,0.00133,-70.39,0.3286,-0.00707,-37.9,0.3742,-0.0128
"1382",552,-98.63,0.4076,0.000713,-70.81,0.3283,-0.00665,-37.87,0.3742,-0.0121
"1383",553,-98.68,0.4076,0.000271,-71.19,0.328,-0.00631,-37.84,0.3743,-0.0114
"1384",554,-98.77,0.4075,-5.28e-05,-71.53,0.3278,-0.00602,-37.82,0.3743,-0.0107
"1385",555,-98.89,0.4075,-0.000292,-71.83,0.3276,-0.00578,-37.78,0.3744,-0.00992
"1386",555.024,-98.89,0.4075,-0.000311,-71.84,0.3276,-0.00577,-37.78,0.3744,-0.00991
