"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"620",266.0552,-79.06,0.4184,-0.028,-85.47,0.3182,-0.0172,-52.81,0.3521,-0.00219
"621",266.0958,-79.1,0.4183,-0.028,-85.4,0.3182,-0.0173,-52.81,0.3521,-0.0022
"622",266.1485,-79.16,0.4183,-0.0279,-85.31,0.3183,-0.0173,-52.81,0.3521,-0.00221
"623",266.217,-79.25,0.4182,-0.0276,-85.2,0.3184,-0.0175,-52.81,0.3521,-0.00222
"624",266.304,-79.39,0.4182,-0.027,-85.05,0.3185,-0.0176,-52.82,0.3521,-0.00224
"625",266.42,-79.61,0.418,-0.0262,-84.86,0.3186,-0.0177,-52.82,0.3521,-0.00227
"626",266.565,-79.91,0.4179,-0.0251,-84.64,0.3187,-0.0179,-52.82,0.3521,-0.0023
"627",266.7825,-80.41,0.4176,-0.0236,-84.31,0.319,-0.0181,-52.83,0.3521,-0.00236
"628",267,-80.92,0.4173,-0.0223,-84.01,0.3192,-0.0183,-52.84,0.3521,-0.00242
"629",267.25,-81.53,0.417,-0.0208,-83.67,0.3194,-0.0184,-52.84,0.3521,-0.0025
"630",267.625,-82.44,0.4165,-0.0189,-83.21,0.3197,-0.0185,-52.84,0.3521,-0.00264
"631",268,-83.33,0.416,-0.0173,-82.79,0.32,-0.0186,-52.84,0.3521,-0.00279
"632",268.5,-84.44,0.4153,-0.0155,-82.3,0.3203,-0.0186,-52.83,0.3521,-0.00302
"633",269,-85.48,0.4148,-0.014,-81.86,0.3206,-0.0185,-52.82,0.3521,-0.00327
"634",269.5,-86.45,0.4142,-0.0128,-81.48,0.3209,-0.0183,-52.8,0.3521,-0.00353
"635",270,-87.36,0.4137,-0.0118,-81.16,0.3211,-0.0181,-52.77,0.3522,-0.00381
"636",271,-88.94,0.4128,-0.0102,-80.69,0.3215,-0.0176,-52.7,0.3523,-0.00438
"637",272,-90.64,0.4119,-0.00808,-80.34,0.3217,-0.0169,-52.61,0.3524,-0.00495
"638",273,-92.74,0.4107,-0.00484,-80.12,0.3218,-0.0162,-52.51,0.3526,-0.0055
"639",274,-95.27,0.4093,-0.000958,-80.01,0.3219,-0.0154,-52.41,0.3527,-0.00605
"640",275,-98.21,0.4078,0.00293,-80,0.3219,-0.0146,-52.3,0.3529,-0.00656
"641",276,-101.38,0.4062,0.00637,-80.08,0.3219,-0.0137,-52.19,0.3531,-0.00704
"642",277,-104.63,0.4046,0.00933,-80.26,0.3217,-0.0127,-52.09,0.3532,-0.00747
"643",278,-107.82,0.4029,0.0116,-80.52,0.3216,-0.0116,-51.99,0.3534,-0.0078
"644",278.024,-107.9,0.4029,0.0117,-80.52,0.3216,-0.0116,-51.99,0.3534,-0.00781
"645",278.0552,-108,0.4029,0.0117,-80.53,0.3216,-0.0115,-51.99,0.3534,-0.00782
"646",278.0958,-108.13,0.4028,0.0118,-80.53,0.3216,-0.0115,-51.98,0.3534,-0.00784
"647",278.1485,-108.29,0.4027,0.0118,-80.55,0.3215,-0.0114,-51.98,0.3534,-0.00785
"648",278.217,-108.49,0.4026,0.0118,-80.57,0.3215,-0.0114,-51.97,0.3534,-0.00788
"649",278.304,-108.71,0.4025,0.0116,-80.59,0.3215,-0.0113,-51.96,0.3534,-0.0079
"650",278.42,-108.94,0.4024,0.0111,-80.63,0.3215,-0.0112,-51.95,0.3534,-0.00794
"651",278.565,-109.15,0.4023,0.0102,-80.67,0.3215,-0.011,-51.94,0.3534,-0.00798
"652",278.7825,-109.3,0.4022,0.00883,-80.74,0.3214,-0.0108,-51.91,0.3535,-0.00804
"653",279,-109.33,0.4022,0.00739,-80.81,0.3214,-0.0105,-51.89,0.3535,-0.0081
"654",279.25,-109.41,0.4021,0.00669,-80.9,0.3213,-0.0103,-51.87,0.3535,-0.00816
"655",279.625,-109.72,0.402,0.00676,-81.04,0.3212,-0.00985,-51.84,0.3536,-0.00823
"656",280,-110.26,0.4017,0.00752,-81.19,0.3211,-0.00946,-51.8,0.3537,-0.00829
"657",280.5,-111.1,0.4013,0.00833,-81.39,0.321,-0.00898,-51.75,0.3537,-0.00834
"658",281,-112.01,0.4008,0.00904,-81.6,0.3208,-0.00851,-51.71,0.3538,-0.00837
"659",281.5,-112.78,0.4004,0.00906,-81.81,0.3207,-0.00807,-51.67,0.3539,-0.00838
"660",282,-113.48,0.4001,0.00899,-82.02,0.3205,-0.00765,-51.62,0.3539,-0.00838
"661",283,-114.12,0.3997,0.00741,-82.46,0.3202,-0.0069,-51.54,0.354,-0.00832
"662",284,-114.33,0.3996,0.00563,-82.88,0.3199,-0.00622,-51.47,0.3541,-0.00819
"663",285,-114.28,0.3997,0.00409,-83.3,0.3197,-0.00564,-51.4,0.3543,-0.00802
"664",286,-114.14,0.3997,0.00292,-83.69,0.3194,-0.00514,-51.34,0.3543,-0.00785
"665",287,-114,0.3998,0.00208,-84.06,0.3191,-0.00474,-51.3,0.3544,-0.00768
"666",288,-113.9,0.3999,0.00146,-84.4,0.3189,-0.00441,-51.26,0.3545,-0.00754
"667",289,-113.82,0.3999,0.00102,-84.72,0.3187,-0.00414,-51.23,0.3545,-0.00737
"668",290,-113.79,0.3999,0.00068,-85.01,0.3185,-0.00392,-51.21,0.3545,-0.00722
"669",291,-113.78,0.3999,0.00042,-85.27,0.3183,-0.00374,-51.2,0.3546,-0.00704
"670",292,-113.8,0.3999,0.000216,-85.51,0.3181,-0.00359,-51.2,0.3546,-0.00688
"671",293,-113.83,0.3999,5.55e-05,-85.73,0.318,-0.00346,-51.2,0.3546,-0.0067
"672",294,-113.89,0.3999,-7.21e-05,-85.93,0.3178,-0.00336,-51.2,0.3546,-0.00651
"673",295,-113.95,0.3998,-0.000174,-86.12,0.3177,-0.00326,-51.2,0.3546,-0.00628
"674",296,-114.15,0.3998,4.66e-05,-86.29,0.3176,-0.00318,-51.2,0.3546,-0.00604
"675",297,-114.62,0.3995,0.000811,-86.46,0.3175,-0.0031,-51.2,0.3546,-0.00582
"676",298,-115.38,0.3991,0.00196,-86.61,0.3174,-0.003,-51.2,0.3546,-0.00558
"677",299,-116.43,0.3986,0.00335,-86.77,0.3173,-0.00289,-51.19,0.3546,-0.00538
"678",300,-117.66,0.398,0.00474,-86.93,0.3172,-0.00274,-51.19,0.3546,-0.00518
"679",301,-119.04,0.3973,0.00604,-87.1,0.317,-0.00256,-51.19,0.3546,-0.005
"680",302,-120.41,0.3966,0.00701,-87.28,0.3169,-0.00234,-51.19,0.3546,-0.00483
"681",303,-121.72,0.396,0.00764,-87.48,0.3168,-0.00209,-51.19,0.3546,-0.00466
"682",304,-122.83,0.3955,0.00786,-87.69,0.3166,-0.00182,-51.2,0.3546,-0.00454
"683",305,-123.67,0.3951,0.00765,-87.92,0.3165,-0.00153,-51.21,0.3545,-0.00446
"684",306,-124.19,0.3949,0.007,-88.15,0.3163,-0.00124,-51.24,0.3545,-0.00442
"685",307,-124.32,0.3948,0.00594,-88.39,0.3162,-0.000963,-51.26,0.3545,-0.00435
"686",308,-124.16,0.3949,0.00478,-88.63,0.316,-0.000715,-51.29,0.3544,-0.00426
"687",309,-123.88,0.395,0.0038,-88.86,0.3158,-0.000503,-51.32,0.3544,-0.00414
"688",310,-123.56,0.3952,0.00303,-89.09,0.3157,-0.000329,-51.35,0.3543,-0.00401
"689",311,-123.25,0.3953,0.00246,-89.3,0.3155,-0.000195,-51.38,0.3543,-0.00388
"690",312,-122.97,0.3954,0.00202,-89.49,0.3154,-9.38e-05,-51.41,0.3542,-0.00379
"691",313,-122.72,0.3956,0.00167,-89.67,0.3153,-2.37e-05,-51.46,0.3542,-0.00371
"692",314,-122.51,0.3956,0.0014,-89.83,0.3152,2.03e-05,-51.5,0.3541,-0.00366
"693",315,-122.32,0.3957,0.00118,-89.98,0.3151,4.39e-05,-51.55,0.354,-0.00359
"694",316,-122.16,0.3958,0.00101,-90.12,0.315,5.17e-05,-51.6,0.354,-0.00352
"695",317,-122.02,0.3959,0.000859,-90.24,0.3149,4.77e-05,-51.65,0.3539,-0.00341
"696",318,-121.9,0.3959,0.000736,-90.35,0.3148,3.51e-05,-51.7,0.3538,-0.0033
"697",319,-121.79,0.396,0.000633,-90.45,0.3147,1.66e-05,-51.74,0.3537,-0.00317
"698",320,-121.87,0.3959,0.000933,-90.54,0.3147,-4.3e-06,-51.79,0.3537,-0.00304
"699",321,-122.33,0.3957,0.00191,-90.63,0.3146,-2.02e-05,-51.83,0.3536,-0.0029
"700",322,-123.2,0.3954,0.00338,-90.72,0.3146,-2.11e-05,-51.87,0.3536,-0.0028
"701",323,-124.46,0.3948,0.00508,-90.8,0.3145,4.81e-06,-51.91,0.3535,-0.00274
"702",324,-125.98,0.3941,0.0068,-90.9,0.3144,6.76e-05,-51.96,0.3534,-0.00272
"703",325,-127.67,0.3933,0.00835,-91.01,0.3144,0.000174,-52.01,0.3533,-0.00273
"704",326,-129.39,0.3926,0.00957,-91.14,0.3143,0.000325,-52.07,0.3532,-0.00279
"705",327,-131.01,0.3918,0.0104,-91.3,0.3142,0.000517,-52.14,0.3531,-0.00281
"706",328,-132.42,0.3912,0.0108,-91.47,0.314,0.000747,-52.2,0.353,-0.00282
"707",329,-133.49,0.3907,0.0106,-91.67,0.3139,0.000996,-52.27,0.3529,-0.00282
"708",329.024,-133.55,0.3907,0.0107,-91.67,0.3139,0.001,-52.27,0.3529,-0.00282
"709",329.0552,-133.57,0.3907,0.0106,-91.68,0.3139,0.00101,-52.27,0.3529,-0.00282
"710",329.0958,-133.62,0.3907,0.0106,-91.69,0.3139,0.00102,-52.27,0.3529,-0.00282
"711",329.1485,-133.67,0.3907,0.0106,-91.7,0.3139,0.00103,-52.28,0.3529,-0.00282
"712",329.217,-133.72,0.3906,0.0104,-91.71,0.3139,0.00105,-52.28,0.3529,-0.00282
"713",329.304,-133.76,0.3906,0.0101,-91.73,0.3139,0.00107,-52.29,0.3529,-0.00282
"714",329.42,-133.74,0.3906,0.00949,-91.75,0.3139,0.0011,-52.29,0.3529,-0.00282
"715",329.565,-133.61,0.3907,0.00845,-91.78,0.3138,0.00114,-52.3,0.3529,-0.00282
"716",329.7825,-133.16,0.3909,0.00651,-91.83,0.3138,0.0012,-52.32,0.3529,-0.00281
"717",330,-132.51,0.3912,0.0044,-91.87,0.3138,0.00125,-52.33,0.3528,-0.0028
"718",330.024,-132.45,0.3912,0.00418,-91.88,0.3138,0.00126,-52.33,0.3528,-0.0028
"719",330.0552,-132.34,0.3913,0.00386,-91.89,0.3138,0.00127,-52.34,0.3528,-0.0028
"720",330.0958,-132.21,0.3913,0.00346,-91.9,0.3138,0.00128,-52.34,0.3528,-0.0028
"721",330.1485,-132.02,0.3914,0.00296,-91.91,0.3137,0.00129,-52.34,0.3528,-0.0028
"722",330.217,-131.77,0.3915,0.00238,-91.92,0.3137,0.00131,-52.35,0.3528,-0.00279
"723",330.304,-131.44,0.3917,0.00175,-91.94,0.3137,0.00133,-52.35,0.3528,-0.00279
"724",330.42,-131.03,0.3918,0.00109,-91.97,0.3137,0.00136,-52.36,0.3528,-0.00278
"725",330.565,-130.54,0.3921,0.000502,-92,0.3137,0.0014,-52.37,0.3528,-0.00277
"726",330.7825,-129.91,0.3923,-5.5e-05,-92.05,0.3136,0.00145,-52.38,0.3528,-0.00275
"727",331,-129.34,0.3926,-0.000442,-92.1,0.3136,0.00151,-52.4,0.3527,-0.00273
"728",331.024,-129.28,0.3926,-5e-04,-92.1,0.3136,0.00151,-52.4,0.3527,-0.00273
"729",331.048,-129.21,0.3927,-0.000553,-92.11,0.3136,0.00152,-52.4,0.3527,-0.00272
"730",331.0792,-129.13,0.3927,-0.000678,-92.12,0.3136,0.00152,-52.4,0.3527,-0.00272
"731",331.1198,-129.01,0.3927,-0.001,-92.13,0.3136,0.00153,-52.4,0.3527,-0.00272
"732",331.1725,-128.8,0.3928,-0.00186,-92.14,0.3136,0.00155,-52.41,0.3527,-0.00271
"733",331.241,-128.37,0.393,-0.00389,-92.15,0.3136,0.00156,-52.41,0.3527,-0.0027
"734",331.3254,-127.52,0.3934,-0.00794,-92.17,0.3136,0.00158,-52.42,0.3527,-0.0027
"735",331.4378,-125.65,0.3942,-0.0158,-92.2,0.3135,0.0016,-52.42,0.3527,-0.00268
"736",331.5784,-122.21,0.3958,-0.0286,-92.23,0.3135,0.00163,-52.43,0.3527,-0.00267
"737",331.7892,-114.96,0.3993,-0.053,-92.28,0.3135,0.00167,-52.44,0.3527,-0.00265
"738",332,-106.29,0.4037,-0.0808,-92.32,0.3135,0.00169,-52.46,0.3527,-0.00263
"739",332.25,-99.03,0.4074,-0.0873,-92.38,0.3134,0.00171,-52.47,0.3526,-0.00261
"740",332.5,-95.36,0.4094,-0.0795,-92.42,0.3134,0.0017,-52.49,0.3526,-0.0026
"741",332.75,-93.5,0.4104,-0.0687,-92.46,0.3134,0.00166,-52.5,0.3526,-0.00259
"742",333,-92.89,0.4107,-0.0581,-92.49,0.3133,0.00157,-52.52,0.3526,-0.00258
"743",333.5,-93.38,0.4105,-0.044,-92.49,0.3133,0.00116,-52.55,0.3525,-0.00255
"744",334,-94.29,0.4099,-0.0341,-92.42,0.3134,0.000576,-52.58,0.3525,-0.00252
"745",334.5,-95.42,0.4092,-0.0276,-92.27,0.3135,-0.000154,-52.62,0.3524,-0.00248
"746",335,-96.58,0.4086,-0.0228,-92.07,0.3136,-0.000961,-52.65,0.3524,-0.00244
"747",336,-98.66,0.4076,-0.017,-91.52,0.314,-0.00246,-52.71,0.3523,-0.0024
"748",337,-100.44,0.4067,-0.0131,-90.94,0.3144,-0.00372,-52.77,0.3522,-0.00239
"749",338,-101.95,0.4059,-0.0105,-90.37,0.3148,-0.00466,-52.83,0.3521,-0.00245
"750",339,-103.24,0.4053,-0.00861,-89.85,0.3152,-0.00532,-52.89,0.352,-0.00253
"751",340,-104.36,0.4047,-0.00722,-89.4,0.3155,-0.00573,-52.94,0.3519,-0.00262
"752",341,-105.34,0.4042,-0.00615,-89.01,0.3157,-0.00597,-52.98,0.3519,-0.0027
"753",342,-106.2,0.4038,-0.00532,-88.7,0.316,-0.00607,-53,0.3518,-0.0028
"754",343,-106.96,0.4034,-0.00465,-88.44,0.3161,-0.00608,-53.02,0.3518,-0.00287
"755",344,-107.73,0.403,-0.00388,-88.24,0.3163,-0.00603,-53.02,0.3518,-0.00293
"756",344.024,-107.75,0.403,-0.00387,-88.23,0.3163,-0.00603,-53.02,0.3518,-0.00294
"757",344.0552,-107.78,0.403,-0.00385,-88.23,0.3163,-0.00603,-53.02,0.3518,-0.00294
"758",344.0958,-107.81,0.403,-0.00384,-88.22,0.3163,-0.00603,-53.02,0.3518,-0.00294
"759",344.1485,-107.84,0.4029,-0.00383,-88.21,0.3163,-0.00602,-53.02,0.3518,-0.00294
"760",344.217,-107.89,0.4029,-0.00385,-88.2,0.3163,-0.00602,-53.02,0.3518,-0.00295
"761",344.304,-107.93,0.4029,-0.00393,-88.18,0.3163,-0.00601,-53.02,0.3518,-0.00295
"762",344.42,-107.97,0.4029,-0.00411,-88.16,0.3163,-0.006,-53.02,0.3518,-0.00296
"763",344.565,-107.99,0.4029,-0.00439,-88.13,0.3163,-0.00599,-53.02,0.3518,-0.00297
"764",344.7825,-107.98,0.4029,-0.00485,-88.1,0.3164,-0.00597,-53.02,0.3518,-0.00298
"765",345,-107.93,0.4029,-0.0053,-88.07,0.3164,-0.00595,-53.02,0.3518,-0.00299
"766",345.25,-107.92,0.4029,-0.0053,-88.03,0.3164,-0.00592,-53.02,0.3518,-0.003
"767",345.625,-108.06,0.4028,-0.00479,-87.99,0.3164,-0.00587,-53.01,0.3518,-0.00302
"768",346,-108.33,0.4027,-0.00399,-87.94,0.3165,-0.00583,-53,0.3518,-0.00305
"769",346.5,-108.84,0.4024,-0.00284,-87.9,0.3165,-0.00577,-52.99,0.3518,-0.00309
"770",347,-109.43,0.4021,-0.0018,-87.86,0.3165,-0.0057,-52.98,0.3519,-0.00313
"771",347.024,-109.46,0.4021,-0.00174,-87.85,0.3165,-0.0057,-52.98,0.3519,-0.00314
"772",347.0552,-109.49,0.4021,-0.00169,-87.85,0.3165,-0.00569,-52.98,0.3519,-0.00314
"773",347.0958,-109.54,0.4021,-0.00165,-87.85,0.3165,-0.00569,-52.98,0.3519,-0.00314
"774",347.1485,-109.59,0.4021,-0.00168,-87.84,0.3165,-0.00568,-52.98,0.3519,-0.00315
"775",347.217,-109.64,0.402,-0.00187,-87.84,0.3165,-0.00567,-52.98,0.3519,-0.00315
"776",347.304,-109.66,0.402,-0.00238,-87.83,0.3165,-0.00566,-52.98,0.3519,-0.00316
"777",347.42,-109.58,0.4021,-0.00342,-87.82,0.3165,-0.00565,-52.98,0.3519,-0.00317
"778",347.565,-109.34,0.4022,-0.00508,-87.81,0.3166,-0.00563,-52.97,0.3519,-0.00319
"779",347.7825,-108.71,0.4025,-0.0079,-87.8,0.3166,-0.0056,-52.97,0.3519,-0.00321
"780",348,-107.9,0.4029,-0.0107,-87.79,0.3166,-0.00557,-52.96,0.3519,-0.00323
"781",348.024,-107.83,0.4029,-0.0111,-87.79,0.3166,-0.00556,-52.96,0.3519,-0.00323
"782",348.0552,-107.7,0.403,-0.0115,-87.79,0.3166,-0.00556,-52.96,0.3519,-0.00323
"783",348.0958,-107.54,0.4031,-0.012,-87.78,0.3166,-0.00555,-52.96,0.3519,-0.00323
"784",348.1485,-107.32,0.4032,-0.0126,-87.78,0.3166,-0.00554,-52.96,0.3519,-0.00324
"785",348.217,-107.04,0.4033,-0.0132,-87.78,0.3166,-0.00553,-52.96,0.3519,-0.00324
"786",348.304,-106.7,0.4035,-0.0138,-87.77,0.3166,-0.00552,-52.95,0.3519,-0.00325
"787",348.42,-106.3,0.4037,-0.0143,-87.77,0.3166,-0.00551,-52.95,0.3519,-0.00326
"788",348.565,-105.85,0.4039,-0.0146,-87.76,0.3166,-0.00549,-52.95,0.3519,-0.00327
"789",348.7825,-105.28,0.4042,-0.0149,-87.75,0.3166,-0.00546,-52.94,0.3519,-0.00329
"790",349,-104.78,0.4045,-0.0151,-87.75,0.3166,-0.00544,-52.94,0.3519,-0.00331
"791",349.024,-104.72,0.4045,-0.0151,-87.74,0.3166,-0.00544,-52.94,0.3519,-0.00331
"792",349.0552,-104.66,0.4045,-0.0151,-87.74,0.3166,-0.00543,-52.93,0.3519,-0.00332
"793",349.0958,-104.57,0.4046,-0.0151,-87.74,0.3166,-0.00543,-52.93,0.3519,-0.00332
"794",349.1485,-104.47,0.4046,-0.0151,-87.74,0.3166,-0.00543,-52.93,0.3519,-0.00332
"795",349.217,-104.34,0.4047,-0.015,-87.74,0.3166,-0.00542,-52.93,0.3519,-0.00333
"796",349.304,-104.2,0.4048,-0.0149,-87.73,0.3166,-0.00542,-52.93,0.3519,-0.00334
"797",349.42,-104.05,0.4049,-0.0146,-87.73,0.3166,-0.00541,-52.92,0.352,-0.00335
"798",349.565,-103.9,0.4049,-0.0142,-87.72,0.3166,-0.00541,-52.92,0.352,-0.00336
"799",349.7825,-103.74,0.405,-0.0137,-87.71,0.3166,-0.00542,-52.91,0.352,-0.00337
"800",350,-103.62,0.4051,-0.0132,-87.7,0.3166,-0.00543,-52.91,0.352,-0.00338
"801",350.25,-103.64,0.4051,-0.0121,-87.68,0.3166,-0.00546,-52.9,0.352,-0.00339
"802",350.625,-103.93,0.4049,-0.0101,-87.65,0.3167,-0.00552,-52.89,0.352,-0.00341
"803",351,-104.4,0.4047,-0.00815,-87.61,0.3167,-0.00559,-52.88,0.352,-0.00341
"804",351.5,-105.17,0.4043,-0.00608,-87.56,0.3167,-0.0057,-52.86,0.3521,-0.00342
"805",352,-105.97,0.4039,-0.00441,-87.49,0.3168,-0.00579,-52.84,0.3521,-0.00343
"806",352.024,-106.01,0.4039,-0.00431,-87.49,0.3168,-0.0058,-52.84,0.3521,-0.00343
"807",352.0552,-106.06,0.4038,-0.00425,-87.49,0.3168,-0.0058,-52.84,0.3521,-0.00343
"808",352.0958,-106.11,0.4038,-0.00428,-87.48,0.3168,-0.00581,-52.83,0.3521,-0.00343
"809",352.1485,-106.16,0.4038,-0.00461,-87.48,0.3168,-0.00582,-52.83,0.3521,-0.00343
"810",352.217,-106.13,0.4038,-0.0056,-87.47,0.3168,-0.00583,-52.83,0.3521,-0.00343
"811",352.304,-105.94,0.4039,-0.00776,-87.46,0.3168,-0.00585,-52.83,0.3521,-0.00343
"812",352.42,-105.34,0.4042,-0.0119,-87.44,0.3168,-0.00587,-52.82,0.3521,-0.00343
"813",352.565,-104.11,0.4048,-0.0183,-87.42,0.3168,-0.00589,-52.82,0.3521,-0.00343
"814",352.7825,-101.43,0.4061,-0.0288,-87.4,0.3168,-0.00592,-52.81,0.3521,-0.00343
"815",353,-98.23,0.4078,-0.0392,-87.37,0.3169,-0.00595,-52.8,0.3521,-0.00342
"816",353.25,-95.44,0.4092,-0.0425,-87.34,0.3169,-0.00599,-52.79,0.3522,-0.0034
"817",353.5,-93.96,0.4101,-0.0398,-87.3,0.3169,-0.00604,-52.77,0.3522,-0.00338
"818",353.75,-93.17,0.4105,-0.0357,-87.27,0.3169,-0.0061,-52.76,0.3522,-0.00335
"819",354,-93,0.4106,-0.0311,-87.23,0.317,-0.00619,-52.75,0.3522,-0.00333
"820",354.5,-93.49,0.4103,-0.0245,-87.12,0.317,-0.00646,-52.72,0.3523,-0.0033
"821",355,-94.22,0.4099,-0.0196,-86.98,0.3171,-0.0068,-52.69,0.3523,-0.00326
"822",355.5,-95.04,0.4094,-0.0163,-86.83,0.3172,-0.00718,-52.66,0.3524,-0.00323
"823",356,-95.89,0.409,-0.0138,-86.65,0.3174,-0.00755,-52.63,0.3524,-0.0032
"824",357,-97.42,0.4082,-0.0109,-86.29,0.3176,-0.00813,-52.56,0.3525,-0.00316
"825",358,-98.75,0.4075,-0.00888,-85.95,0.3178,-0.00852,-52.48,0.3526,-0.00314
"826",359,-99.92,0.4069,-0.00746,-85.65,0.318,-0.00871,-52.41,0.3527,-0.00316
"827",360,-100.96,0.4064,-0.00638,-85.41,0.3182,-0.00876,-52.33,0.3528,-0.00324
"828",361,-101.88,0.4059,-0.00556,-85.21,0.3183,-0.00869,-52.26,0.353,-0.00338
"829",362,-102.71,0.4055,-0.0049,-85.07,0.3184,-0.00854,-52.19,0.3531,-0.00356
"830",363,-103.46,0.4051,-0.00438,-84.97,0.3185,-0.00834,-52.12,0.3532,-0.00377
"831",364,-104.14,0.4048,-0.00394,-84.9,0.3186,-0.00811,-52.06,0.3533,-0.00398
"832",365,-104.77,0.4045,-0.00358,-84.87,0.3186,-0.00787,-52.01,0.3533,-0.00419
"833",366,-105.35,0.4042,-0.00328,-84.86,0.3186,-0.00761,-51.95,0.3534,-0.00438
"834",367,-105.89,0.4039,-0.00302,-84.87,0.3186,-0.00736,-51.9,0.3535,-0.00455
"835",368,-106.6,0.4036,-0.00224,-84.9,0.3186,-0.00711,-51.85,0.3536,-0.0047
"836",369,-107.7,0.403,-0.000615,-84.95,0.3185,-0.00685,-51.81,0.3536,-0.00485
"837",370,-109.23,0.4023,0.00161,-85.02,0.3185,-0.00656,-51.77,0.3537,-0.00501
"838",371,-111.17,0.4013,0.00414,-85.12,0.3184,-0.00624,-51.74,0.3537,-0.00516
"839",372,-113.39,0.4001,0.00663,-85.25,0.3183,-0.00586,-51.71,0.3538,-0.00528
"840",373,-115.78,0.3989,0.00888,-85.41,0.3182,-0.00543,-51.69,0.3538,-0.00538
"841",373.024,-115.82,0.3989,0.00892,-85.41,0.3182,-0.00542,-51.69,0.3538,-0.00538
"842",373.0552,-115.9,0.3989,0.00896,-85.42,0.3182,-0.00541,-51.69,0.3538,-0.00539
"843",373.0958,-115.99,0.3988,0.00889,-85.43,0.3182,-0.00539,-51.69,0.3538,-0.00539
"844",373.1485,-116.07,0.3988,0.00848,-85.44,0.3182,-0.00537,-51.69,0.3538,-0.0054
"845",373.217,-116.07,0.3988,0.00724,-85.45,0.3182,-0.00534,-51.69,0.3538,-0.0054
"846",373.304,-115.85,0.3989,0.00446,-85.46,0.3182,-0.0053,-51.68,0.3538,-0.00541
"847",373.42,-115.03,0.3993,-0.0014,-85.48,0.3182,-0.00525,-51.68,0.3538,-0.00542
"848",373.565,-113.08,0.4002,-0.0117,-85.51,0.3181,-0.00518,-51.68,0.3538,-0.00543
"849",373.7825,-108.42,0.4026,-0.0308,-85.55,0.3181,-0.00508,-51.67,0.3538,-0.00545
"850",374,-102.33,0.4057,-0.0518,-85.6,0.3181,-0.00498,-51.67,0.3538,-0.00547
"851",374.25,-97.19,0.4083,-0.0576,-85.65,0.318,-0.00487,-51.67,0.3539,-0.00548
"852",374.5,-94.63,0.4098,-0.0524,-85.69,0.318,-0.00479,-51.66,0.3539,-0.00549
"853",374.75,-93.4,0.4104,-0.0446,-85.74,0.318,-0.00474,-51.66,0.3539,-0.0055
"854",375,-93.21,0.4105,-0.0364,-85.78,0.318,-0.00474,-51.65,0.3539,-0.0055
"855",375.5,-93.83,0.4102,-0.0271,-85.8,0.3179,-0.00492,-51.65,0.3539,-0.0055
"856",376,-94.7,0.4096,-0.0206,-85.79,0.3179,-0.00524,-51.64,0.3539,-0.00551
"857",376.5,-95.97,0.409,-0.0152,-85.73,0.318,-0.00565,-51.63,0.3539,-0.00551
"858",377,-97.36,0.4082,-0.0111,-85.64,0.318,-0.00608,-51.63,0.3539,-0.0055
"859",378,-99.76,0.407,-0.00676,-85.4,0.3182,-0.00677,-51.62,0.3539,-0.00549
"860",379,-101.51,0.4061,-0.00486,-85.17,0.3184,-0.00723,-51.61,0.3539,-0.00548
"861",380,-102.7,0.4055,-0.00429,-84.98,0.3185,-0.00745,-51.6,0.354,-0.00549
"862",380.024,-102.78,0.4055,-0.00416,-84.97,0.3185,-0.00748,-51.6,0.354,-0.00549
"863",380.0552,-102.8,0.4055,-0.00424,-84.96,0.3185,-0.00748,-51.6,0.354,-0.00549
"864",380.0958,-102.84,0.4055,-0.00445,-84.95,0.3185,-0.00749,-51.6,0.354,-0.00549
"865",380.1485,-102.83,0.4055,-0.00516,-84.94,0.3185,-0.0075,-51.6,0.354,-0.00549
"866",380.217,-102.72,0.4055,-0.00688,-84.93,0.3185,-0.00751,-51.6,0.354,-0.00549
"867",380.304,-102.33,0.4057,-0.0103,-84.92,0.3185,-0.00753,-51.59,0.354,-0.00549
"868",380.42,-101.35,0.4062,-0.0166,-84.89,0.3186,-0.00754,-51.59,0.354,-0.00549
"869",380.565,-99.5,0.4071,-0.0259,-84.87,0.3186,-0.00755,-51.59,0.354,-0.0055
"870",380.7825,-95.65,0.4091,-0.0407,-84.83,0.3186,-0.00757,-51.59,0.354,-0.0055
"871",381,-91.33,0.4115,-0.0562,-84.8,0.3186,-0.00758,-51.59,0.354,-0.00551
"872",381.25,-87.87,0.4134,-0.0599,-84.76,0.3186,-0.0076,-51.58,0.354,-0.00552
"873",381.5,-86.19,0.4145,-0.0549,-84.73,0.3187,-0.00764,-51.58,0.354,-0.00552
"874",381.75,-85.41,0.4149,-0.0481,-84.68,0.3187,-0.00772,-51.58,0.354,-0.00553
"875",382,-85.34,0.4149,-0.0413,-84.63,0.3187,-0.00784,-51.57,0.354,-0.00553
"876",382.5,-86.13,0.4145,-0.0322,-84.49,0.3188,-0.00826,-51.56,0.354,-0.00553
"877",383,-87.12,0.4139,-0.0257,-84.31,0.319,-0.00878,-51.55,0.354,-0.00554
"878",383.5,-88.2,0.4133,-0.0213,-84.09,0.3191,-0.00935,-51.54,0.354,-0.00555
