"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"1539",588.25,-49.68,0.3963,-0.0351,-28.53,0.347,-0.0384,-12.56,0.4034,-0.0283
"1540",588.625,-50.71,0.3954,-0.0185,-28.51,0.3471,-0.0381,-12.52,0.4034,-0.0292
"1541",589,-51.84,0.3946,-0.00683,-28.57,0.347,-0.037,-12.49,0.4035,-0.0299
"1542",589.5,-52.97,0.3937,-0.00166,-28.79,0.3467,-0.0346,-12.44,0.4035,-0.0305
"1543",590,-54,0.393,0.00173,-29.09,0.3463,-0.032,-12.38,0.4036,-0.031
"1544",590.5,-54.86,0.3924,0.00294,-29.46,0.3458,-0.0296,-12.32,0.4036,-0.0312
"1545",591,-55.67,0.3918,0.00401,-29.87,0.3452,-0.0273,-12.27,0.4037,-0.0314
"1546",591.024,-55.71,0.3918,0.00377,-29.89,0.3452,-0.0272,-12.27,0.4037,-0.0315
"1547",591.0552,-55.75,0.3917,0.0032,-29.92,0.3452,-0.0271,-12.26,0.4037,-0.0315
"1548",591.0958,-55.79,0.3917,0.00221,-29.95,0.3451,-0.0269,-12.26,0.4037,-0.0315
"1549",591.1485,-55.82,0.3917,0.000997,-30,0.3451,-0.0267,-12.25,0.4037,-0.0315
"1550",591.217,-55.86,0.3917,-0.000305,-30.05,0.345,-0.0265,-12.25,0.4037,-0.0315
"1551",591.304,-55.91,0.3916,-0.00152,-30.13,0.3449,-0.0261,-12.24,0.4037,-0.0316
"1552",591.42,-55.98,0.3916,-0.00263,-30.23,0.3448,-0.0258,-12.23,0.4037,-0.0316
"1553",591.565,-56.07,0.3915,-0.00355,-30.35,0.3446,-0.0254,-12.21,0.4037,-0.0317
"1554",591.7825,-56.21,0.3914,-0.00437,-30.53,0.3444,-0.0248,-12.2,0.4037,-0.0317
"1555",592,-56.35,0.3913,-0.00488,-30.7,0.3442,-0.0244,-12.18,0.4037,-0.0317
"1556",592.024,-56.37,0.3913,-0.00522,-30.72,0.3442,-0.0243,-12.18,0.4037,-0.0317
"1557",592.0552,-56.38,0.3913,-0.00586,-30.74,0.3441,-0.0243,-12.18,0.4037,-0.0317
"1558",592.0958,-56.38,0.3913,-0.00692,-30.77,0.3441,-0.0242,-12.17,0.4037,-0.0317
"1559",592.1485,-56.38,0.3913,-0.00822,-30.82,0.344,-0.0241,-12.17,0.4037,-0.0317
"1560",592.217,-56.37,0.3913,-0.00963,-30.87,0.344,-0.024,-12.16,0.4038,-0.0316
"1561",592.304,-56.35,0.3913,-0.011,-30.93,0.3439,-0.0238,-12.15,0.4038,-0.0316
"1562",592.42,-56.33,0.3913,-0.0123,-31.01,0.3438,-0.0237,-12.14,0.4038,-0.0315
"1563",592.565,-56.32,0.3913,-0.0134,-31.11,0.3437,-0.0235,-12.13,0.4038,-0.0315
"1564",592.7825,-56.32,0.3913,-0.0145,-31.25,0.3435,-0.0234,-12.11,0.4038,-0.0314
"1565",593,-56.33,0.3913,-0.0153,-31.37,0.3433,-0.0233,-12.1,0.4038,-0.0313
"1566",593.25,-56.63,0.3911,-0.0095,-31.5,0.3432,-0.0232,-12.1,0.4038,-0.0315
"1567",593.625,-57.07,0.3908,-0.00588,-31.7,0.3429,-0.0229,-12.11,0.4038,-0.0315
"1568",594,-57.53,0.3905,-0.00322,-31.9,0.3427,-0.0224,-12.13,0.4038,-0.0315
"1569",594.5,-57.95,0.3901,-0.00369,-32.18,0.3423,-0.0217,-12.13,0.4038,-0.031
"1570",595,-58.37,0.3898,-0.00346,-32.47,0.342,-0.0211,-12.15,0.4038,-0.0306
"1571",595.5,-58.69,0.3896,-0.00438,-32.76,0.3416,-0.0204,-12.2,0.4037,-0.0307
"1572",596,-59.02,0.3894,-0.00454,-33.05,0.3412,-0.0199,-12.25,0.4037,-0.0305
"1573",597,-59.63,0.3889,-0.00458,-33.59,0.3406,-0.019,-12.34,0.4036,-0.0296
"1574",598,-60.23,0.3885,-0.00444,-34.11,0.3399,-0.0181,-12.51,0.4034,-0.0294
"1575",599,-60.8,0.3881,-0.00428,-34.61,0.3393,-0.0174,-12.73,0.4033,-0.0293
"1576",600,-61.34,0.3876,-0.00411,-35.09,0.3387,-0.0168,-12.93,0.4031,-0.0286
"1577",601,-61.87,0.3873,-0.00396,-35.56,0.3381,-0.0162,-13.14,0.4029,-0.028
"1578",602,-62.38,0.3869,-0.00381,-36.02,0.3375,-0.0156,-13.32,0.4027,-0.0272
"1579",603,-62.87,0.3865,-0.00368,-36.46,0.337,-0.0151,-13.47,0.4026,-0.0262
"1580",604,-63.35,0.3862,-0.00357,-36.89,0.3364,-0.0146,-13.61,0.4025,-0.0254
"1581",605,-63.81,0.3858,-0.00347,-37.31,0.3359,-0.0141,-13.76,0.4023,-0.0247
"1582",606,-64.26,0.3855,-0.00337,-37.71,0.3354,-0.0137,-13.94,0.4022,-0.0243
"1583",607,-64.7,0.3851,-0.00328,-38.11,0.3349,-0.0134,-14.05,0.4021,-0.0232
"1584",608,-65.29,0.3847,-0.00147,-38.51,0.3345,-0.0129,-14.25,0.4019,-0.0231
"1585",609,-66.15,0.3841,0.00238,-38.96,0.334,-0.0123,-14.43,0.4017,-0.0227
"1586",610,-67.2,0.3833,0.00658,-39.47,0.3334,-0.0115,-14.68,0.4015,-0.0227
"1587",611,-68.38,0.3824,0.0105,-40.05,0.3328,-0.0104,-14.9,0.4013,-0.0223
"1588",612,-69.62,0.3815,0.0137,-40.69,0.3321,-0.00932,-15.07,0.4011,-0.0213
"1589",613,-70.86,0.3805,0.0159,-41.38,0.3313,-0.00818,-15.27,0.401,-0.0209
"1590",614,-72.02,0.3797,0.0169,-42.11,0.3305,-0.00711,-15.44,0.4008,-0.0201
"1591",615,-73.03,0.3789,0.0166,-42.84,0.3296,-0.00616,-15.61,0.4007,-0.0194
"1592",616,-73.86,0.3783,0.0151,-43.55,0.3288,-0.00539,-15.75,0.4005,-0.0186
"1593",617,-74.45,0.3778,0.0125,-44.23,0.3281,-0.00483,-15.92,0.4004,-0.018
"1594",618,-74.79,0.3776,0.00888,-44.84,0.3274,-0.00448,-16.07,0.4002,-0.0173
"1595",619,-74.86,0.3775,0.00454,-45.37,0.3268,-0.00439,-16.28,0.4001,-0.017
"1596",620,-74.86,0.3776,0.00136,-45.82,0.3263,-0.00449,-16.46,0.3999,-0.0164
"1597",621,-74.91,0.3775,3.3e-05,-46.2,0.3258,-0.00466,-16.58,0.3998,-0.0153
"1598",622,-75.01,0.3775,-0.000614,-46.52,0.3255,-0.00484,-16.71,0.3997,-0.0147
"1599",623,-75.13,0.3774,-0.000896,-46.8,0.3252,-0.00502,-16.9,0.3995,-0.0145
"1600",624,-75.28,0.3772,-0.00105,-47.06,0.3249,-0.00517,-17.1,0.3993,-0.0143
"1601",625,-75.43,0.3771,-0.00114,-47.29,0.3246,-0.00528,-17.28,0.3991,-0.0139
"1602",626,-75.6,0.377,-0.0012,-47.51,0.3244,-0.00536,-17.49,0.3989,-0.0138
"1603",627,-75.77,0.3769,-0.00124,-47.73,0.3242,-0.00542,-17.64,0.3988,-0.0132
"1604",628,-75.94,0.3768,-0.00127,-47.94,0.324,-0.00547,-17.81,0.3987,-0.0129
"1605",629,-76.11,0.3766,-0.00129,-48.14,0.3238,-0.00549,-17.94,0.3985,-0.0124
"1606",630,-76.29,0.3765,-0.0013,-48.34,0.3236,-0.0055,-18.08,0.3984,-0.0122
"1607",631,-76.46,0.3764,-0.00131,-48.53,0.3234,-0.0055,-18.21,0.3983,-0.0119
"1608",632,-76.86,0.3761,0.000763,-48.73,0.3232,-0.00542,-18.32,0.3982,-0.0115
"1609",633,-77.63,0.3755,0.00534,-48.99,0.3229,-0.00518,-18.47,0.3981,-0.0115
"1610",634,-78.69,0.3747,0.0105,-49.32,0.3226,-0.00471,-18.6,0.3979,-0.0113
"1611",635,-79.95,0.3738,0.0153,-49.74,0.3222,-0.00405,-18.72,0.3978,-0.011
"1612",636,-81.31,0.3728,0.0193,-50.24,0.3217,-0.00324,-18.85,0.3977,-0.0108
"1613",637,-82.69,0.3717,0.022,-50.83,0.3211,-0.00238,-18.97,0.3976,-0.0105
"1614",638,-83.98,0.3708,0.0233,-51.47,0.3205,-0.00153,-19.03,0.3975,-0.00992
"1615",639,-85.1,0.3699,0.023,-52.14,0.3198,-0.000757,-19.11,0.3975,-0.00955
"1616",640,-85.97,0.3693,0.0212,-52.82,0.3192,-0.000107,-19.17,0.3974,-0.00901
"1617",641,-86.53,0.3689,0.018,-53.46,0.3185,0.000368,-19.26,0.3973,-0.00876
"1618",642,-86.75,0.3687,0.0135,-54.04,0.318,0.00065,-19.36,0.3972,-0.00859
"1619",643,-86.61,0.3688,0.00805,-54.55,0.3175,0.00072,-19.47,0.3972,-0.00824
"1620",644,-86.36,0.369,0.00392,-54.96,0.3171,0.000617,-19.55,0.3971,-0.00776
"1621",645,-86.19,0.3691,0.00202,-55.28,0.3167,0.000412,-19.65,0.397,-0.00741
"1622",646,-86.08,0.3692,0.00103,-55.54,0.3165,0.000161,-19.78,0.3969,-0.00736
"1623",647,-86.02,0.3693,0.000565,-55.75,0.3163,-9.13e-05,-19.92,0.3967,-0.0072
"1624",648,-85.98,0.3693,0.000293,-55.92,0.3161,-0.000326,-20.11,0.3966,-0.00738
"1625",649,-85.97,0.3693,0.000129,-56.07,0.316,-0.000535,-20.25,0.3964,-0.00704
"1626",650,-85.97,0.3693,1.63e-05,-56.2,0.3159,-0.000717,-20.37,0.3963,-0.00669
"1627",651,-85.98,0.3693,-6.46e-05,-56.31,0.3157,-0.000876,-20.46,0.3962,-0.00619
"1628",652,-86,0.3693,-0.000127,-56.42,0.3156,-0.00101,-20.56,0.3962,-0.00599
"1629",653,-86.03,0.3693,-0.000176,-56.52,0.3155,-0.00113,-20.65,0.3961,-0.00576
"1630",654,-86.06,0.3692,-0.000216,-56.61,0.3154,-0.00124,-20.71,0.396,-0.00534
"1631",655,-86.09,0.3692,-0.00025,-56.7,0.3154,-0.00133,-20.8,0.3959,-0.00525
"1632",656,-86.43,0.369,0.00226,-56.81,0.3153,-0.00134,-20.93,0.3958,-0.00547
"1633",657,-87.27,0.3684,0.00792,-56.96,0.3151,-0.0012,-21.03,0.3957,-0.00531
"1634",658,-88.51,0.3674,0.0144,-57.19,0.3149,-0.000861,-21.18,0.3956,-0.00555
"1635",659,-90.05,0.3663,0.0206,-57.53,0.3146,-0.000316,-21.26,0.3955,-0.00521
"1636",660,-91.76,0.365,0.0257,-57.98,0.3141,0.000396,-21.35,0.3954,-0.00501
"1637",661,-93.5,0.3637,0.0293,-58.54,0.3136,0.00123,-21.44,0.3954,-0.00494
"1638",662,-95.14,0.3625,0.031,-59.18,0.3129,0.00205,-21.51,0.3953,-0.0047
"1639",663,-96.56,0.3615,0.0308,-59.87,0.3123,0.00281,-21.6,0.3952,-0.00456
"1640",664,-97.64,0.3607,0.0286,-60.61,0.3116,0.00347,-21.67,0.3951,-0.00434
"1641",665,-98.3,0.3602,0.0246,-61.31,0.311,0.00397,-21.76,0.3951,-0.0042
"1642",666,-98.48,0.3601,0.019,-61.97,0.3105,0.00428,-21.89,0.395,-0.00425
"1643",667,-98.15,0.3603,0.0121,-62.53,0.31,0.00439,-21.99,0.3949,-0.00401
"1644",668,-97.65,0.3607,0.00671,-63,0.3096,0.0043,-22.1,0.3948,-0.00379
"1645",669,-97.26,0.361,0.00402,-63.37,0.3093,0.00408,-22.24,0.3946,-0.00379
"1646",670,-96.95,0.3612,0.00257,-63.65,0.3091,0.00382,-22.38,0.3945,-0.00363
"1647",671,-96.72,0.3614,0.00184,-63.86,0.3089,0.00353,-22.57,0.3943,-0.00383
"1648",672,-96.54,0.3615,0.00141,-64.02,0.3088,0.00325,-22.81,0.3941,-0.00416
"1649",673,-96.39,0.3616,0.00115,-64.14,0.3087,0.00298,-23.03,0.3939,-0.00417
"1650",674,-96.26,0.3617,0.000974,-64.23,0.3086,0.00273,-23.24,0.3937,-0.00412
"1651",675,-96.14,0.3618,0.000849,-64.31,0.3085,0.00251,-23.46,0.3935,-0.00411
"1652",676,-96.04,0.3618,0.000753,-64.37,0.3085,0.0023,-23.68,0.3933,-0.00414
"1653",677,-95.95,0.3619,0.000676,-64.43,0.3084,0.0021,-23.87,0.3932,-0.00392
"1654",678,-95.86,0.362,0.000611,-64.48,0.3084,0.00193,-24.04,0.393,-0.00369
"1655",679,-95.79,0.362,0.000555,-64.52,0.3084,0.00176,-24.19,0.3929,-0.00352
"1656",680,-96.09,0.3618,0.0034,-64.58,0.3083,0.00166,-24.35,0.3927,-0.0034
"1657",681,-97.04,0.3612,0.0099,-64.69,0.3082,0.00168,-24.5,0.3926,-0.00331
"1658",682,-98.5,0.3601,0.0174,-64.89,0.3081,0.00189,-24.68,0.3924,-0.00345
"1659",683,-100.35,0.3588,0.0246,-65.2,0.3078,0.00228,-24.85,0.3923,-0.00343
"1660",684,-102.41,0.3573,0.0306,-65.64,0.3074,0.00283,-25.03,0.3921,-0.00345
"1661",685,-104.52,0.3558,0.0348,-66.19,0.307,0.00348,-25.18,0.392,-0.00332
"1662",686,-106.51,0.3544,0.0369,-66.83,0.3064,0.00416,-25.32,0.3919,-0.00317
"1663",687,-108.25,0.3531,0.0369,-67.55,0.3058,0.00481,-25.47,0.3917,-0.0031
"1664",688,-109.57,0.3522,0.0346,-68.3,0.3052,0.00541,-25.6,0.3916,-0.00293
"1665",689,-110.37,0.3516,0.0302,-69.06,0.3046,0.00588,-25.75,0.3915,-0.00284
"1666",690,-110.55,0.3515,0.0238,-69.78,0.304,0.00619,-25.91,0.3913,-0.00285
"1667",691,-110.09,0.3518,0.0159,-70.42,0.3034,0.00633,-26.07,0.3912,-0.00274
"1668",692,-109.4,0.3523,0.00948,-70.97,0.303,0.0063,-26.26,0.391,-0.00277
"1669",693,-108.82,0.3528,0.00604,-71.41,0.3026,0.00615,-26.41,0.3909,-0.00251
"1670",694,-108.34,0.3531,0.00407,-71.77,0.3023,0.00594,-26.58,0.3907,-0.00242
"1671",695,-107.97,0.3534,0.00302,-72.05,0.3021,0.00567,-26.75,0.3906,-0.0023
"1672",696,-107.66,0.3536,0.00238,-72.26,0.3019,0.00539,-26.93,0.3904,-0.00223
"1673",697,-107.4,0.3538,0.00199,-72.42,0.3018,0.00511,-27.11,0.3903,-0.00216
"1674",698,-107.17,0.3539,0.00172,-72.54,0.3017,0.00484,-27.29,0.3901,-0.00205
"1675",699,-106.96,0.3541,0.00154,-72.63,0.3016,0.00459,-27.47,0.39,-0.00192
"1676",700,-106.77,0.3542,0.0014,-72.7,0.3015,0.00436,-27.63,0.3898,-0.00177
"1677",701,-106.6,0.3543,0.00129,-72.76,0.3015,0.00415,-27.79,0.3897,-0.00161
"1678",702,-106.43,0.3545,0.0012,-72.8,0.3015,0.00395,-27.94,0.3895,-0.00148
"1679",703,-106.28,0.3546,0.00113,-72.83,0.3014,0.00376,-28.09,0.3894,-0.00133
"1680",704,-106.51,0.3544,0.0037,-72.87,0.3014,0.00362,-28.23,0.3893,-0.00124
"1681",705,-107.39,0.3538,0.00967,-72.95,0.3013,0.00357,-28.38,0.3891,-0.0012
"1682",706,-108.82,0.3528,0.0167,-73.09,0.3012,0.00366,-28.54,0.389,-0.00118
"1683",707,-110.67,0.3515,0.0237,-73.32,0.301,0.00389,-28.71,0.3888,-0.00131
"1684",708,-112.77,0.35,0.0297,-73.67,0.3007,0.00426,-28.87,0.3887,-0.00125
"1685",709,-114.94,0.3484,0.034,-74.13,0.3003,0.00473,-29.01,0.3886,-0.00109
"1686",710,-117.01,0.3469,0.0363,-74.69,0.2999,0.00524,-29.13,0.3885,-0.000956
"1687",711,-118.82,0.3456,0.0366,-75.33,0.2993,0.00576,-29.24,0.3884,-0.00077
"1688",712,-120.19,0.3446,0.0345,-76.04,0.2988,0.00623,-29.35,0.3883,-0.000672
"1689",713,-121.01,0.3441,0.0304,-76.77,0.2983,0.00663,-29.44,0.3882,-0.000449
"1690",714,-121.17,0.344,0.0244,-77.47,0.2978,0.00692,-29.53,0.3881,-0.000255
"1691",715,-120.63,0.3443,0.0167,-78.1,0.2974,0.00707,-29.63,0.388,-0.000143
"1692",716,-119.83,0.3449,0.0103,-78.65,0.297,0.00709,-29.74,0.3879,-7.86e-05
"1693",717,-119.14,0.3454,0.00673,-79.11,0.2967,0.00699,-29.87,0.3878,-0.000128
"1694",718,-118.57,0.3458,0.00463,-79.47,0.2964,0.00683,-30,0.3877,-3.54e-05
"1695",719,-118.11,0.3462,0.00349,-79.75,0.2962,0.00662,-30.14,0.3876,-1.6e-05
"1696",720,-117.73,0.3464,0.00279,-79.97,0.2961,0.00639,-30.28,0.3875,5.48e-05
"1697",721,-117.41,0.3466,0.00235,-80.14,0.296,0.00615,-30.42,0.3873,0.000111
"1698",722,-117.12,0.3469,0.00205,-80.26,0.2959,0.00592,-30.58,0.3872,9.8e-05
"1699",723,-116.86,0.347,0.00184,-80.34,0.2958,0.00571,-30.73,0.3871,0.000157
"1700",724,-116.61,0.3472,0.00169,-80.4,0.2958,0.00551,-30.87,0.3869,0.000235
"1701",725,-116.38,0.3474,0.00158,-80.44,0.2958,0.00532,-31.01,0.3868,0.000331
"1702",726,-116.17,0.3475,0.0015,-80.47,0.2957,0.00514,-31.13,0.3867,0.000519
"1703",727,-115.96,0.3477,0.00143,-80.48,0.2957,0.00497,-31.24,0.3866,0.000665
"1704",728,-116.22,0.3475,0.00432,-80.5,0.2957,0.00484,-31.36,0.3865,0.000759
"1705",729,-117.31,0.3468,0.0112,-80.55,0.2957,0.00478,-31.47,0.3864,0.000816
"1706",730,-119.07,0.3455,0.0193,-80.67,0.2956,0.00484,-31.59,0.3863,0.000873
"1707",731,-121.39,0.3439,0.0274,-80.89,0.2955,0.00503,-31.72,0.3862,0.00084
"1708",732,-124.03,0.3422,0.0342,-81.22,0.2952,0.00535,-31.85,0.3861,0.000846
"1709",733,-126.76,0.3404,0.0391,-81.68,0.2949,0.00576,-31.97,0.386,0.000855
"1710",734,-129.35,0.3387,0.0418,-82.25,0.2945,0.00622,-32.08,0.3859,0.000961
"1711",735,-131.62,0.3372,0.0422,-82.9,0.2941,0.0067,-32.19,0.3858,0.00103
"1712",736,-133.36,0.336,0.0401,-83.62,0.2936,0.00716,-32.29,0.3857,0.00112
"1713",737,-134.42,0.3353,0.0358,-84.37,0.293,0.00757,-32.39,0.3856,0.00122
"1714",738,-134.68,0.3351,0.0293,-85.11,0.2925,0.00788,-32.48,0.3856,0.00134
"1715",739,-134.08,0.3355,0.021,-85.81,0.292,0.00807,-32.57,0.3855,0.00144
"1716",740,-133.08,0.3362,0.0137,-86.44,0.2916,0.00814,-32.65,0.3854,0.00156
"1717",741,-132.16,0.3368,0.00928,-86.98,0.2912,0.00812,-32.75,0.3853,0.00165
"1718",742,-131.38,0.3373,0.00653,-87.43,0.2909,0.00802,-32.84,0.3853,0.00173
"1719",743,-130.75,0.3378,0.00493,-87.79,0.2907,0.00787,-32.96,0.3852,0.00171
"1720",744,-130.22,0.3381,0.00391,-88.07,0.2905,0.00769,-33.09,0.385,0.00168
