"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"1032",410.217,-42.64,0.4011,-0.0223,-19,0.3604,-0.0527,-0.31,0.4129,-0.0457
"1033",410.304,-42.79,0.401,-0.0217,-19.08,0.3603,-0.0521,-0.24,0.4129,-0.0462
"1034",410.42,-42.98,0.4009,-0.0211,-19.19,0.3601,-0.0513,-0.14,0.413,-0.0469
"1035",410.565,-43.21,0.4007,-0.0206,-19.33,0.3599,-0.0503,-0.02,0.413,-0.0477
"1036",410.7825,-43.54,0.4005,-0.0199,-19.53,0.3597,-0.0489,0.14,0.413,-0.0487
"1037",411,-43.85,0.4003,-0.0194,-19.73,0.3594,-0.0476,0.24,0.413,-0.0495
"1038",411.25,-44.31,0.3999,-0.0159,-19.96,0.359,-0.046,0.3,0.413,-0.0507
"1039",411.625,-44.94,0.3995,-0.0135,-20.31,0.3585,-0.0438,0.38,0.413,-0.0513
"1040",412,-45.55,0.3991,-0.0118,-20.66,0.358,-0.0417,0.42,0.413,-0.0516
"1041",412.5,-46.26,0.3986,-0.0107,-21.13,0.3573,-0.0392,0.43,0.413,-0.0515
"1042",413,-46.93,0.3981,-0.00979,-21.6,0.3567,-0.037,0.39,0.413,-0.0512
"1043",413.5,-47.55,0.3977,-0.0091,-22.06,0.356,-0.035,0.29,0.413,-0.0513
"1044",414,-48.13,0.3973,-0.00856,-22.5,0.3554,-0.0332,0.18,0.413,-0.0505
"1045",414.024,-48.16,0.3973,-0.00901,-22.53,0.3553,-0.0331,0.2,0.413,-0.0485
"1046",414.0552,-48.18,0.3972,-0.00998,-22.55,0.3553,-0.033,0.21,0.413,-0.0485
"1047",414.0958,-48.19,0.3972,-0.0115,-22.59,0.3552,-0.0329,0.21,0.413,-0.0485
"1048",414.1485,-48.19,0.3972,-0.0132,-22.64,0.3552,-0.0327,0.21,0.413,-0.0485
"1049",414.217,-48.18,0.3972,-0.015,-22.7,0.3551,-0.0325,0.21,0.413,-0.0485
"1050",414.304,-48.18,0.3972,-0.0166,-22.77,0.355,-0.0323,0.2,0.413,-0.0484
"1051",414.42,-48.17,0.3973,-0.018,-22.87,0.3548,-0.032,0.18,0.413,-0.0483
"1052",414.565,-48.18,0.3972,-0.0192,-22.98,0.3547,-0.0318,0.16,0.413,-0.0482
"1053",414.7825,-48.21,0.3972,-0.0203,-23.14,0.3544,-0.0315,0.12,0.413,-0.0479
"1054",415,-48.25,0.3972,-0.021,-23.28,0.3542,-0.0314,0.07,0.413,-0.0476
"1055",415.25,-48.62,0.3969,-0.014,-23.44,0.354,-0.0312,0.02,0.413,-0.047
"1056",415.625,-49.13,0.3966,-0.00994,-23.68,0.3537,-0.0305,-0.09,0.413,-0.046
"1057",416,-49.65,0.3962,-0.00707,-23.94,0.3533,-0.0297,-0.18,0.413,-0.0453
"1058",416.5,-50.43,0.3956,-0.00268,-24.31,0.3528,-0.0283,-0.3,0.4129,-0.0443
"1059",417,-51.13,0.3951,-0.000783,-24.71,0.3523,-0.0269,-0.43,0.4129,-0.0434
"1060",417.5,-51.95,0.3945,0.00316,-25.13,0.3517,-0.0253,-0.81,0.4127,-0.0461
"1061",418,-52.68,0.394,0.00473,-25.58,0.3511,-0.0239,-1.03,0.4125,-0.0446
"1062",419,-54.26,0.3928,0.00914,-26.54,0.3498,-0.0209,-1.46,0.4123,-0.0424
"1063",420,-55.81,0.3917,0.0126,-27.52,0.3484,-0.0182,-1.69,0.4122,-0.0387
"1064",421,-57.32,0.3906,0.0151,-28.52,0.3471,-0.0156,-2.21,0.4119,-0.0386
"1065",422,-58.71,0.3896,0.0162,-29.52,0.3457,-0.0134,-2.43,0.4117,-0.0349
"1066",423,-59.95,0.3887,0.0159,-30.49,0.3444,-0.0116,-2.61,0.4116,-0.0316
"1067",424,-60.96,0.3879,0.0144,-31.41,0.3433,-0.0103,-2.85,0.4114,-0.0298
"1068",425,-61.74,0.3873,0.0116,-32.26,0.3422,-0.00934,-3.13,0.4112,-0.0285
"1069",426,-62.24,0.387,0.00778,-33,0.3413,-0.00881,-3.47,0.411,-0.0275
"1070",427,-62.47,0.3868,0.00319,-33.64,0.3405,-0.00865,-3.67,0.4108,-0.025
"1071",427.024,-62.46,0.3868,-5.49e-05,-33.67,0.3405,-0.00862,-3.69,0.4108,-0.0256
"1072",427.0552,-62.31,0.3869,-0.00816,-33.68,0.3404,-0.00862,-3.7,0.4108,-0.0256
"1073",427.0958,-61.96,0.3872,-0.0226,-33.71,0.3404,-0.00861,-3.72,0.4108,-0.0255
"1074",427.1485,-61.33,0.3876,-0.0415,-33.74,0.3404,-0.00861,-3.73,0.4108,-0.0254
"1075",427.217,-60.38,0.3884,-0.0631,-33.78,0.3403,-0.00863,-3.75,0.4108,-0.0252
"1076",427.304,-59.12,0.3893,-0.0848,-33.83,0.3403,-0.00872,-3.78,0.4108,-0.025
"1077",427.42,-57.45,0.3905,-0.107,-33.88,0.3402,-0.00902,-3.81,0.4107,-0.0248
"1078",427.565,-55.52,0.3919,-0.127,-33.91,0.3402,-0.00977,-3.84,0.4107,-0.0245
"1079",427.7825,-52.98,0.3938,-0.146,-33.83,0.3402,-0.0118,-3.9,0.4107,-0.0242
"1080",428,-50.71,0.3954,-0.159,-33.63,0.3405,-0.0147,-3.95,0.4106,-0.0238
"1081",428.25,-51.63,0.395,-0.0903,-33.27,0.3409,-0.0182,-4.03,0.4106,-0.0241
"1082",428.625,-52.59,0.394,-0.0535,-32.68,0.3417,-0.0221,-4.14,0.4105,-0.0236
"1083",429,-53.83,0.3932,-0.0286,-32.17,0.3423,-0.0244,-4.22,0.4104,-0.0231
"1084",429.5,-54.78,0.3924,-0.0184,-31.72,0.3429,-0.0249,-4.29,0.4104,-0.0221
"1085",430,-55.57,0.3919,-0.0121,-31.48,0.3432,-0.0244,-4.36,0.4103,-0.0217
"1086",430.5,-56.15,0.3914,-0.0094,-31.39,0.3433,-0.0233,-4.38,0.4103,-0.0211
"1087",431,-56.65,0.3911,-0.00765,-31.41,0.3433,-0.0222,-4.4,0.4103,-0.0209
"1088",432,-57.43,0.3905,-0.00613,-31.64,0.343,-0.0202,-4.49,0.4102,-0.0215
"1089",433,-58.12,0.39,-0.00516,-31.94,0.3426,-0.0185,-4.59,0.4101,-0.0219
"1090",434,-58.73,0.3896,-0.00462,-32.29,0.3422,-0.0172,-4.66,0.4101,-0.0217
"1091",435,-59.3,0.3892,-0.00421,-32.66,0.3417,-0.0161,-4.71,0.41,-0.0213
"1092",436,-59.81,0.3888,-0.0039,-33.02,0.3413,-0.0152,-4.77,0.41,-0.021
"1093",437,-60.3,0.3884,-0.00367,-33.39,0.3408,-0.0144,-4.81,0.41,-0.0203
"1094",438,-60.76,0.3881,-0.00347,-33.74,0.3404,-0.0138,-4.75,0.41,-0.0189
"1095",439,-61.2,0.3878,-0.00329,-34.09,0.3399,-0.0131,-4.7,0.4101,-0.0179
"1096",440,-61.74,0.3874,-0.00185,-34.44,0.3395,-0.0125,-4.99,0.4099,-0.0203
"1097",441,-62.45,0.3868,0.00108,-34.81,0.339,-0.0117,-5.19,0.4097,-0.0203
"1098",442,-63.29,0.3862,0.00424,-35.24,0.3385,-0.0108,-5.49,0.4094,-0.0209
"1099",443,-64.22,0.3855,0.00717,-35.71,0.3379,-0.00981,-5.65,0.4093,-0.0197
"1100",444,-65.18,0.3848,0.00955,-36.23,0.3372,-0.00874,-5.83,0.4092,-0.0192
"1101",445,-66.13,0.3841,0.0111,-36.79,0.3365,-0.00765,-5.95,0.4091,-0.0181
"1102",446,-67.02,0.3834,0.0119,-37.36,0.3358,-0.00666,-6.04,0.409,-0.017
"1103",447,-67.8,0.3828,0.0117,-37.94,0.3351,-0.0058,-6.16,0.4089,-0.0163
"1104",448,-67.75,0.3828,0.00366,-38.44,0.3346,-0.00549,-6.2,0.4089,-0.015
"1105",449,-68.43,0.3824,0.00679,-38.91,0.334,-0.0051,-6.38,0.4087,-0.0152
"1106",450,-68.68,0.3821,0.00468,-39.32,0.3336,-0.00493,-6.54,0.4086,-0.0148
"1107",451,-68.87,0.382,0.00239,-39.7,0.3332,-0.00485,-6.65,0.4085,-0.0138
"1108",452,-68.93,0.382,0.000221,-40.01,0.3328,-0.00489,-6.72,0.4084,-0.0127
"1109",453,-69.05,0.3819,-0.000548,-40.28,0.3325,-0.00497,-6.84,0.4083,-0.0125
"1110",454,-69.17,0.3818,-0.000935,-40.52,0.3322,-0.00506,-6.99,0.4082,-0.0123
"1111",455,-69.32,0.3817,-0.00108,-40.73,0.332,-0.00513,-7.17,0.4081,-0.0124
"1112",456,-69.48,0.3816,-0.00115,-40.93,0.3318,-0.00519,-7.42,0.4079,-0.0129
"1113",457,-69.64,0.3815,-0.00119,-41.12,0.3316,-0.00522,-7.52,0.4078,-0.0118
"1114",458,-69.8,0.3813,-0.00121,-41.31,0.3313,-0.00524,-7.66,0.4077,-0.0114
"1115",459,-69.96,0.3812,-0.00122,-41.49,0.3311,-0.00523,-7.81,0.4075,-0.0113
"1116",460,-70.13,0.3811,-0.00123,-41.66,0.331,-0.00522,-7.9,0.4075,-0.0107
"1117",461,-70.29,0.381,-0.00123,-41.83,0.3308,-0.00518,-7.93,0.4074,-0.00972
"1118",462,-70.46,0.3808,-0.00122,-41.99,0.3306,-0.00514,-7.97,0.4074,-0.00925
"1119",463,-70.62,0.3807,-0.00121,-42.15,0.3304,-0.00509,-8.01,0.4074,-0.00892
"1120",464,-70.92,0.3805,0.000138,-42.32,0.3302,-0.00497,-8.09,0.4073,-0.00898
"1121",465,-71.44,0.3801,0.0031,-42.51,0.33,-0.0047,-8.2,0.4072,-0.00924
"1122",466,-72.13,0.3796,0.0064,-42.76,0.3297,-0.00428,-8.38,0.4071,-0.00975
"1123",467,-72.93,0.379,0.00951,-43.06,0.3294,-0.00371,-8.49,0.407,-0.00944
"1124",468,-73.79,0.3784,0.012,-43.41,0.329,-0.00305,-8.54,0.4069,-0.00862
"1125",469,-74.65,0.3777,0.0138,-43.82,0.3285,-0.00234,-8.58,0.4069,-0.00802
"1126",470,-75.46,0.3771,0.0145,-44.25,0.328,-0.00163,-8.53,0.4069,-0.00685
"1127",471,-76.16,0.3766,0.0143,-44.7,0.3275,-0.000998,-8.63,0.4069,-0.0073
"1128",472,-76.7,0.3762,0.0131,-45.14,0.327,-0.000477,-8.64,0.4068,-0.00659
"1129",473,-77.06,0.3759,0.011,-45.56,0.3266,-9.33e-05,-8.72,0.4068,-0.00655
"1130",474,-77.21,0.3758,0.00811,-45.94,0.3261,0.000138,-8.83,0.4067,-0.00674
"1131",475,-77.14,0.3758,0.00462,-46.25,0.3258,0.00016,-8.98,0.4065,-0.0069
"1132",476,-77.02,0.3759,0.00204,-46.5,0.3255,3.96e-05,-9.01,0.4065,-0.00576
"1133",477,-76.94,0.376,0.000939,-46.69,0.3253,-0.00015,-9.09,0.4065,-0.00549
"1134",478,-76.9,0.376,0.000392,-46.84,0.3251,-0.000359,-9.22,0.4063,-0.00584
"1135",479,-76.89,0.3761,0.000145,-46.97,0.325,-0.000558,-9.41,0.4062,-0.00627
"1136",480,-76.89,0.3761,3.98e-07,-47.07,0.3249,-0.00074,-9.7,0.4059,-0.00737
"1137",481,-76.9,0.376,-8.83e-05,-47.17,0.3248,-9e-04,-9.78,0.4058,-0.00609
"1138",482,-76.92,0.376,-0.000152,-47.26,0.3247,-0.00104,-9.85,0.4058,-0.00534
"1139",483,-76.95,0.376,-2e-04,-47.34,0.3246,-0.00116,-9.9,0.4057,-0.00493
"1140",484,-76.99,0.376,-0.000237,-47.42,0.3245,-0.00126,-9.9,0.4057,-0.00415
"1141",485,-77.02,0.376,-0.000268,-47.49,0.3244,-0.00134,-10,0.4057,-0.0046
"1142",486,-77.06,0.3759,-0.000294,-47.56,0.3243,-0.0014,-10.07,0.4056,-0.00444
"1143",487,-77.11,0.3759,-0.000315,-47.63,0.3243,-0.00146,-10.13,0.4055,-0.00427
"1144",487.024,-77.1,0.3759,-0.00102,-47.63,0.3243,-0.00146,-10.13,0.4055,-0.00432
"1145",487.0552,-77.05,0.3759,-0.00303,-47.64,0.3243,-0.00146,-10.14,0.4055,-0.00441
"1146",487.0958,-76.95,0.376,-0.00699,-47.64,0.3242,-0.00146,-10.14,0.4055,-0.00456
"1147",487.1485,-76.73,0.3762,-0.0128,-47.64,0.3242,-0.00147,-10.15,0.4055,-0.00472
"1148",487.217,-76.39,0.3764,-0.0199,-47.65,0.3242,-0.00147,-10.17,0.4055,-0.00487
"1149",487.304,-75.9,0.3768,-0.0276,-47.65,0.3242,-0.00148,-10.18,0.4055,-0.00498
"1150",487.42,-75.23,0.3773,-0.0355,-47.66,0.3242,-0.00151,-10.21,0.4055,-0.00506
"1151",487.565,-74.42,0.3779,-0.0429,-47.66,0.3242,-0.0016,-10.23,0.4055,-0.0051
"1152",487.7825,-73.3,0.3787,-0.0506,-47.64,0.3242,-0.00186,-10.26,0.4054,-0.00509
"1153",488,-72.25,0.3795,-0.0563,-47.6,0.3243,-0.00225,-10.29,0.4054,-0.00505
"1154",488.024,-72.14,0.3796,-0.0565,-47.59,0.3243,-0.00228,-10.29,0.4054,-0.00499
"1155",488.0552,-72.02,0.3797,-0.0557,-47.58,0.3243,-0.00234,-10.29,0.4054,-0.00485
"1156",488.0958,-71.91,0.3798,-0.0538,-47.57,0.3243,-0.00243,-10.29,0.4054,-0.00464
"1157",488.1485,-71.81,0.3798,-0.051,-47.56,0.3243,-0.00255,-10.29,0.4054,-0.0044
"1158",488.217,-71.73,0.3799,-0.0477,-47.53,0.3244,-0.00271,-10.28,0.4054,-0.00417
"1159",488.304,-71.65,0.38,-0.0445,-47.5,0.3244,-0.00294,-10.28,0.4054,-0.00397
"1160",488.42,-71.57,0.38,-0.0414,-47.45,0.3244,-0.00327,-10.27,0.4054,-0.0038
"1161",488.565,-71.47,0.3801,-0.0389,-47.37,0.3245,-0.00369,-10.26,0.4054,-0.00366
"1162",488.7825,-71.3,0.3802,-0.0366,-47.23,0.3247,-0.0043,-10.26,0.4054,-0.00354
"1163",489,-71.13,0.3803,-0.0351,-47.08,0.3249,-0.00488,-10.25,0.4054,-0.00346
"1164",489.25,-71.58,0.3801,-0.0206,-46.91,0.3251,-0.00546,-10.31,0.4054,-0.00452
"1165",489.625,-72.24,0.3795,-0.00953,-46.66,0.3253,-0.00601,-10.37,0.4053,-0.00494
"1166",490,-72.94,0.379,-0.00137,-46.45,0.3256,-0.00628,-10.44,0.4053,-0.00516
"1167",490.5,-73.78,0.3784,0.00516,-46.28,0.3258,-0.00617,-10.44,0.4053,-0.00436
"1168",491,-74.51,0.3778,0.00895,-46.18,0.3259,-0.00583,-10.45,0.4053,-0.00414
"1169",491.5,-75.24,0.3773,0.0124,-46.17,0.3259,-0.0053,-10.56,0.4052,-0.00536
"1170",492,-75.89,0.3768,0.0143,-46.22,0.3258,-0.00467,-10.64,0.4051,-0.00559
"1171",493,-77.13,0.3759,0.0171,-46.51,0.3255,-0.00337,-10.65,0.4051,-0.00475
"1172",493.024,-77.16,0.3758,0.0167,-46.49,0.3255,-0.00333,-10.66,0.4051,-0.00485
"1173",493.0552,-77.17,0.3758,0.0155,-46.51,0.3255,-0.0033,-10.66,0.4051,-0.00474
"1174",493.0958,-77.15,0.3759,0.013,-46.52,0.3255,-0.00324,-10.66,0.4051,-0.00465
"1175",493.1485,-77.07,0.3759,0.00936,-46.53,0.3255,-0.00317,-10.65,0.4051,-0.00452
"1176",493.217,-76.92,0.376,0.00479,-46.55,0.3254,-0.00309,-10.65,0.4051,-0.0044
"1177",493.304,-76.69,0.3762,-9.12e-05,-46.58,0.3254,-0.00298,-10.64,0.4051,-0.00428
"1178",493.42,-76.38,0.3764,-0.00513,-46.62,0.3254,-0.00285,-10.64,0.4051,-0.00419
"1179",493.565,-75.99,0.3767,-0.00979,-46.67,0.3253,-0.00272,-10.63,0.4051,-0.00412
"1180",493.7825,-75.47,0.3771,-0.0145,-46.73,0.3252,-0.00262,-10.62,0.4051,-0.00407
"1181",494,-74.98,0.3775,-0.018,-46.78,0.3252,-0.0026,-10.61,0.4051,-0.00404
"1182",494.25,-75.06,0.3775,-0.00997,-46.83,0.3251,-0.00267,-10.62,0.4051,-0.0043
"1183",494.625,-75.28,0.3773,-0.00393,-46.86,0.3251,-0.00283,-10.63,0.4051,-0.00441
"1184",495,-75.62,0.377,0.000866,-46.88,0.3251,-0.00294,-10.64,0.4051,-0.00447
"1185",495.5,-76.28,0.3765,0.00723,-46.92,0.325,-0.00293,-10.64,0.4051,-0.00431
"1186",496,-76.86,0.3761,0.0105,-46.99,0.325,-0.00276,-10.65,0.4051,-0.00425
"1187",496.5,-77.29,0.3757,0.0109,-47.08,0.3249,-0.00249,-10.65,0.4051,-0.0042
"1188",497,-77.67,0.3755,0.0113,-47.2,0.3247,-0.00217,-10.65,0.4051,-0.00417
"1189",498,-78.02,0.3752,0.00872,-47.46,0.3244,-0.00162,-10.73,0.405,-0.00473
"1190",499,-78.07,0.3751,0.005,-47.72,0.3242,-0.00128,-10.79,0.405,-0.00474
"1191",500,-77.99,0.3752,0.00198,-47.94,0.324,-0.00115,-10.82,0.4049,-0.00435
"1192",501,-77.95,0.3753,0.000761,-48.11,0.3238,-0.00114,-10.94,0.4048,-0.00498
"1193",502,-77.94,0.3753,0.000167,-48.24,0.3237,-0.00119,-11.01,0.4048,-0.00486
"1194",503,-77.96,0.3753,-6.99e-05,-48.35,0.3235,-0.00127,-11.16,0.4046,-0.0053
"1195",504,-77.98,0.3752,-0.000195,-48.45,0.3235,-0.00135,-11.25,0.4046,-0.0051
"1196",505,-78.02,0.3752,-0.00026,-48.53,0.3234,-0.00142,-11.36,0.4045,-0.00511
"1197",506,-78.06,0.3752,-0.000302,-48.61,0.3233,-0.00149,-11.55,0.4043,-0.00582
"1198",507,-78.11,0.3751,-0.00033,-48.68,0.3232,-0.00155,-11.65,0.4042,-0.00547
"1199",507.024,-78.11,0.3751,-0.000452,-48.69,0.3232,-0.00155,-11.66,0.4042,-0.00556
"1200",507.0552,-78.1,0.3751,-0.000793,-48.69,0.3232,-0.00155,-11.67,0.4042,-0.00545
"1201",507.0958,-78.08,0.3752,-0.00147,-48.69,0.3232,-0.00156,-11.67,0.4042,-0.00533
"1202",507.1485,-78.05,0.3752,-0.00246,-48.69,0.3232,-0.00156,-11.67,0.4042,-0.00515
"1203",507.217,-77.99,0.3752,-0.00368,-48.7,0.3232,-0.00156,-11.67,0.4042,-0.00496
"1204",507.304,-77.91,0.3753,-0.00499,-48.71,0.3232,-0.00157,-11.66,0.4042,-0.00478
"1205",507.42,-77.8,0.3754,-0.00635,-48.71,0.3232,-0.00158,-11.66,0.4042,-0.00462
"1206",507.565,-77.66,0.3755,-0.00761,-48.72,0.3232,-0.0016,-11.66,0.4042,-0.00448
"1207",507.7825,-77.47,0.3756,-0.00891,-48.73,0.3232,-0.00165,-11.66,0.4042,-0.00435
"1208",508,-77.29,0.3758,-0.00988,-48.74,0.3232,-0.00172,-11.66,0.4042,-0.00425
"1209",508.25,-77.3,0.3758,-0.007,-48.74,0.3232,-0.00182,-11.67,0.4042,-0.00442
"1210",508.625,-77.35,0.3757,-0.00474,-48.74,0.3232,-0.00197,-11.7,0.4042,-0.00446
"1211",509,-77.45,0.3756,-0.00295,-48.73,0.3232,-0.00209,-11.72,0.4042,-0.00444
"1212",509.024,-77.45,0.3756,-0.00285,-48.73,0.3232,-0.0021,-11.72,0.4041,-0.00445
"1213",509.0552,-77.46,0.3756,-0.00287,-48.73,0.3232,-0.00211,-11.72,0.4041,-0.00445
"1214",509.0958,-77.46,0.3756,-0.00298,-48.72,0.3232,-0.00213,-11.73,0.4041,-0.00445
"1215",509.1485,-77.46,0.3756,-0.00318,-48.72,0.3232,-0.00214,-11.73,0.4041,-0.00445
"1216",509.217,-77.45,0.3756,-0.00345,-48.72,0.3232,-0.00216,-11.73,0.4041,-0.00445
"1217",509.304,-77.44,0.3756,-0.00373,-48.72,0.3232,-0.00219,-11.74,0.4041,-0.00445
"1218",509.42,-77.42,0.3757,-0.00401,-48.71,0.3232,-0.00222,-11.75,0.4041,-0.00444
"1219",509.565,-77.4,0.3757,-0.00424,-48.71,0.3232,-0.00225,-11.75,0.4041,-0.00442
"1220",509.7825,-77.36,0.3757,-0.00446,-48.71,0.3232,-0.00229,-11.77,0.4041,-0.00438
"1221",510,-77.32,0.3757,-0.00462,-48.7,0.3232,-0.00233,-11.78,0.4041,-0.00434
"1222",510.024,-77.32,0.3757,-0.00489,-48.7,0.3232,-0.00234,-11.78,0.4041,-0.00433
"1223",510.0552,-77.3,0.3757,-0.00561,-48.7,0.3232,-0.00234,-11.78,0.4041,-0.00431
"1224",510.0958,-77.25,0.3758,-0.00703,-48.7,0.3232,-0.00235,-11.78,0.4041,-0.00427
"1225",510.1485,-77.17,0.3758,-0.00908,-48.7,0.3232,-0.00236,-11.78,0.4041,-0.00422
"1226",510.217,-77.03,0.3759,-0.0116,-48.7,0.3232,-0.00237,-11.78,0.4041,-0.00416
"1227",510.304,-76.85,0.3761,-0.0143,-48.69,0.3232,-0.00239,-11.79,0.4041,-0.0041
"1228",510.42,-76.59,0.3763,-0.0171,-48.69,0.3232,-0.00242,-11.79,0.4041,-0.00405
"1229",510.565,-76.28,0.3765,-0.0197,-48.68,0.3232,-0.00248,-11.79,0.4041,-0.00399
"1230",510.7825,-75.85,0.3768,-0.0224,-48.67,0.3232,-0.0026,-11.79,0.4041,-0.00394
"1231",511,-75.44,0.3771,-0.0244,-48.64,0.3233,-0.00277,-11.8,0.4041,-0.00389
"1232",511.024,-75.38,0.3772,-0.0256,-48.64,0.3233,-0.00278,-11.8,0.4041,-0.00387
"1233",511.0552,-75.27,0.3773,-0.0285,-48.63,0.3233,-0.00281,-11.8,0.4041,-0.00383
"1234",511.0958,-75.05,0.3774,-0.0341,-48.63,0.3233,-0.00284,-11.8,0.4041,-0.00377
"1235",511.1485,-74.68,0.3777,-0.0419,-48.62,0.3233,-0.00289,-11.79,0.4041,-0.00369
"1236",511.217,-74.13,0.3781,-0.0515,-48.61,0.3233,-0.00296,-11.79,0.4041,-0.0036
"1237",511.304,-73.37,0.3787,-0.0618,-48.59,0.3233,-0.00306,-11.79,0.4041,-0.00351
"1238",511.42,-72.35,0.3794,-0.0725,-48.56,0.3233,-0.00323,-11.78,0.4041,-0.00343
"1239",511.565,-71.12,0.3804,-0.0825,-48.51,0.3234,-0.00352,-11.78,0.4041,-0.00336
"1240",511.7825,-69.44,0.3816,-0.0927,-48.4,0.3235,-0.00415,-11.77,0.4041,-0.0033
"1241",512,-67.88,0.3828,-0.1,-48.24,0.3237,-0.00499,-11.77,0.4041,-0.00326
"1242",512.024,-67.71,0.3829,-0.1,-48.22,0.3237,-0.00507,-11.77,0.4041,-0.00326
"1243",512.0552,-67.53,0.383,-0.0996,-48.2,0.3237,-0.0052,-11.76,0.4041,-0.00325
"1244",512.0958,-67.33,0.3832,-0.0977,-48.17,0.3237,-0.00537,-11.76,0.4041,-0.00325
"1245",512.1485,-67.12,0.3833,-0.095,-48.12,0.3238,-0.00561,-11.76,0.4041,-0.00325
"1246",512.217,-66.88,0.3835,-0.0921,-48.05,0.3238,-0.00595,-11.76,0.4041,-0.00324
"1247",512.304,-66.62,0.3837,-0.0893,-47.96,0.3239,-0.0064,-11.76,0.4041,-0.00324
"1248",512.42,-66.28,0.384,-0.087,-47.81,0.3241,-0.00704,-11.76,0.4041,-0.00323
"1249",512.565,-65.86,0.3843,-0.0851,-47.61,0.3243,-0.00786,-11.76,0.4041,-0.00322
"1250",512.7825,-65.24,0.3847,-0.0837,-47.29,0.3246,-0.00913,-11.76,0.4041,-0.00321
"1251",513,-64.61,0.3852,-0.083,-46.95,0.325,-0.0103,-11.76,0.4041,-0.0032
"1252",513.024,-64.55,0.3853,-0.0824,-46.91,0.325,-0.0105,-11.76,0.4041,-0.00325
"1253",513.0552,-64.48,0.3853,-0.0813,-46.86,0.3251,-0.0106,-11.76,0.4041,-0.00334
"1254",513.0958,-64.41,0.3854,-0.0793,-46.8,0.3252,-0.0109,-11.76,0.4041,-0.0035
"1255",513.1485,-64.34,0.3854,-0.0768,-46.71,0.3253,-0.0112,-11.77,0.4041,-0.0037
"1256",513.217,-64.27,0.3855,-0.074,-46.6,0.3254,-0.0115,-11.78,0.4041,-0.00391
"1257",513.304,-64.19,0.3855,-0.0713,-46.44,0.3256,-0.012,-11.8,0.4041,-0.0041
"1258",513.42,-64.08,0.3856,-0.0687,-46.24,0.3258,-0.0127,-11.82,0.4041,-0.00426
"1259",513.565,-63.92,0.3857,-0.0664,-45.97,0.3261,-0.0134,-11.84,0.404,-0.00439
"1260",513.7825,-63.65,0.3859,-0.0643,-45.57,0.3266,-0.0145,-11.87,0.404,-0.00448
"1261",514,-63.36,0.3861,-0.0628,-45.18,0.327,-0.0154,-11.9,0.404,-0.00453
"1262",514.024,-63.32,0.3862,-0.0632,-45.13,0.327,-0.0155,-11.9,0.404,-0.00454
"1263",514.0552,-63.25,0.3862,-0.0646,-45.07,0.3271,-0.0157,-11.9,0.404,-0.00457
"1264",514.0958,-63.13,0.3863,-0.0671,-45,0.3272,-0.0158,-11.91,0.404,-0.0046
"1265",514.1485,-62.93,0.3865,-0.0704,-44.9,0.3273,-0.016,-11.91,0.404,-0.00465
"1266",514.217,-62.65,0.3867,-0.074,-44.78,0.3274,-0.0163,-11.92,0.404,-0.0047
"1267",514.304,-62.29,0.3869,-0.0775,-44.62,0.3276,-0.0166,-11.93,0.404,-0.00475
"1268",514.42,-61.81,0.3873,-0.0809,-44.41,0.3279,-0.0171,-11.95,0.4039,-0.00479
"1269",514.565,-61.22,0.3877,-0.0839,-44.15,0.3281,-0.0177,-11.96,0.4039,-0.00483
"1270",514.7825,-60.4,0.3884,-0.0869,-43.75,0.3286,-0.0186,-11.98,0.4039,-0.00486
"1271",515,-59.62,0.3889,-0.0891,-43.33,0.3291,-0.0196,-12,0.4039,-0.00489
"1272",515.25,-58.69,0.3896,-0.0925,-42.83,0.3296,-0.0209,-12.03,0.4039,-0.00524
"1273",515.625,-57.39,0.3906,-0.0955,-42.03,0.3305,-0.0229,-12.07,0.4038,-0.00549
"1274",516,-56.13,0.3915,-0.0977,-41.19,0.3315,-0.0251,-12.1,0.4038,-0.0057
"1275",516.024,-56.06,0.3915,-0.0973,-41.14,0.3315,-0.0252,-12.11,0.4038,-0.00571
"1276",516.0552,-55.98,0.3916,-0.0962,-41.07,0.3316,-0.0254,-12.11,0.4038,-0.0057
"1277",516.0958,-55.89,0.3916,-0.0944,-40.98,0.3317,-0.0257,-12.11,0.4038,-0.00567
"1278",516.1485,-55.8,0.3917,-0.0922,-40.85,0.3319,-0.026,-12.11,0.4038,-0.00562
"1279",516.217,-55.7,0.3918,-0.0899,-40.69,0.332,-0.0264,-12.11,0.4038,-0.00557
"1280",516.304,-55.57,0.3919,-0.0878,-40.49,0.3323,-0.0269,-12.11,0.4038,-0.00554
"1281",516.42,-55.39,0.392,-0.0859,-40.22,0.3326,-0.0276,-12.11,0.4038,-0.00552
"1282",516.565,-55.16,0.3922,-0.0844,-39.88,0.333,-0.0284,-12.11,0.4038,-0.00552
"1283",516.7825,-54.79,0.3924,-0.0831,-39.37,0.3335,-0.0294,-12.1,0.4038,-0.00558
"1284",517,-54.41,0.3927,-0.0822,-38.88,0.3341,-0.0304,-12.09,0.4038,-0.00566
"1285",517.024,-54.28,0.3928,-0.0891,-38.82,0.3341,-0.0305,-12.09,0.4038,-0.00566
