"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"1169",507.024,-81.78,0.4098,-0.000934,-64.7,0.3623,-0.00505,-43.93,0.3976,-0.00533
"1170",507.0552,-81.79,0.4098,-0.00105,-64.7,0.3623,-0.00505,-43.93,0.3976,-0.00533
"1171",507.0958,-81.78,0.4098,-0.00134,-64.7,0.3622,-0.00505,-43.93,0.3976,-0.00533
"1172",507.1485,-81.77,0.4098,-0.0019,-64.71,0.3622,-0.00505,-43.93,0.3976,-0.00533
"1173",507.217,-81.73,0.4098,-0.00276,-64.72,0.3622,-0.00504,-43.93,0.3976,-0.00533
"1174",507.304,-81.67,0.4098,-0.00387,-64.73,0.3622,-0.00504,-43.92,0.3976,-0.00533
"1175",507.42,-81.56,0.4099,-0.00521,-64.74,0.3622,-0.00503,-43.92,0.3976,-0.00533
"1176",507.565,-81.42,0.41,-0.00661,-64.76,0.3622,-0.00502,-43.92,0.3976,-0.00533
"1177",507.7825,-81.21,0.4102,-0.00815,-64.78,0.3622,-0.00501,-43.91,0.3976,-0.00532
"1178",508,-80.99,0.4104,-0.00935,-64.8,0.3621,-0.005,-43.9,0.3976,-0.00532
"1179",508.25,-80.91,0.4105,-0.00777,-64.83,0.3621,-0.00499,-43.89,0.3976,-0.00531
"1180",508.625,-80.89,0.4105,-0.00579,-64.87,0.3621,-0.00497,-43.88,0.3976,-0.00532
"1181",509,-80.95,0.4104,-0.00397,-64.91,0.362,-0.00495,-43.87,0.3976,-0.00534
"1182",509.024,-80.95,0.4104,-0.00386,-64.92,0.362,-0.00495,-43.87,0.3976,-0.00534
"1183",509.0552,-80.96,0.4104,-0.00378,-64.92,0.362,-0.00494,-43.87,0.3976,-0.00534
"1184",509.0958,-80.96,0.4104,-0.00377,-64.92,0.362,-0.00494,-43.87,0.3976,-0.00534
"1185",509.1485,-80.96,0.4104,-0.00386,-64.93,0.362,-0.00494,-43.86,0.3976,-0.00534
"1186",509.217,-80.95,0.4104,-0.00409,-64.94,0.362,-0.00494,-43.86,0.3976,-0.00534
"1187",509.304,-80.93,0.4105,-0.00442,-64.95,0.362,-0.00493,-43.86,0.3976,-0.00535
"1188",509.42,-80.89,0.4105,-0.00483,-64.96,0.362,-0.00493,-43.86,0.3976,-0.00535
"1189",509.565,-80.84,0.4105,-0.00527,-64.97,0.362,-0.00492,-43.85,0.3977,-0.00535
"1190",509.7825,-80.76,0.4106,-0.00576,-65,0.3619,-0.00491,-43.85,0.3977,-0.00535
"1191",510,-80.68,0.4107,-0.00613,-65.02,0.3619,-0.0049,-43.84,0.3977,-0.00534
"1192",510.024,-80.67,0.4107,-0.00623,-65.02,0.3619,-0.0049,-43.84,0.3977,-0.00534
"1193",510.0552,-80.65,0.4107,-0.00647,-65.03,0.3619,-0.00489,-43.84,0.3977,-0.00534
"1194",510.0958,-80.63,0.4107,-0.00701,-65.03,0.3619,-0.00489,-43.84,0.3977,-0.00534
"1195",510.1485,-80.57,0.4107,-0.00798,-65.04,0.3619,-0.00489,-43.84,0.3977,-0.00534
"1196",510.217,-80.48,0.4108,-0.00945,-65.05,0.3619,-0.00489,-43.83,0.3977,-0.00533
"1197",510.304,-80.33,0.4109,-0.0113,-65.05,0.3619,-0.00488,-43.83,0.3977,-0.00533
"1198",510.42,-80.11,0.4111,-0.0135,-65.07,0.3619,-0.00488,-43.83,0.3977,-0.00532
"1199",510.565,-79.82,0.4114,-0.0158,-65.08,0.3618,-0.00487,-43.82,0.3977,-0.0053
"1200",510.7825,-79.37,0.4117,-0.0183,-65.11,0.3618,-0.00486,-43.81,0.3977,-0.00527
"1201",511,-78.93,0.4121,-0.0203,-65.13,0.3618,-0.00485,-43.8,0.3977,-0.00524
"1202",511.024,-78.88,0.4121,-0.0208,-65.13,0.3618,-0.00485,-43.8,0.3977,-0.00524
"1203",511.0552,-78.8,0.4122,-0.022,-65.13,0.3618,-0.00485,-43.8,0.3977,-0.00524
"1204",511.0958,-78.64,0.4123,-0.0247,-65.14,0.3618,-0.00485,-43.8,0.3977,-0.00523
"1205",511.1485,-78.37,0.4125,-0.0295,-65.14,0.3618,-0.00484,-43.8,0.3977,-0.00522
"1206",511.217,-77.92,0.4129,-0.0365,-65.15,0.3618,-0.00484,-43.79,0.3977,-0.00521
"1207",511.304,-77.25,0.4135,-0.0453,-65.16,0.3618,-0.00484,-43.79,0.3977,-0.0052
"1208",511.42,-76.28,0.4143,-0.0556,-65.17,0.3617,-0.00483,-43.78,0.3977,-0.00519
"1209",511.565,-75.15,0.4153,-0.0658,-65.19,0.3617,-0.00483,-43.78,0.3977,-0.00517
"1210",511.7825,-73.54,0.417,-0.0757,-65.21,0.3617,-0.00482,-43.77,0.3977,-0.00515
"1211",512,-71.93,0.4187,-0.0839,-65.23,0.3617,-0.00481,-43.76,0.3977,-0.00514
"1212",512.024,-71.76,0.4189,-0.0848,-65.24,0.3617,-0.00481,-43.76,0.3977,-0.00514
"1213",512.0552,-71.54,0.4191,-0.0852,-65.24,0.3617,-0.00481,-43.75,0.3977,-0.00513
"1214",512.0958,-71.27,0.4194,-0.0853,-65.24,0.3617,-0.0048,-43.75,0.3977,-0.00513
"1215",512.1485,-70.95,0.4197,-0.0845,-65.25,0.3617,-0.0048,-43.75,0.3977,-0.00513
"1216",512.217,-70.58,0.4201,-0.0831,-65.26,0.3617,-0.0048,-43.75,0.3977,-0.00513
"1217",512.304,-70.15,0.4205,-0.0812,-65.26,0.3616,-0.0048,-43.74,0.3977,-0.00512
"1218",512.42,-69.61,0.4211,-0.079,-65.28,0.3616,-0.00479,-43.74,0.3977,-0.00511
"1219",512.565,-68.97,0.4218,-0.0769,-65.29,0.3616,-0.00479,-43.73,0.3977,-0.0051
"1220",512.7825,-68.04,0.4227,-0.0749,-65.31,0.3616,-0.00478,-43.72,0.3977,-0.00509
"1221",513,-67.12,0.4237,-0.0736,-65.33,0.3616,-0.00477,-43.71,0.3978,-0.00507
"1222",513.024,-67.02,0.4238,-0.0733,-65.34,0.3616,-0.00477,-43.71,0.3978,-0.00507
"1223",513.0552,-66.9,0.4239,-0.0728,-65.34,0.3616,-0.00477,-43.71,0.3978,-0.00507
"1224",513.0958,-66.75,0.4241,-0.0717,-65.34,0.3616,-0.00477,-43.71,0.3978,-0.00506
"1225",513.1485,-66.57,0.4243,-0.0702,-65.35,0.3616,-0.00477,-43.7,0.3978,-0.00506
"1226",513.217,-66.35,0.4245,-0.068,-65.36,0.3616,-0.00476,-43.7,0.3978,-0.00505
"1227",513.304,-66.1,0.4248,-0.0656,-65.36,0.3615,-0.00476,-43.7,0.3978,-0.00505
"1228",513.42,-65.78,0.4251,-0.0631,-65.38,0.3615,-0.00476,-43.69,0.3978,-0.00504
"1229",513.565,-65.4,0.4255,-0.0608,-65.39,0.3615,-0.00476,-43.69,0.3978,-0.00504
"1230",513.7825,-64.84,0.4261,-0.0588,-65.41,0.3615,-0.00475,-43.68,0.3978,-0.00504
"1231",514,-64.29,0.4267,-0.0577,-65.43,0.3615,-0.00475,-43.67,0.3978,-0.00504
"1232",514.024,-64.22,0.4267,-0.0576,-65.43,0.3615,-0.00475,-43.67,0.3978,-0.00504
"1233",514.0552,-64.13,0.4268,-0.0581,-65.44,0.3615,-0.00475,-43.67,0.3978,-0.00504
"1234",514.0958,-64.01,0.427,-0.0591,-65.44,0.3615,-0.00475,-43.66,0.3978,-0.00504
"1235",514.1485,-63.82,0.4271,-0.061,-65.44,0.3615,-0.00475,-43.66,0.3978,-0.00504
"1236",514.217,-63.55,0.4274,-0.0635,-65.45,0.3615,-0.00475,-43.66,0.3978,-0.00504
"1237",514.304,-63.19,0.4278,-0.0665,-65.46,0.3614,-0.00475,-43.66,0.3978,-0.00504
"1238",514.42,-62.7,0.4283,-0.0698,-65.47,0.3614,-0.00475,-43.65,0.3978,-0.00505
"1239",514.565,-62.08,0.429,-0.073,-65.48,0.3614,-0.00475,-43.65,0.3978,-0.00505
"1240",514.7825,-61.2,0.4299,-0.0767,-65.5,0.3614,-0.00475,-43.64,0.3978,-0.00506
"1241",515,-60.35,0.4308,-0.0797,-65.51,0.3614,-0.00476,-43.64,0.3978,-0.00507
"1242",515.25,-59.44,0.4319,-0.0821,-65.53,0.3614,-0.00476,-43.63,0.3978,-0.00508
"1243",515.625,-58.14,0.4336,-0.0835,-65.55,0.3613,-0.00479,-43.62,0.3978,-0.0051
"1244",516,-56.88,0.4352,-0.0837,-65.57,0.3613,-0.00482,-43.61,0.3978,-0.00512
"1245",516.024,-56.79,0.4353,-0.0836,-65.57,0.3613,-0.00482,-43.61,0.3978,-0.00512
"1246",516.0552,-56.7,0.4355,-0.0831,-65.57,0.3613,-0.00482,-43.61,0.3978,-0.00513
"1247",516.0958,-56.58,0.4356,-0.082,-65.57,0.3613,-0.00483,-43.61,0.3978,-0.00513
"1248",516.1485,-56.44,0.4358,-0.0803,-65.57,0.3613,-0.00483,-43.61,0.3978,-0.00513
"1249",516.217,-56.28,0.436,-0.0781,-65.58,0.3613,-0.00484,-43.61,0.3978,-0.00513
"1250",516.304,-56.09,0.4363,-0.0756,-65.58,0.3613,-0.00485,-43.61,0.3978,-0.00514
"1251",516.42,-55.84,0.4366,-0.0731,-65.58,0.3613,-0.00486,-43.61,0.3978,-0.00515
"1252",516.565,-55.54,0.437,-0.0709,-65.58,0.3613,-0.00488,-43.6,0.3978,-0.00515
"1253",516.7825,-55.09,0.4376,-0.0689,-65.59,0.3613,-0.00491,-43.6,0.3978,-0.00516
"1254",517,-54.64,0.4382,-0.0675,-65.58,0.3613,-0.00495,-43.6,0.3978,-0.00517
"1255",517.024,-54.58,0.4383,-0.0692,-65.59,0.3613,-0.00495,-43.6,0.3978,-0.00517
"1256",517.0552,-54.44,0.4384,-0.0751,-65.58,0.3613,-0.00495,-43.59,0.3978,-0.00517
"1257",517.0958,-54.15,0.4388,-0.088,-65.58,0.3613,-0.00496,-43.59,0.3978,-0.00517
"1258",517.1485,-53.61,0.4395,-0.109,-65.58,0.3613,-0.00497,-43.59,0.3978,-0.00517
"1259",517.217,-52.75,0.4406,-0.136,-65.58,0.3613,-0.00498,-43.59,0.3978,-0.00517
"1260",517.304,-51.52,0.4423,-0.166,-65.58,0.3613,-0.005,-43.59,0.3978,-0.00518
"1261",517.42,-49.85,0.4445,-0.196,-65.58,0.3613,-0.00502,-43.59,0.3978,-0.00518
"1262",517.565,-47.9,0.447,-0.223,-65.57,0.3613,-0.00505,-43.59,0.3978,-0.00519
"1263",517.7825,-45.51,0.4509,-0.251,-65.56,0.3613,-0.0051,-43.58,0.3978,-0.0052
"1264",518,-43.14,0.4547,-0.266,-65.55,0.3613,-0.00516,-43.58,0.3978,-0.00521
"1265",518.024,-42.93,0.4551,-0.262,-65.55,0.3613,-0.00516,-43.58,0.3978,-0.00521
"1266",518.0552,-42.73,0.4554,-0.248,-65.54,0.3613,-0.00517,-43.58,0.3978,-0.00521
"1267",518.0958,-42.6,0.4556,-0.224,-65.54,0.3614,-0.00518,-43.58,0.3978,-0.00521
"1268",518.1485,-42.55,0.4557,-0.193,-65.54,0.3614,-0.0052,-43.58,0.3978,-0.00522
"1269",518.217,-42.61,0.4556,-0.159,-65.53,0.3614,-0.00522,-43.58,0.3978,-0.00522
"1270",518.304,-42.74,0.4554,-0.127,-65.53,0.3614,-0.00524,-43.58,0.3978,-0.00523
"1271",518.42,-42.95,0.455,-0.0985,-65.51,0.3614,-0.00528,-43.58,0.3978,-0.00524
"1272",518.565,-43.2,0.4546,-0.0761,-65.5,0.3614,-0.00532,-43.58,0.3978,-0.00526
"1273",518.7825,-43.52,0.4541,-0.058,-65.47,0.3614,-0.0054,-43.58,0.3978,-0.0053
"1274",519,-43.81,0.4536,-0.0475,-65.44,0.3615,-0.00548,-43.58,0.3978,-0.00533
"1275",519.024,-43.81,0.4536,-0.0503,-65.44,0.3615,-0.00549,-43.58,0.3978,-0.00534
"1276",519.0552,-43.74,0.4537,-0.0617,-65.43,0.3615,-0.0055,-43.58,0.3978,-0.00534
"1277",519.0958,-43.53,0.4541,-0.0824,-65.42,0.3615,-0.00552,-43.58,0.3978,-0.00535
"1278",519.1485,-43.11,0.4548,-0.112,-65.42,0.3615,-0.00554,-43.58,0.3978,-0.00536
"1279",519.217,-42.42,0.4559,-0.148,-65.4,0.3615,-0.00557,-43.58,0.3978,-0.00537
"1280",519.304,-41.46,0.4575,-0.185,-65.39,0.3615,-0.00561,-43.59,0.3978,-0.00539
"1281",519.42,-40.19,0.4596,-0.22,-65.37,0.3615,-0.00566,-43.59,0.3978,-0.00541
"1282",519.565,-38.68,0.462,-0.248,-65.34,0.3616,-0.00573,-43.59,0.3978,-0.00544
"1283",519.7825,-36.71,0.4657,-0.275,-65.29,0.3616,-0.00584,-43.6,0.3978,-0.00549
"1284",520,-34.89,0.4693,-0.286,-65.23,0.3617,-0.00597,-43.6,0.3978,-0.00553
"1285",520.25,-34.92,0.4692,-0.161,-65.15,0.3618,-0.00613,-43.61,0.3978,-0.00558
"1286",520.5,-35.46,0.4682,-0.0928,-65.06,0.3619,-0.00631,-43.62,0.3978,-0.00562
"1287",520.75,-35.95,0.4671,-0.0569,-64.96,0.362,-0.00651,-43.63,0.3978,-0.00567
"1288",521,-36.45,0.4661,-0.0411,-64.85,0.3621,-0.00674,-43.64,0.3978,-0.00571
"1289",521.5,-37.27,0.4644,-0.0307,-64.56,0.3624,-0.00729,-43.63,0.3978,-0.00556
"1290",522,-38.03,0.4631,-0.0256,-64.2,0.3628,-0.00793,-43.61,0.3978,-0.00531
"1291",522.5,-38.71,0.462,-0.0226,-63.77,0.3632,-0.00867,-43.59,0.3978,-0.00515
"1292",523,-39.34,0.4609,-0.0206,-63.28,0.3638,-0.00947,-43.57,0.3979,-0.00507
"1293",524,-40.46,0.4591,-0.0179,-62.06,0.3651,-0.0111,-43.55,0.3979,-0.00515
"1294",524.024,-40.49,0.4591,-0.0179,-62.05,0.3651,-0.0112,-43.55,0.3979,-0.00513
"1295",524.0552,-40.52,0.459,-0.0182,-62.01,0.3651,-0.0112,-43.55,0.3979,-0.00514
"1296",524.0958,-40.57,0.4589,-0.0186,-61.96,0.3652,-0.0113,-43.55,0.3979,-0.00514
"1297",524.1485,-40.61,0.4589,-0.0193,-61.89,0.3652,-0.0114,-43.55,0.3979,-0.00515
"1298",524.217,-40.67,0.4588,-0.02,-61.81,0.3653,-0.0115,-43.55,0.3979,-0.00515
"1299",524.304,-40.74,0.4587,-0.0206,-61.7,0.3655,-0.0116,-43.55,0.3979,-0.00517
"1300",524.42,-40.83,0.4585,-0.021,-61.55,0.3656,-0.0118,-43.55,0.3979,-0.00518
"1301",524.565,-40.94,0.4583,-0.0213,-61.36,0.3658,-0.0121,-43.55,0.3979,-0.0052
"1302",524.7825,-41.11,0.4581,-0.0213,-61.08,0.3661,-0.0124,-43.55,0.3979,-0.00523
"1303",525,-41.27,0.4578,-0.0212,-60.78,0.3664,-0.0128,-43.55,0.3979,-0.00525
"1304",525.024,-41.28,0.4578,-0.0218,-60.75,0.3665,-0.0128,-43.55,0.3979,-0.00526
"1305",525.0552,-41.29,0.4577,-0.0234,-60.7,0.3665,-0.0129,-43.55,0.3979,-0.00526
"1306",525.0958,-41.29,0.4578,-0.0262,-60.65,0.3666,-0.013,-43.55,0.3979,-0.00526
"1307",525.1485,-41.27,0.4578,-0.0301,-60.57,0.3667,-0.0131,-43.55,0.3979,-0.00527
"1308",525.217,-41.23,0.4579,-0.0345,-60.48,0.3668,-0.0132,-43.55,0.3979,-0.00527
"1309",525.304,-41.17,0.4579,-0.0387,-60.36,0.3669,-0.0133,-43.55,0.3979,-0.00526
"1310",525.42,-41.08,0.4581,-0.0426,-60.19,0.3671,-0.0135,-43.54,0.3979,-0.00521
"1311",525.565,-40.98,0.4583,-0.0456,-59.99,0.3673,-0.0137,-43.54,0.3979,-0.00511
"1312",525.7825,-40.84,0.4585,-0.0479,-59.7,0.3676,-0.0141,-43.52,0.3979,-0.0049
"1313",526,-40.7,0.4587,-0.0493,-59.4,0.368,-0.0144,-43.49,0.3979,-0.00466
"1314",526.25,-40.9,0.4584,-0.034,-59.06,0.3684,-0.0148,-43.44,0.3979,-0.00428
"1315",526.625,-41.22,0.4579,-0.0241,-58.54,0.3691,-0.0154,-43.34,0.398,-0.00355
"1316",527,-41.59,0.4573,-0.0177,-58.02,0.3697,-0.0158,-43.2,0.3981,-0.00274
"1317",527.5,-42.06,0.4565,-0.0151,-57.36,0.3705,-0.0165,-43.04,0.3982,-0.00229
"1318",528,-42.51,0.4558,-0.0134,-56.72,0.3713,-0.017,-42.9,0.3983,-0.00213
"1319",528.5,-42.93,0.4551,-0.0126,-56.1,0.3721,-0.0175,-42.81,0.3984,-0.00234
"1320",529,-43.33,0.4544,-0.0119,-55.51,0.3728,-0.0179,-42.74,0.3985,-0.00263
"1321",530,-44.08,0.4532,-0.011,-54.44,0.3741,-0.0186,-42.66,0.3985,-0.00327
"1322",531,-44.79,0.452,-0.0101,-53.48,0.3753,-0.019,-42.6,0.3986,-0.00381
"1323",532,-45.46,0.4509,-0.00947,-52.63,0.3764,-0.0192,-42.54,0.3986,-0.00418
"1324",533,-46.11,0.4499,-0.00883,-51.87,0.3773,-0.0193,-42.47,0.3986,-0.00448
"1325",534,-46.72,0.4489,-0.00831,-51.21,0.3781,-0.0193,-42.38,0.3987,-0.00465
"1326",535,-47.31,0.4479,-0.00792,-50.64,0.3788,-0.0193,-42.27,0.3988,-0.00476
"1327",536,-47.88,0.4471,-0.00758,-50.14,0.3795,-0.0191,-42.13,0.3989,-0.00485
"1328",537,-48.73,0.446,-0.00274,-49.71,0.38,-0.0189,-41.99,0.399,-0.00497
"1329",538,-49.82,0.4445,0.00304,-49.34,0.3805,-0.0187,-41.83,0.3991,-0.00513
"1330",539,-50.89,0.4431,0.00499,-49.02,0.3808,-0.0184,-41.66,0.3992,-0.00533
"1331",540,-52.28,0.4413,0.0106,-48.77,0.3812,-0.0181,-41.49,0.3994,-0.00556
"1332",541,-53.59,0.4395,0.0123,-48.57,0.3814,-0.0177,-41.31,0.3995,-0.00578
"1333",542,-54.94,0.4378,0.0136,-48.42,0.3816,-0.0173,-41.14,0.3996,-0.00607
"1334",543,-56.25,0.4361,0.0143,-48.32,0.3817,-0.0169,-40.96,0.3997,-0.00631
"1335",544,-57.2,0.4348,0.0107,-48.28,0.3818,-0.0165,-40.77,0.3999,-0.00653
"1336",545,-58.17,0.4335,0.0101,-48.27,0.3818,-0.016,-40.58,0.4,-0.00674
"1337",546,-58.72,0.4328,0.00575,-48.31,0.3817,-0.0155,-40.38,0.4002,-0.00692
"1338",547,-58.95,0.4325,0.000527,-48.38,0.3816,-0.015,-40.16,0.4003,-0.00706
"1339",548,-59.17,0.4322,-0.00127,-48.48,0.3815,-0.0146,-39.94,0.4005,-0.00713
"1340",549,-59.38,0.4319,-0.00211,-48.6,0.3814,-0.0142,-39.7,0.4007,-0.00714
"1341",550,-59.61,0.4316,-0.00235,-48.73,0.3812,-0.0138,-39.45,0.4008,-0.00715
"1342",551,-59.84,0.4313,-0.00248,-48.88,0.381,-0.0134,-39.21,0.401,-0.00719
"1343",552,-60.08,0.4311,-0.00253,-49.03,0.3808,-0.013,-38.96,0.4012,-0.00724
"1344",553,-60.33,0.4308,-0.00257,-49.18,0.3806,-0.0127,-38.72,0.4014,-0.00727
"1345",554,-60.58,0.4305,-0.00259,-49.34,0.3804,-0.0124,-38.47,0.4016,-0.00727
"1346",555,-60.83,0.4303,-0.0026,-49.5,0.3802,-0.0122,-38.21,0.4017,-0.0072
"1347",555.024,-60.83,0.4303,-0.00294,-49.5,0.3802,-0.0122,-38.2,0.4017,-0.0072
"1348",555.0552,-60.82,0.4303,-0.00406,-49.51,0.3802,-0.0122,-38.19,0.4017,-0.0072
"1349",555.0958,-60.78,0.4303,-0.00655,-49.51,0.3802,-0.0122,-38.18,0.4018,-0.0072
"1350",555.1485,-60.69,0.4304,-0.0106,-49.52,0.3802,-0.0121,-38.17,0.4018,-0.00719
"1351",555.217,-60.53,0.4306,-0.0161,-49.53,0.3802,-0.0121,-38.15,0.4018,-0.00718
"1352",555.304,-60.29,0.4308,-0.0223,-49.55,0.3802,-0.0121,-38.13,0.4018,-0.00717
"1353",555.42,-59.94,0.4312,-0.029,-49.56,0.3802,-0.0121,-38.1,0.4018,-0.00714
"1354",555.565,-59.51,0.4318,-0.0353,-49.59,0.3801,-0.012,-38.06,0.4018,-0.0071
"1355",555.7825,-58.87,0.4326,-0.0414,-49.62,0.3801,-0.012,-38,0.4019,-0.00704
"1356",556,-58.25,0.4334,-0.0453,-49.66,0.3801,-0.0119,-37.93,0.4019,-0.00698
"1357",556.25,-57.49,0.4344,-0.0501,-49.69,0.38,-0.0119,-37.86,0.402,-0.00693
"1358",556.625,-56.4,0.4359,-0.054,-49.75,0.3799,-0.0118,-37.76,0.4021,-0.00687
"1359",557,-55.33,0.4373,-0.0565,-49.81,0.3799,-0.0117,-37.65,0.4021,-0.00683
"1360",557.5,-53.69,0.4394,-0.0646,-49.88,0.3798,-0.0116,-37.51,0.4022,-0.00681
"1361",558,-52.16,0.4415,-0.0692,-49.95,0.3797,-0.0116,-37.38,0.4023,-0.00682
"1362",558.5,-50.35,0.4438,-0.08,-50,0.3796,-0.0115,-37.24,0.4024,-0.00678
"1363",559,-48.71,0.446,-0.0858,-50.05,0.3796,-0.0115,-37.11,0.4025,-0.00675
"1364",560,-44.83,0.4519,-0.107,-50.09,0.3795,-0.0116,-36.84,0.4027,-0.00664
"1365",560.024,-44.81,0.452,-0.105,-50.09,0.3795,-0.0116,-36.84,0.4027,-0.00665
"1366",560.0552,-44.71,0.4521,-0.102,-50.09,0.3795,-0.0116,-36.83,0.4027,-0.00664
"1367",560.0958,-44.65,0.4523,-0.097,-50.09,0.3795,-0.0117,-36.82,0.4027,-0.00664
"1368",560.1485,-44.58,0.4524,-0.09,-50.1,0.3795,-0.0117,-36.8,0.4027,-0.00663
"1369",560.217,-44.52,0.4525,-0.0819,-50.1,0.3795,-0.0117,-36.78,0.4027,-0.00662
"1370",560.304,-44.47,0.4525,-0.074,-50.1,0.3795,-0.0117,-36.76,0.4027,-0.00661
"1371",560.42,-44.41,0.4526,-0.0668,-50.1,0.3795,-0.0117,-36.73,0.4027,-0.0066
"1372",560.565,-44.33,0.4528,-0.0611,-50.1,0.3795,-0.0117,-36.69,0.4028,-0.00658
"1373",560.7825,-44.21,0.453,-0.0567,-50.09,0.3795,-0.0118,-36.63,0.4028,-0.00657
"1374",561,-44.08,0.4532,-0.0541,-50.09,0.3795,-0.0119,-36.57,0.4028,-0.00656
"1375",561.024,-44.07,0.4532,-0.0533,-50.09,0.3795,-0.0119,-36.57,0.4028,-0.00656
"1376",561.0552,-44.06,0.4532,-0.0522,-50.08,0.3795,-0.0119,-36.56,0.4028,-0.00655
"1377",561.0958,-44.06,0.4532,-0.0503,-50.08,0.3795,-0.0119,-36.55,0.4029,-0.00655
"1378",561.1485,-44.06,0.4532,-0.0477,-50.08,0.3795,-0.0119,-36.54,0.4029,-0.00655
"1379",561.217,-44.07,0.4532,-0.0447,-50.07,0.3795,-0.012,-36.52,0.4029,-0.00655
"1380",561.304,-44.09,0.4532,-0.0418,-50.07,0.3795,-0.012,-36.49,0.4029,-0.00655
"1381",561.42,-44.12,0.4531,-0.039,-50.06,0.3796,-0.012,-36.46,0.4029,-0.00655
"1382",561.565,-44.16,0.4531,-0.0366,-50.05,0.3796,-0.0121,-36.43,0.4029,-0.00655
"1383",561.7825,-44.2,0.453,-0.0346,-50.02,0.3796,-0.0122,-36.37,0.403,-0.00655
"1384",562,-44.24,0.4529,-0.0333,-49.99,0.3796,-0.0123,-36.32,0.403,-0.00656
"1385",562.25,-44.57,0.4524,-0.0198,-49.94,0.3797,-0.0125,-36.26,0.403,-0.00656
"1386",562.625,-45.09,0.4515,-0.0103,-49.86,0.3798,-0.0127,-36.16,0.4031,-0.00653
"1387",563,-45.66,0.4506,-0.00406,-49.77,0.3799,-0.013,-36.07,0.4032,-0.0065
"1388",563.5,-46.37,0.4494,-0.000792,-49.61,0.3801,-0.0133,-35.95,0.4032,-0.0065
"1389",564,-47.05,0.4483,0.00107,-49.44,0.3803,-0.0137,-35.83,0.4033,-0.0065
"1390",564.024,-47.08,0.4483,0.000629,-49.44,0.3803,-0.0137,-35.82,0.4033,-0.0065
"1391",564.0552,-47.11,0.4482,-0.000987,-49.42,0.3803,-0.0137,-35.81,0.4033,-0.0065
"1392",564.0958,-47.12,0.4482,-0.00417,-49.41,0.3804,-0.0138,-35.8,0.4033,-0.0065
"1393",564.1485,-47.11,0.4482,-0.00876,-49.39,0.3804,-0.0138,-35.79,0.4033,-0.00651
"1394",564.217,-47.07,0.4483,-0.0143,-49.37,0.3804,-0.0139,-35.77,0.4034,-0.00652
"1395",564.304,-47,0.4484,-0.02,-49.34,0.3805,-0.0139,-35.75,0.4034,-0.00652
"1396",564.42,-46.89,0.4486,-0.0255,-49.29,0.3805,-0.014,-35.73,0.4034,-0.00652
"1397",564.565,-46.76,0.4488,-0.0301,-49.24,0.3806,-0.0141,-35.69,0.4034,-0.00652
"1398",564.7825,-46.56,0.4491,-0.0339,-49.15,0.3807,-0.0142,-35.64,0.4034,-0.00652
"1399",565,-46.37,0.4494,-0.0363,-49.07,0.3808,-0.0144,-35.59,0.4035,-0.00653
"1400",565.024,-46.34,0.4495,-0.038,-49.06,0.3808,-0.0144,-35.58,0.4035,-0.00653
"1401",565.0552,-46.27,0.4496,-0.042,-49.05,0.3808,-0.0144,-35.58,0.4035,-0.00653
"1402",565.0958,-46.15,0.4498,-0.0494,-49.03,0.3808,-0.0144,-35.57,0.4035,-0.00653
"1403",565.1485,-45.94,0.4501,-0.0594,-49.01,0.3809,-0.0145,-35.56,0.4035,-0.00653
"1404",565.217,-45.64,0.4506,-0.0708,-48.98,0.3809,-0.0145,-35.54,0.4035,-0.00653
"1405",565.304,-45.21,0.4513,-0.083,-48.95,0.3809,-0.0146,-35.52,0.4035,-0.00654
"1406",565.42,-44.65,0.4523,-0.0941,-48.9,0.381,-0.0146,-35.49,0.4035,-0.00655
"1407",565.565,-43.95,0.4534,-0.103,-48.84,0.3811,-0.0147,-35.46,0.4036,-0.00656
"1408",565.7825,-42.98,0.455,-0.111,-48.75,0.3812,-0.0149,-35.41,0.4036,-0.00657
"1409",566,-42.05,0.4565,-0.116,-48.66,0.3813,-0.015,-35.37,0.4036,-0.00659
"1410",566.25,-42.23,0.4564,-0.0664,-48.56,0.3814,-0.0151,-35.31,0.4037,-0.00661
"1411",566.625,-42.65,0.4555,-0.0335,-48.41,0.3816,-0.0153,-35.23,0.4037,-0.00665
"1412",567,-43.28,0.4545,-0.0129,-48.25,0.3818,-0.0155,-35.16,0.4038,-0.00669
"1413",567.5,-44.01,0.4533,-0.00515,-48.04,0.3821,-0.0157,-35.05,0.4038,-0.00667
"1414",568,-44.73,0.4521,-0.000919,-47.82,0.3823,-0.016,-34.94,0.4039,-0.00666
"1415",568.5,-45.11,0.4514,-0.00647,-47.59,0.3826,-0.0162,-34.81,0.404,-0.00647
"1416",569,-45.49,0.4509,-0.00785,-47.37,0.3829,-0.0165,-34.68,0.4041,-0.00632
"1417",569.024,-45.5,0.4509,-0.0092,-47.36,0.3829,-0.0165,-34.68,0.4041,-0.00631
"1418",569.0552,-45.5,0.4509,-0.0113,-47.34,0.3829,-0.0165,-34.67,0.4041,-0.0063
"1419",569.0958,-45.48,0.4509,-0.0156,-47.33,0.383,-0.0166,-34.66,0.4041,-0.00628
