"","time (hours)","N1 matric potential (hPa)","N1 theta (m³/m³)","N1 flux (cm/h)","N2 matric potential (hPa)","N2 theta (m³/m³)","N2 flux (cm/h)","N3 matric potential (hPa)","N3 theta (m³/m³)","N3 flux (cm/h)"
"653",299,-101.78,0.3945,0.00457,-84.1,0.343,-0.00229,-53.11,0.3906,-0.000917
"654",300,-102.51,0.394,0.00493,-84.05,0.343,-0.00227,-53.08,0.3906,-0.000885
"655",301,-103.84,0.3932,0.00801,-84,0.343,-0.00225,-53.05,0.3906,-0.000865
"656",302,-105.12,0.3923,0.0093,-83.95,0.3431,-0.00223,-53.02,0.3907,-0.000845
"657",303,-105.9,0.3918,0.00762,-83.91,0.3431,-0.0022,-52.99,0.3907,-0.000823
"658",304,-106.64,0.3914,0.00691,-83.88,0.3432,-0.00218,-52.96,0.3907,-0.000851
"659",305,-107.27,0.391,0.00623,-83.85,0.3432,-0.00216,-52.94,0.3907,-9e-04
"660",306,-107.91,0.3906,0.00603,-83.83,0.3432,-0.00213,-52.92,0.3907,-0.000985
"661",307,-107.93,0.3905,0.00327,-83.81,0.3432,-0.0021,-52.91,0.3907,-0.00104
"662",308,-107.96,0.3905,0.00205,-83.8,0.3432,-0.00207,-52.89,0.3908,-0.00107
"663",309,-107.88,0.3906,0.00105,-83.8,0.3432,-0.00203,-52.88,0.3908,-0.00108
"664",310,-107.84,0.3906,0.000658,-83.8,0.3432,-0.002,-52.86,0.3908,-0.00109
"665",311,-107.79,0.3906,0.000396,-83.8,0.3432,-0.00196,-52.84,0.3908,-0.00111
"666",312,-107.77,0.3906,0.000266,-83.82,0.3432,-0.00193,-52.83,0.3908,-0.00115
"667",313,-107.75,0.3907,0.000169,-83.83,0.3432,-0.00189,-52.82,0.3908,-0.00121
"668",314,-107.74,0.3907,0.000103,-83.85,0.3432,-0.00185,-52.81,0.3908,-0.00128
"669",315,-107.73,0.3907,5.04e-05,-83.88,0.3432,-0.00182,-52.81,0.3908,-0.00134
"670",316,-107.74,0.3907,9.26e-06,-83.91,0.3431,-0.00178,-52.81,0.3908,-0.00138
"671",317,-107.74,0.3907,-2.49e-05,-83.94,0.3431,-0.00175,-52.8,0.3908,-0.00139
"672",318,-107.75,0.3907,-5.34e-05,-83.97,0.3431,-0.00172,-52.79,0.3908,-0.0014
"673",319,-107.77,0.3906,-7.77e-05,-84,0.343,-0.00169,-52.78,0.3908,-0.00138
"674",320,-107.79,0.3906,-9.85e-05,-84.04,0.343,-0.00166,-52.77,0.3909,-0.00137
"675",321,-108.42,0.3903,0.00258,-84.08,0.343,-0.00163,-52.75,0.3909,-0.00135
"676",322,-109.04,0.3898,0.00379,-84.12,0.3429,-0.00161,-52.74,0.3909,-0.00136
"677",323,-110.39,0.389,0.00745,-84.16,0.3429,-0.00158,-52.73,0.3909,-0.0014
"678",324,-111.7,0.3881,0.00915,-84.2,0.3429,-0.00156,-52.73,0.3909,-0.00146
"679",325,-113.15,0.3872,0.0105,-84.24,0.3428,-0.00154,-52.74,0.3909,-0.00155
"680",326,-114.54,0.3863,0.0111,-84.28,0.3428,-0.00151,-52.75,0.3909,-0.00166
"681",327,-115.95,0.3854,0.0117,-84.33,0.3428,-0.00149,-52.77,0.3909,-0.00174
"682",328,-117.32,0.3845,0.012,-84.37,0.3427,-0.00147,-52.79,0.3908,-0.0018
"683",329,-118.03,0.384,0.00961,-84.42,0.3427,-0.00144,-52.81,0.3908,-0.00185
"684",329.024,-118.12,0.384,0.00971,-84.42,0.3427,-0.00144,-52.81,0.3908,-0.00186
"685",329.0552,-118.12,0.384,0.00957,-84.42,0.3427,-0.00144,-52.81,0.3908,-0.00186
"686",329.0958,-118.15,0.384,0.00919,-84.42,0.3427,-0.00144,-52.81,0.3908,-0.00186
"687",329.1485,-118.14,0.384,0.00838,-84.43,0.3427,-0.00144,-52.81,0.3908,-0.00186
"688",329.217,-118.08,0.384,0.00693,-84.43,0.3427,-0.00144,-52.81,0.3908,-0.00187
"689",329.304,-117.95,0.3841,0.00494,-84.43,0.3427,-0.00143,-52.82,0.3908,-0.00187
"690",329.42,-117.68,0.3843,0.00218,-84.44,0.3427,-0.00143,-52.82,0.3908,-0.00188
"691",329.565,-117.26,0.3846,-0.00116,-84.45,0.3426,-0.00143,-52.82,0.3908,-0.00188
"692",329.7825,-116.57,0.385,-0.00494,-84.46,0.3426,-0.00142,-52.83,0.3908,-0.00189
"693",330,-115.84,0.3855,-0.00814,-84.47,0.3426,-0.00141,-52.83,0.3908,-0.00189
"694",330.024,-115.76,0.3855,-0.00854,-84.47,0.3426,-0.00141,-52.83,0.3908,-0.00189
"695",330.0552,-115.66,0.3856,-0.0089,-84.47,0.3426,-0.00141,-52.83,0.3908,-0.00189
"696",330.0958,-115.53,0.3857,-0.00929,-84.47,0.3426,-0.00141,-52.83,0.3908,-0.00189
"697",330.1485,-115.37,0.3858,-0.00959,-84.48,0.3426,-0.00141,-52.83,0.3908,-0.00189
"698",330.217,-115.19,0.3859,-0.00972,-84.48,0.3426,-0.00141,-52.83,0.3908,-0.00189
"699",330.304,-114.99,0.386,-0.00961,-84.48,0.3426,-0.00141,-52.84,0.3908,-0.00189
"700",330.42,-114.78,0.3862,-0.00924,-84.49,0.3426,-0.0014,-52.84,0.3908,-0.00189
"701",330.565,-114.57,0.3863,-0.00868,-84.5,0.3426,-0.0014,-52.84,0.3908,-0.00189
"702",330.7825,-114.32,0.3865,-0.00792,-84.51,0.3426,-0.00139,-52.84,0.3908,-0.00189
"703",331,-114.1,0.3866,-0.00729,-84.52,0.3426,-0.00139,-52.85,0.3908,-0.00188
"704",331.024,-114.07,0.3866,-0.00733,-84.52,0.3426,-0.00139,-52.85,0.3908,-0.00188
"705",331.0552,-114.02,0.3866,-0.00787,-84.52,0.3426,-0.00139,-52.85,0.3908,-0.00188
"706",331.0958,-113.89,0.3867,-0.00984,-84.53,0.3426,-0.00138,-52.85,0.3908,-0.00188
"707",331.1485,-113.54,0.3869,-0.0148,-84.53,0.3426,-0.00138,-52.85,0.3908,-0.00188
"708",331.217,-112.74,0.3874,-0.0247,-84.53,0.3426,-0.00138,-52.85,0.3908,-0.00188
"709",331.304,-111.2,0.3884,-0.0408,-84.54,0.3426,-0.00138,-52.85,0.3908,-0.00187
"710",331.42,-108.44,0.3902,-0.0639,-84.54,0.3426,-0.00137,-52.85,0.3908,-0.00187
"711",331.565,-104.45,0.3927,-0.0911,-84.55,0.3426,-0.00137,-52.85,0.3908,-0.00187
"712",331.7825,-98.22,0.3967,-0.123,-84.56,0.3425,-0.00136,-52.85,0.3908,-0.00187
"713",332,-92.43,0.401,-0.149,-84.58,0.3425,-0.00136,-52.86,0.3908,-0.00187
"714",332.25,-89.79,0.4031,-0.127,-84.59,0.3425,-0.00135,-52.86,0.3908,-0.00188
"715",332.5,-89.41,0.4037,-0.0961,-84.61,0.3425,-0.00134,-52.86,0.3908,-0.00189
"716",332.75,-89.39,0.4035,-0.0704,-84.62,0.3425,-0.00133,-52.87,0.3908,-0.0019
"717",333,-89.74,0.4033,-0.052,-84.64,0.3425,-0.00133,-52.87,0.3908,-0.00191
"718",333.5,-90.36,0.4027,-0.0324,-84.67,0.3424,-0.00131,-52.88,0.3908,-0.00193
"719",334,-90.93,0.4022,-0.0203,-84.7,0.3424,-0.00129,-52.89,0.3908,-0.00194
"720",334.5,-91.4,0.4018,-0.0137,-84.73,0.3424,-0.00128,-52.9,0.3908,-0.00194
"721",335,-91.82,0.4015,-0.00972,-84.76,0.3424,-0.00127,-52.91,0.3907,-0.00194
"722",336,-92.48,0.401,-0.00637,-84.83,0.3423,-0.00125,-52.93,0.3907,-0.00197
"723",337,-93.04,0.4005,-0.00454,-84.88,0.3423,-0.00125,-52.95,0.3907,-0.002
"724",338,-93.51,0.4001,-0.00365,-84.92,0.3422,-0.00126,-52.97,0.3907,-0.00206
"725",339,-93.94,0.3998,-0.00302,-84.95,0.3422,-0.00128,-53,0.3907,-0.00209
"726",340,-94.31,0.3995,-0.00264,-84.97,0.3422,-0.00131,-53.03,0.3906,-0.0021
"727",341,-94.65,0.3992,-0.00236,-84.97,0.3422,-0.00135,-53.05,0.3906,-0.00208
"728",342,-94.97,0.3989,-0.00215,-84.96,0.3422,-0.0014,-53.06,0.3906,-0.00205
"729",343,-95.26,0.3987,-0.00198,-84.93,0.3422,-0.00145,-53.07,0.3906,-0.00199
"730",344,-95.53,0.3985,-0.00184,-84.9,0.3422,-0.00151,-53.07,0.3906,-0.00192
"731",344.024,-95.54,0.3985,-0.00186,-84.9,0.3422,-0.00151,-53.08,0.3906,-0.00192
"732",344.0552,-95.55,0.3985,-0.00193,-84.89,0.3422,-0.00151,-53.08,0.3906,-0.00191
"733",344.0958,-95.55,0.3985,-0.00216,-84.89,0.3422,-0.00151,-53.08,0.3906,-0.00191
"734",344.1485,-95.54,0.3985,-0.00262,-84.89,0.3422,-0.00152,-53.08,0.3906,-0.00191
"735",344.217,-95.51,0.3985,-0.00337,-84.89,0.3422,-0.00152,-53.08,0.3906,-0.0019
"736",344.304,-95.45,0.3985,-0.0044,-84.88,0.3423,-0.00152,-53.08,0.3906,-0.00189
"737",344.42,-95.36,0.3986,-0.00568,-84.88,0.3423,-0.00153,-53.08,0.3906,-0.00188
"738",344.565,-95.22,0.3987,-0.00707,-84.87,0.3423,-0.00154,-53.08,0.3906,-0.00187
"739",344.7825,-94.99,0.3989,-0.00866,-84.86,0.3423,-0.00155,-53.08,0.3906,-0.00185
"740",345,-94.75,0.3991,-0.0099,-84.85,0.3423,-0.00156,-53.07,0.3906,-0.00184
"741",345.25,-94.75,0.3991,-0.00758,-84.84,0.3423,-0.00158,-53.07,0.3906,-0.00181
"742",345.625,-94.96,0.399,-0.00415,-84.82,0.3423,-0.0016,-53.07,0.3906,-0.00179
"743",346,-95.28,0.3987,-0.00122,-84.8,0.3423,-0.00162,-53.07,0.3906,-0.00177
"744",346.5,-95.75,0.3983,0.001,-84.77,0.3424,-0.00165,-53.07,0.3906,-0.00175
"745",347,-96.23,0.398,0.00243,-84.74,0.3424,-0.00168,-53.07,0.3906,-0.00173
"746",347.024,-96.25,0.398,0.00249,-84.74,0.3424,-0.00168,-53.07,0.3906,-0.00173
"747",347.0552,-96.27,0.398,0.00227,-84.73,0.3424,-0.00168,-53.07,0.3906,-0.00173
"748",347.0958,-96.28,0.398,0.00159,-84.73,0.3424,-0.00168,-53.07,0.3906,-0.00173
"749",347.1485,-96.25,0.398,0.000105,-84.73,0.3424,-0.00169,-53.07,0.3906,-0.00172
"750",347.217,-96.14,0.3981,-0.0024,-84.72,0.3424,-0.00169,-53.07,0.3906,-0.00172
"751",347.304,-95.93,0.3982,-0.00589,-84.72,0.3424,-0.00169,-53.07,0.3906,-0.00172
"752",347.42,-95.56,0.3985,-0.0104,-84.71,0.3424,-0.0017,-53.06,0.3906,-0.00172
"753",347.565,-95.05,0.3989,-0.0153,-84.7,0.3424,-0.00171,-53.06,0.3906,-0.00171
"754",347.7825,-94.24,0.3995,-0.0209,-84.69,0.3424,-0.00172,-53.06,0.3906,-0.0017
"755",348,-93.46,0.4002,-0.0246,-84.67,0.3424,-0.00173,-53.06,0.3906,-0.0017
"756",348.024,-93.36,0.4002,-0.0252,-84.67,0.3424,-0.00173,-53.06,0.3906,-0.0017
"757",348.0552,-93.26,0.4003,-0.0255,-84.67,0.3424,-0.00173,-53.06,0.3906,-0.0017
"758",348.0958,-93.12,0.4004,-0.0257,-84.66,0.3424,-0.00174,-53.06,0.3906,-0.00169
"759",348.1485,-92.98,0.4006,-0.0255,-84.66,0.3425,-0.00174,-53.06,0.3906,-0.00169
"760",348.217,-92.82,0.4007,-0.0249,-84.66,0.3425,-0.00174,-53.06,0.3906,-0.00169
"761",348.304,-92.66,0.4008,-0.0239,-84.65,0.3425,-0.00175,-53.06,0.3906,-0.00169
"762",348.42,-92.49,0.401,-0.0224,-84.64,0.3425,-0.00175,-53.06,0.3906,-0.00168
"763",348.565,-92.33,0.4011,-0.0209,-84.63,0.3425,-0.00176,-53.06,0.3906,-0.00168
"764",348.7825,-92.14,0.4013,-0.0191,-84.62,0.3425,-0.00177,-53.06,0.3906,-0.00167
"765",349,-91.95,0.4014,-0.0177,-84.6,0.3425,-0.00178,-53.06,0.3906,-0.00167
"766",349.024,-91.93,0.4014,-0.0175,-84.6,0.3425,-0.00178,-53.06,0.3906,-0.00167
"767",349.0552,-91.91,0.4014,-0.0173,-84.6,0.3425,-0.00179,-53.06,0.3906,-0.00166
"768",349.0958,-91.88,0.4015,-0.017,-84.59,0.3425,-0.00179,-53.06,0.3906,-0.00166
"769",349.1485,-91.85,0.4015,-0.0165,-84.59,0.3425,-0.00179,-53.06,0.3906,-0.00166
"770",349.217,-91.82,0.4015,-0.0159,-84.58,0.3425,-0.00179,-53.06,0.3906,-0.00166
"771",349.304,-91.79,0.4015,-0.015,-84.58,0.3425,-0.0018,-53.06,0.3906,-0.00166
"772",349.42,-91.76,0.4016,-0.014,-84.57,0.3425,-0.0018,-53.06,0.3906,-0.00165
"773",349.565,-91.73,0.4016,-0.013,-84.56,0.3425,-0.00181,-53.06,0.3906,-0.00165
"774",349.7825,-91.69,0.4016,-0.0118,-84.54,0.3426,-0.00182,-53.06,0.3906,-0.00164
"775",350,-91.65,0.4017,-0.011,-84.53,0.3426,-0.00183,-53.05,0.3906,-0.00163
"776",350.25,-91.77,0.4016,-0.00805,-84.51,0.3426,-0.00184,-53.05,0.3906,-0.00161
"777",350.625,-92.08,0.4013,-0.0045,-84.48,0.3426,-0.00186,-53.05,0.3906,-0.00159
"778",351,-92.45,0.401,-0.00162,-84.45,0.3426,-0.00188,-53.04,0.3906,-0.00157
"779",351.5,-92.95,0.4006,0.000504,-84.41,0.3427,-0.0019,-53.04,0.3906,-0.00154
"780",352,-93.44,0.4002,0.00189,-84.37,0.3427,-0.00192,-53.03,0.3906,-0.00151
"781",352.024,-93.46,0.4002,0.00187,-84.37,0.3427,-0.00192,-53.03,0.3906,-0.00151
"782",352.0552,-93.47,0.4002,0.00113,-84.36,0.3427,-0.00192,-53.03,0.3906,-0.00151
"783",352.0958,-93.43,0.4002,-0.000866,-84.36,0.3427,-0.00192,-53.03,0.3906,-0.0015
"784",352.1485,-93.31,0.4003,-0.00476,-84.36,0.3427,-0.00193,-53.03,0.3906,-0.0015
"785",352.217,-93,0.4005,-0.011,-84.35,0.3427,-0.00193,-53.03,0.3906,-0.0015
"786",352.304,-92.46,0.401,-0.0192,-84.34,0.3427,-0.00193,-53.03,0.3906,-0.00149
"787",352.42,-91.54,0.4017,-0.0301,-84.33,0.3427,-0.00194,-53.02,0.3907,-0.00149
"788",352.565,-90.22,0.4028,-0.0426,-84.32,0.3428,-0.00194,-53.02,0.3907,-0.00147
"789",352.7825,-88.09,0.4046,-0.0575,-84.3,0.3428,-0.00195,-53.02,0.3907,-0.00145
"790",353,-85.95,0.4063,-0.0692,-84.29,0.3428,-0.00196,-53.01,0.3907,-0.00143
"791",353.25,-84.92,0.4072,-0.0579,-84.27,0.3428,-0.00197,-53,0.3907,-0.00139
"792",353.625,-84.68,0.4075,-0.0393,-84.23,0.3428,-0.00199,-52.99,0.3907,-0.00134
"793",354,-84.8,0.4073,-0.0256,-84.2,0.3429,-0.002,-52.98,0.3907,-0.0013
"794",354.5,-85.13,0.407,-0.016,-84.16,0.3429,-0.00203,-52.96,0.3907,-0.00125
"795",355,-85.46,0.4067,-0.0106,-84.11,0.3429,-0.00205,-52.94,0.3907,-0.0012
"796",355.5,-85.77,0.4065,-0.00776,-84.07,0.343,-0.00207,-52.93,0.3907,-0.00115
"797",356,-86.05,0.4063,-0.0061,-84.02,0.343,-0.0021,-52.9,0.3907,-0.0011
"798",357,-86.53,0.4058,-0.00467,-83.92,0.3431,-0.00215,-52.86,0.3908,-0.00101
"799",358,-86.97,0.4055,-0.00383,-83.81,0.3432,-0.00221,-52.82,0.3908,-0.000943
"800",359,-87.37,0.4052,-0.00337,-83.69,0.3433,-0.00227,-52.77,0.3909,-0.000891
"801",360,-87.73,0.4049,-0.00305,-83.57,0.3434,-0.00234,-52.73,0.3909,-0.000879
"802",361,-88.08,0.4046,-0.00277,-83.43,0.3436,-0.0024,-52.7,0.3909,-0.000912
"803",362,-88.4,0.4043,-0.00257,-83.29,0.3437,-0.00247,-52.67,0.3909,-0.00096
"804",363,-88.71,0.4041,-0.00241,-83.15,0.3438,-0.00254,-52.65,0.3909,-0.00103
"805",364,-89,0.4038,-0.00228,-83,0.3439,-0.0026,-52.64,0.391,-0.0011
"806",365,-89.28,0.4036,-0.00217,-82.85,0.3441,-0.00265,-52.63,0.391,-0.00117
"807",366,-89.55,0.4034,-0.00207,-82.7,0.3442,-0.00271,-52.62,0.391,-0.00123
"808",367,-89.8,0.4032,-0.00196,-82.55,0.3443,-0.00275,-52.61,0.391,-0.00127
"809",368,-90.05,0.403,-0.00186,-82.4,0.3445,-0.0028,-52.61,0.391,-0.00132
"810",369,-90.84,0.4024,0.00147,-82.26,0.3446,-0.00283,-52.6,0.391,-0.00138
"811",370,-92.13,0.4013,0.00614,-82.12,0.3447,-0.00286,-52.61,0.391,-0.00146
"812",371,-93.47,0.4002,0.0085,-81.98,0.3449,-0.00289,-52.61,0.391,-0.00154
"813",372,-94.86,0.399,0.00999,-81.85,0.345,-0.00291,-52.62,0.391,-0.0016
"814",373,-96.79,0.3977,0.0138,-81.73,0.3451,-0.00292,-52.63,0.391,-0.00167
"815",373.024,-96.78,0.3977,0.0135,-81.73,0.3451,-0.00292,-52.63,0.391,-0.00167
"816",373.0552,-96.81,0.3977,0.0124,-81.72,0.3451,-0.00292,-52.63,0.391,-0.00167
"817",373.0958,-96.76,0.3977,0.00924,-81.72,0.3451,-0.00292,-52.63,0.391,-0.00167
"818",373.1485,-96.51,0.3978,0.00242,-81.71,0.3451,-0.00293,-52.63,0.391,-0.00168
"819",373.217,-95.9,0.3982,-0.00909,-81.7,0.3451,-0.00293,-52.63,0.391,-0.00168
"820",373.304,-94.85,0.399,-0.0248,-81.69,0.3451,-0.00293,-52.63,0.391,-0.00169
"821",373.42,-93.23,0.4003,-0.0435,-81.68,0.3451,-0.00293,-52.63,0.391,-0.00169
"822",373.565,-90.77,0.4023,-0.0673,-81.66,0.3451,-0.00293,-52.63,0.391,-0.0017
"823",373.7825,-86.9,0.4055,-0.0958,-81.63,0.3452,-0.00293,-52.63,0.391,-0.00171
"824",374,-83.13,0.4086,-0.118,-81.61,0.3452,-0.00293,-52.63,0.391,-0.00172
"825",374.25,-81.53,0.41,-0.0931,-81.58,0.3452,-0.00293,-52.63,0.391,-0.00173
"826",374.5,-81.45,0.4101,-0.0639,-81.55,0.3452,-0.00294,-52.64,0.391,-0.00173
"827",374.75,-81.71,0.4098,-0.0418,-81.52,0.3453,-0.00294,-52.64,0.391,-0.00174
"828",375,-82.2,0.4094,-0.0265,-81.5,0.3453,-0.00294,-52.64,0.391,-0.00174
"829",375.5,-82.73,0.4089,-0.0162,-81.44,0.3453,-0.00294,-52.64,0.391,-0.00175
"830",376,-83.21,0.4086,-0.0099,-81.39,0.3454,-0.00293,-52.64,0.391,-0.00177
"831",376.5,-83.96,0.408,-0.00323,-81.35,0.3454,-0.00293,-52.64,0.391,-0.00178
"832",377,-84.71,0.4074,0.000823,-81.3,0.3455,-0.00293,-52.64,0.391,-0.00179
"833",378,-85.77,0.4064,0.00171,-81.2,0.3456,-0.00294,-52.64,0.391,-0.0018
"834",379,-86.26,0.406,-0.000594,-81.1,0.3456,-0.00296,-52.64,0.391,-0.00181
"835",380,-86.66,0.4057,-0.00159,-81,0.3457,-0.00298,-52.64,0.391,-0.00183
"836",380.024,-86.67,0.4057,-0.002,-81,0.3457,-0.00298,-52.64,0.391,-0.00183
"837",380.0552,-86.65,0.4058,-0.00294,-80.99,0.3457,-0.00298,-52.64,0.391,-0.00183
"838",380.0958,-86.59,0.4058,-0.00564,-80.99,0.3458,-0.00299,-52.64,0.391,-0.00183
"839",380.1485,-86.39,0.406,-0.0111,-80.98,0.3458,-0.00299,-52.64,0.391,-0.00183
"840",380.217,-85.94,0.4063,-0.0202,-80.98,0.3458,-0.00299,-52.64,0.391,-0.00183
"841",380.304,-85.16,0.407,-0.0328,-80.97,0.3458,-0.00299,-52.64,0.391,-0.00183
"842",380.42,-83.86,0.408,-0.0489,-80.95,0.3458,-0.00299,-52.64,0.391,-0.00183
"843",380.565,-82.06,0.4095,-0.0661,-80.94,0.3458,-0.003,-52.64,0.391,-0.00184
"844",380.7825,-79.31,0.4118,-0.0845,-80.92,0.3458,-0.00301,-52.64,0.391,-0.00184
"845",381,-76.7,0.4139,-0.0976,-80.89,0.3458,-0.00301,-52.64,0.391,-0.00184
"846",381.25,-75.85,0.4148,-0.0777,-80.86,0.3459,-0.00302,-52.64,0.391,-0.00185
"847",381.625,-75.7,0.4149,-0.0523,-80.82,0.3459,-0.00303,-52.63,0.391,-0.00184
"848",382,-76.07,0.4145,-0.0321,-80.78,0.3459,-0.00305,-52.63,0.391,-0.00184
"849",382.5,-76.56,0.4141,-0.0195,-80.72,0.346,-0.00307,-52.63,0.391,-0.00182
"850",383,-77.01,0.4137,-0.0124,-80.66,0.346,-0.00309,-52.62,0.391,-0.00181
"851",383.5,-77.39,0.4134,-0.00896,-80.6,0.3461,-0.00311,-52.61,0.391,-0.00181
"852",384,-77.75,0.4131,-0.00709,-80.53,0.3462,-0.00314,-52.61,0.391,-0.00181
"853",384.024,-77.76,0.4131,-0.00704,-80.53,0.3462,-0.00314,-52.61,0.391,-0.00181
"854",384.0552,-77.77,0.413,-0.00758,-80.53,0.3462,-0.00314,-52.61,0.391,-0.00181
"855",384.0958,-77.76,0.4131,-0.00893,-80.52,0.3462,-0.00315,-52.61,0.391,-0.00181
"856",384.1485,-77.69,0.4131,-0.0115,-80.51,0.3462,-0.00315,-52.61,0.391,-0.00181
"857",384.217,-77.54,0.4132,-0.0154,-80.5,0.3462,-0.00315,-52.61,0.391,-0.00181
"858",384.304,-77.28,0.4134,-0.0203,-80.49,0.3462,-0.00316,-52.61,0.391,-0.00181
"859",384.42,-76.88,0.4138,-0.0263,-80.48,0.3462,-0.00316,-52.6,0.391,-0.00181
"860",384.565,-76.35,0.4142,-0.0325,-80.46,0.3462,-0.00317,-52.6,0.391,-0.00182
"861",384.7825,-75.54,0.4149,-0.039,-80.43,0.3463,-0.00319,-52.6,0.391,-0.00182
"862",385,-74.78,0.4157,-0.0438,-80.4,0.3463,-0.0032,-52.6,0.391,-0.00183
"863",385.024,-74.7,0.4158,-0.0441,-80.39,0.3463,-0.0032,-52.6,0.391,-0.00183
"864",385.0552,-74.61,0.4159,-0.0441,-80.39,0.3463,-0.0032,-52.6,0.391,-0.00183
"865",385.0958,-74.5,0.416,-0.0436,-80.38,0.3463,-0.00321,-52.6,0.391,-0.00183
"866",385.1485,-74.38,0.4161,-0.0424,-80.38,0.3463,-0.00321,-52.6,0.391,-0.00183
"867",385.217,-74.27,0.4162,-0.0404,-80.37,0.3463,-0.00322,-52.6,0.391,-0.00183
"868",385.304,-74.17,0.4163,-0.038,-80.35,0.3463,-0.00322,-52.6,0.391,-0.00184
"869",385.42,-74.06,0.4165,-0.0352,-80.34,0.3463,-0.00323,-52.6,0.391,-0.00184
"870",385.565,-73.95,0.4166,-0.0325,-80.31,0.3464,-0.00324,-52.59,0.391,-0.00185
"871",385.7825,-73.81,0.4167,-0.0298,-80.28,0.3464,-0.00326,-52.59,0.391,-0.00186
"872",386,-73.66,0.4169,-0.0279,-80.25,0.3464,-0.00327,-52.59,0.391,-0.00187
"873",386.25,-73.73,0.4168,-0.0219,-80.21,0.3465,-0.0033,-52.59,0.391,-0.00188
"874",386.625,-73.95,0.4166,-0.0158,-80.15,0.3465,-0.00333,-52.59,0.391,-0.00191
"875",387,-74.23,0.4163,-0.0112,-80.08,0.3466,-0.00336,-52.59,0.391,-0.00193
"876",387.024,-74.24,0.4163,-0.0109,-80.08,0.3466,-0.00337,-52.59,0.391,-0.00193
"877",387.0552,-74.26,0.4162,-0.0107,-80.07,0.3466,-0.00337,-52.59,0.391,-0.00194
"878",387.0958,-74.28,0.4162,-0.0108,-80.06,0.3466,-0.00337,-52.59,0.391,-0.00194
"879",387.1485,-74.3,0.4162,-0.0111,-80.06,0.3466,-0.00338,-52.59,0.391,-0.00194
"880",387.217,-74.31,0.4162,-0.0117,-80.04,0.3466,-0.00338,-52.59,0.391,-0.00195
"881",387.304,-74.3,0.4162,-0.0125,-80.03,0.3466,-0.00339,-52.59,0.391,-0.00196
"882",387.42,-74.27,0.4162,-0.0134,-80.01,0.3466,-0.0034,-52.59,0.391,-0.00196
"883",387.565,-74.23,0.4163,-0.0143,-79.98,0.3467,-0.00342,-52.59,0.391,-0.00197
"884",387.7825,-74.15,0.4164,-0.0152,-79.94,0.3467,-0.00344,-52.59,0.391,-0.00199
"885",388,-74.07,0.4164,-0.0159,-79.9,0.3467,-0.00347,-52.59,0.391,-0.002
"886",388.024,-74.06,0.4165,-0.0162,-79.89,0.3467,-0.00347,-52.59,0.391,-0.002
"887",388.0552,-74.03,0.4165,-0.0172,-79.89,0.3467,-0.00347,-52.59,0.391,-0.002
"888",388.0958,-73.96,0.4165,-0.0194,-79.88,0.3467,-0.00348,-52.59,0.391,-0.002
"889",388.1485,-73.82,0.4167,-0.0234,-79.87,0.3468,-0.00348,-52.59,0.391,-0.002
"890",388.217,-73.56,0.417,-0.0293,-79.86,0.3468,-0.00349,-52.59,0.391,-0.002
"891",388.304,-73.18,0.4174,-0.0358,-79.84,0.3468,-0.0035,-52.59,0.391,-0.00201
"892",388.42,-72.61,0.418,-0.0433,-79.82,0.3468,-0.00351,-52.59,0.391,-0.00201
"893",388.565,-71.87,0.4187,-0.0508,-79.79,0.3468,-0.00353,-52.59,0.391,-0.00201
"894",388.7825,-70.75,0.4199,-0.0589,-79.74,0.3469,-0.00355,-52.59,0.391,-0.00202
"895",389,-69.65,0.4211,-0.0648,-79.7,0.3469,-0.00358,-52.59,0.391,-0.00202
"896",389.024,-69.54,0.4212,-0.0653,-79.69,0.3469,-0.00358,-52.59,0.391,-0.00202
"897",389.0552,-69.4,0.4213,-0.0649,-79.69,0.3469,-0.00358,-52.59,0.391,-0.00202
"898",389.0958,-69.25,0.4215,-0.0634,-79.68,0.3469,-0.00359,-52.59,0.391,-0.00202
"899",389.1485,-69.11,0.4216,-0.0603,-79.67,0.3469,-0.0036,-52.59,0.391,-0.00202
"900",389.217,-69,0.4217,-0.0556,-79.65,0.347,-0.0036,-52.59,0.391,-0.00202
"901",389.304,-68.92,0.4218,-0.05,-79.63,0.347,-0.00361,-52.59,0.391,-0.00202
"902",389.42,-68.88,0.4219,-0.0437,-79.61,0.347,-0.00363,-52.59,0.391,-0.00202
"903",389.565,-68.86,0.4219,-0.0377,-79.58,0.347,-0.00365,-52.59,0.391,-0.00202
"904",389.7825,-68.86,0.4219,-0.0318,-79.53,0.3471,-0.00367,-52.59,0.391,-0.00202
"905",390,-68.86,0.4219,-0.0276,-79.48,0.3471,-0.0037,-52.59,0.391,-0.00202
"906",390.024,-68.86,0.4219,-0.0272,-79.47,0.3471,-0.0037,-52.59,0.391,-0.00202
"907",390.0552,-68.85,0.4219,-0.0275,-79.47,0.3471,-0.00371,-52.59,0.391,-0.00202
"908",390.0958,-68.81,0.4219,-0.0286,-79.46,0.3471,-0.00371,-52.59,0.391,-0.00202
"909",390.1485,-68.72,0.422,-0.031,-79.44,0.3471,-0.00372,-52.59,0.391,-0.00202
"910",390.217,-68.55,0.4222,-0.0346,-79.43,0.3472,-0.00373,-52.59,0.391,-0.00202
"911",390.304,-68.28,0.4225,-0.0393,-79.41,0.3472,-0.00374,-52.59,0.391,-0.00202
